,Unnamed: 0,ampl,dur,ed,ederr,istart,istop,istart_no_sys_no_thruster,istop_no_sys_no_thruster
0,0,0.12332317522074225,0.08172779517917661,375.2979447544903,74.97737430821671,468,472,468,472
1,1,0.005322438339419638,0.0408636475840467,14.40876590349481,25.80981875268091,928,930,928,930
2,2,0.18800300835399825,0.040863381342205685,395.6957350173954,131.49344457385632,1309,1310,1309,1310
3,3,0.1714092649678158,0.06129495699860854,475.1389092618433,98.37729500636713,1582,1585,1582,1585
4,4,1.288887114544201,0.10215834648988677,1616.4928038546252,320.8585966635439,1612,1617,1612,1617
5,5,0.0044055114139028755,0.040863296708266716,9.358253733666619,207.66228327969984,1624,1626,1624,1626
