,Unnamed: 0,ampl,dur,ed,ederr,istart,istop,istart_no_sys_no_thruster,istop_no_sys_no_thruster
0,0,0.07563964830022371,0.04086375969200162,145.8018175446064,33.754421137778436,439,441,439,441
