,Unnamed: 0,ampl,dur,ed,ederr,istart,istop,istart_no_sys_no_thruster,istop_no_sys_no_thruster
0,0,0.010074088786519808,0.04086405352427391,28.059833828973733,5.934209744757668,187,189,187,189
1,1,0.03565130996729318,0.10215953311126214,259.5882184439755,45.716299274831435,483,488,483,488
2,2,0.32615156412519153,0.1225904378661653,449.5094012182849,87.31878240524031,1035,1041,1035,1041
3,3,0.036299537271070124,0.12259041015204275,278.76355485669546,52.544287178147485,1056,1060,1056,1060
4,4,0.14794289613818964,0.06129499460075749,369.04006176978,75.90971514416559,1452,1455,1452,1455
5,5,0.0158426184816952,0.10215832544781732,127.63780820004881,25.191165003166024,2512,2516,2512,2516
6,6,0.04673235598767573,0.06129511800099863,180.73263859903648,40.73830524858359,2764,2766,2764,2766
