,Unnamed: 0,ampl,dur,ed,ederr,istart,istop,istart_no_sys_no_thruster,istop_no_sys_no_thruster
0,0,0.017671166458744066,0.0408633990373346,45.92548702750042,10.217666621766783,1237,1239,1237,1239
