,Unnamed: 0,ampl,dur,ed,ederr,istart,istop,istart_no_sys_no_thruster,istop_no_sys_no_thruster
0,0,0.3293396824478232,0.08172813068085816,843.6574345735637,168.86747707158702,203,207,203,207
1,1,0.004483045065821156,0.10215936465829144,34.492904621116736,87.84487359298664,599,604,599,604
2,2,0.019942940641744185,0.040863552589144085,58.955135586809476,12.955037275794739,684,686,684,686
