,Unnamed: 0,ampl,dur,ed,ederr,istart,istop,istart_no_sys_no_thruster,istop_no_sys_no_thruster
0,0,0.06491384205985258,0.12259126918797847,499.8314484506318,115.10007547552937,514,520,514.0,520.0
1,1,0.045700932209899126,0.10215941111528082,311.6933422743188,94.86191725011555,546,551,546.0,551.0
2,2,0.02494535112357448,0.08172757165448273,130.75676969125476,45.45455454810913,585,589,585.0,589.0
3,3,0.01913105689345894,0.040863711961719666,56.26323912539174,15.070109629554025,621,623,621.0,623.0
4,4,0.016909233724884464,0.04086369334254414,49.19021882252461,13.453373707814366,650,652,650.0,652.0
5,5,0.03898910924753059,0.12259099619404877,307.6630088654611,55.236259378966395,692,698,692.0,698.0
6,6,-0.005697611888031862,0.0817272846979904,-57.071350088811954,65.23827348199265,730,734,730.0,734.0
7,7,0.04516946589422281,0.06129543371935142,135.51232045752948,27.911370555280772,764,767,764.0,767.0
8,8,0.04420923672516089,0.08172706595360069,216.391900174218,41.77754923484246,830,834,833.0,834.0
9,9,0.04711215041800388,0.061295217768929426,208.6376850655648,41.88806214893292,899,902,899.0,902.0
10,10,0.07747205168819417,0.12259058571362402,593.859474826378,110.84011826985923,929,935,929.0,935.0
11,11,0.010895876828304051,0.04086345747782616,35.4776682348157,11.46710033783698,1078,1080,1078.0,1080.0
12,12,0.052720240655020914,0.26561226617195643,757.0134480502702,114.89008097286086,1149,1161,1149.0,1161.0
13,13,0.009855559252164792,0.040863268535758834,24.62101036192501,6.656915410450326,1311,1313,1311.0,1313.0
14,14,0.06527789413278233,0.16345352037023986,759.6543450591008,127.98019686489486,1351,1359,1351.0,1359.0
15,15,0.03521887120704703,0.12259000002813993,294.87518234322283,54.58832549177449,1428,1434,1428.0,1434.0
16,16,0.008845805278419298,0.08172673008812126,43.05966710529932,9.516893854693402,1501,1505,1501.0,1505.0
17,17,0.023939412381967243,0.0408631696991506,61.17944557519479,14.10372845562534,1775,1777,1775.0,1777.0
18,18,0.017362588066252474,0.08172653171641286,98.48053015224806,19.688580831460094,1815,1819,1815.0,1819.0
19,19,-0.005312667562206111,0.061294890467252124,-64.06587445532655,74.29003811614476,2062,2065,2062.0,2065.0
20,20,0.030698109534637055,0.08172662823199063,148.59771784400613,50.31737164465063,2126,2130,2126.0,2130.0
21,21,0.026789374986458496,0.12258992202987427,243.0676271860733,72.08648449606619,2224,2230,2224.0,2230.0
22,22,0.03867353568701735,0.1225898353586672,338.65530854019437,65.79489029617368,2257,2263,2257.0,2263.0
23,23,0.02785471970727495,0.061294933613680776,121.12887272425269,26.767099950827767,2326,2329,2326.0,2329.0
24,24,0.04204028370031981,0.10215833794063656,263.4834479568797,49.61483716236656,2356,2361,2356.0,2361.0
25,25,0.04216385058098389,0.040863334077585016,118.78536525211337,38.72080774406697,2521,2523,2521.0,2523.0
26,26,0.05197623207859714,0.0817268119280925,280.2352267109889,55.62006654678793,2593,2597,2655.0,2657.0
27,27,0.041408296370105464,0.040863275178708136,116.91245342261692,25.08431900681321,2655,2657,2932.0,2934.0
28,28,0.025980260019417663,0.04086338739580242,61.49583735319151,14.222268681532483,2932,2934,3101.0,3103.0
29,29,0.029927469948886117,0.04086357203050284,80.93583431236374,21.223983926742715,3101,3103,3166.0,3170.0
30,30,0.06209421022970279,0.08172731775266584,311.0752963791936,60.22422043053877,3166,3170,3201.0,3210.0
31,31,0.02103954906206893,0.2043182548150071,-37.81622716787629,7.284492740586492,3201,3210,,
