,Unnamed: 0,ampl,dur,ed,ederr,istart,istop,istart_no_sys_no_thruster,istop_no_sys_no_thruster
0,0,0.01776107047092966,0.04086358553468017,32.28325050869438,7.358241486492608,3128,3130,3128,3130
