,Unnamed: 0,ampl,dur,ed,ederr,istart,istop,istart_no_sys_no_thruster,istop_no_sys_no_thruster
0,0,0.0036653391950790116,0.0408636705178651,9.863572549174132,3.00334510215685,644,646,644,646
1,1,0.011207080551849774,0.040863396010536235,34.43874353941612,10.715929397724842,1538,1540,1538,1540
2,2,0.02682587780502198,0.061295116662222426,95.55882604996599,18.871217261264373,2727,2730,2727,2730
