,Unnamed: 0,ampl,dur,ed,ederr,istart,istop,istart_no_sys_no_thruster,istop_no_sys_no_thruster
0,0,0.007028283215265408,0.040863412541511934,22.375491343333426,6.016170680837716,1493,1495,1493,1495
