Object ID 	 Date of Run 	 Number of Flares 	 Filename 	 Total Exposure Time of LC in Days 	 BJD-2454833 days 
211773459	2018-09-04 15:22:17.385498	2	stars_shortlist/M44/hlsp_k2sc_k2_llc_211773459-c05_kepler_v2_lc.fits	64.70125000000002	2306.6313321065027
211781646	2018-09-04 15:22:17.545540	0	stars_shortlist/M44/hlsp_k2sc_k2_llc_211781646-c05_kepler_v2_lc.fits	64.87062500000002	2306.6312101893927
211787610	2018-09-04 15:22:17.724085	1	stars_shortlist/M44/hlsp_k2sc_k2_llc_211787610-c05_kepler_v2_lc.fits	64.83298611111113	2306.6310278280507
211789682	2018-09-04 15:22:17.854358	0	stars_shortlist/M44/hlsp_k2sc_k2_llc_211789682-c05_kepler_v2_lc.fits	64.87062500000002	2306.631408532696
211795051	2018-09-04 15:22:17.985451	0	stars_shortlist/M44/hlsp_k2sc_k2_llc_211795051-c05_kepler_v2_lc.fits	64.81416666666667	2306.631227461701
211795467	2018-09-04 15:22:18.185114	0	stars_shortlist/M44/hlsp_k2sc_k2_llc_211795467-c05_kepler_v2_lc.fits	64.62597222222223	2306.631164334329
211795569	2018-09-04 15:22:18.310023	0	stars_shortlist/M44/hlsp_k2sc_k2_llc_211795569-c05_kepler_v2_lc.fits	64.79534722222223	2306.631151728412
211795706	2018-09-04 15:22:18.438434	0	stars_shortlist/M44/hlsp_k2sc_k2_llc_211795706-c05_kepler_v2_lc.fits	64.85180555555556	2306.6311489586587
211796017	2018-09-04 15:22:18.705879	0	stars_shortlist/M44/hlsp_k2sc_k2_llc_211796017-c05_kepler_v2_lc.fits	64.83298611111113	2306.6309442115817
211799258	2018-09-04 15:22:18.836349	0	stars_shortlist/M44/hlsp_k2sc_k2_llc_211799258-c05_kepler_v2_lc.fits	64.28722222222223	2306.631062788969
211799259	2018-09-04 15:22:18.970524	0	stars_shortlist/M44/hlsp_k2sc_k2_llc_211799259-c05_kepler_v2_lc.fits	64.85180555555556	2306.6310368497725
211799551	2018-09-04 15:22:19.104683	0	stars_shortlist/M44/hlsp_k2sc_k2_llc_211799551-c05_kepler_v2_lc.fits	64.60715277777777	2306.6311487565617
211800408	2018-09-04 15:22:19.240427	0	stars_shortlist/M44/hlsp_k2sc_k2_llc_211800408-c05_kepler_v2_lc.fits	64.7388888888889	2306.630953635635
