,Unnamed: 0,EPIC,angDist,col1,Name,Mass,r'mag,Kmag,Prot1,Pw1,Q1,Clean?,Sig,Prot2,Pw2,Q2,MP?,SE?,Bl?,Bin?,RawAmp,SmAmp,P,ProtA,ProtD,ProtS,ProtK,Kpmag,Notes,PrCat,PCat,All,2M,Simbad,RAJ2000,DEJ2000,objID,RAJ2000.1,DEJ2000.1,errHalfMaj,errHalfMin,errPosAng,f_objID,Qual,Epoch,Ns,Nd,gmag,eSDSS_g,gKmag,e_gKmag,gFlags,rmag,eSDSS_r,rKmag,e_rKmag,rFlags,imag,eSDSS_i,iKmag,e_iKmag,iFlags,zmag,eSDSS_z,zKmag,e_zKmag,zFlags,ymag,eSDSS_y,yKmag,e_yKmag,yFlags,Dataset Name,Campaign,Object type,Data Release,RA (J2000),Dec (J2000),Target Type,Archive Class,Ref,Actual Start Time,Actual End Time,Investigation ID,RA PM,RA PM Err,Dec PM,Dec PM Err,Plx,Plx Err,U Mag,U Mag Err,B Mag,B Mag Err,V Mag,V Mag Err,G Mag,G Mag Err,R Mag,R Mag Err,I Mag,I Mag Err,Z Mag,Z Mag Err,J,eJ,H,eH,K,eK,KEP Mag,Kep Flag,Hip ID,Tyc ID,SDSS ID,UCAC ID,2MASS ID,2MASS Flag,Processing Date,crowding,contamination,flux fraction,cdpp3,cdpp6,cdpp12,Module,Output,Channel,Nearest Neighbor,Nomad ID,High-Level Science Products,SDSS_g,PS1_g,SDSS_r,PS1_r,SDSS_i,PS1_i,SDSS_z,PS1_z,SDSS_y,PS1_y,DM,spec_class,T,logT,BCv,Mv,logL,B-V,Bt-Vt,V-G,U-B,V-Rc,V-Ic,V-Ks,J-H,H-K,Ks-W1,W1-W2,W1-W3,W1-W4,Msun,logAge,b-y,M_J,M_Ks,Mbol,i-z,z-Y,R_Rsun,#SpT.1,lum_class,u_g,g_r,r_i,i_z,z_J,J_H,H_K,Jmag_abs,T_err,R_Rsun_Jackson,R_Rsun_err,Mbol_err,spectype_std,L_quiet_logL,L_quiet,L_planck,L_quiet_bol,L_quiet_err,L_quiet_bol_err,todrop,whydrop, Date of Run ,n_appa_flares, Filename , Total Exposure Time of LC in Days , BJD-2454833 days ,Ethresh,thresh20p
454,454,211974283,0.242183,755,,1.13,10.76,9.43,,,3,,,,,,,,,,,,,,,,,10.77,,1,1,All,2M,Simbad,127.08723799999999,19.844044,131811270871893334,127.08716918,19.84406231,0.138,0.098,0,604299264,72,55189.00768519,5,68,11.34,,,,32868,10.953,,,,114788,10.790999999999999,,,,32868,10.713,,,,32868,10.689,,,,114788,KTWO211974283-C05,5,STAR,7,08 28 20.939,+19 50 38.56,LC,KLC,,2015-04-27 02:32:54,2015-07-10 22:25:00,GO5007_GO5018_GO5024_GO5029_GO5048_GO5060_GO5096_GO5104,-35.4,1.4,-14.6,1.4,,,,,11.559,0.092,10.991,0.08800000000000001,11.140999999999998,0.01,10.744000000000002,0.02,10.609000000000002,0.05,,,9.78,0.022,9.504,0.022,9.427,0.018000000000000002,10.769,gri,,1387-322-1,,550-045365,08282095+1950386,,2015-10-30 07:28:07,1.0,0.0,1.0,47.489,38.983,28.306,19,4,68,,,20,11.427169165132673,11.34,10.984048453731418,10.953,10.78139304744642,10.790999999999999,10.691639438493898,10.713,10.68719417832709,10.689,6.020599913279625,G5,5660,3.753,-0.13,4.98,-0.05,0.68,0.764,0.225,0.185,0.377,0.738,1.635,0.31,0.076,0.028,-0.052000000000000005,-0.041,-0.014,0.98,,,3.74,3.35,4.84,,,0.982,G5V,V  ,1.49,0.49,0.16,0.06,0.78,0.29,0.03,3.54,47.258156258881655,0.982,0.1964,0.029999999999999805,3.689088640843426,3.565003752534982e+33,2.2874125122435475e+32,3.419433743061895e+33,3.6480433574236403e+33,5.389412980986871e+31,2.519979076019872e+32,False,    ,2018-09-04 15:23:21.779459,0.0,stars_shortlist/M44/hlsp_k2sc_k2_llc_211974283-c05_kepler_v2_lc.fits,64.77652777777777,2306.630908547981,1.8630389912852302e+33,8.144744252788572
455,455,211974687,0.642029,295,,0.2,18.27,13.56,0.9,0.3913,0,Y,0.00698,,,,N,Y,Y,,0.05731,2.0778,2,,,,,17.7,,1,1,All,2M,Simbad,128.959436,19.850035000000002,131821289593330543,128.95926175,19.84996469,0.008,0.003,0,503635968,60,55811.04021991,5,57,19.5835,0.0113,19.7252,0.0514,115000,18.3276,0.0087,18.4198,0.01,115000,16.7605,0.0043,16.8275,0.0086,115000,16.0424,0.0013,16.1007,0.0052,115000,15.665,0.0036,15.7377,0.0113,115000,KTWO211974687-C05,5,STAR,7,08 35 50.266,+19 51 00.13,LC,KLC,,2015-04-27 02:32:54,2015-07-10 22:25:00,GO5011_GO5018_GO5024_GO5026_GO5048,-35.0,3.0,-13.0,3.0,,,22.314,0.257,,,,,19.858,0.016,18.343,0.008,16.768,0.005,15.917,0.006999999999999999,14.378,0.037000000000000005,13.879,0.044,13.565,0.041,17.695,gri,,,5045-301-4-0121-0198,,08355026+1951001,,2015-10-30 08:33:14,0.797,0.203,0.6729999999999999,3741.714,3318.077,2780.172,14,3,47,,,14,19.87185244496361,19.5835,18.364315416499863,18.3276,16.76788074400486,16.7605,15.926507627353699,16.0424,15.888685374472468,15.665,6.020599913279625,M4,3200,3.505,-2.59,12.8,-2.2,1.661,,,1.222,1.241,2.8310000000000004,5.25,0.557,0.282,0.139,,,,0.22,,,8.39,7.55,10.21,0.71,,0.258,M4V,V  ,3.13,1.48,1.51,0.76,1.56,0.63,0.23,7.06,76.37626158012442,0.258,0.05160000000000002,0.375,7.270445309607934,2.5238293779207718e+31,6.898182513586878e+29,2.411579869115559e+31,2.5945377341929524e+31,2.4771662549990842e+29,2.240303966236216e+31,False,    ,2018-09-04 15:23:21.919287,1.0,stars_shortlist/M44/hlsp_k2sc_k2_llc_211974687-c05_kepler_v2_lc.fits,64.66361111111112,2306.631073032586,1.1249281036104996e+33,1630.7601334044232
456,456,211974702,0.027159,17,KW309,1.02,11.41,9.91,8.49,0.3516,0,Y,0.00788,,,,M,Y,Y,,0.00317,0.11872,K,,,,8.43,11.45,visual double in SDSS; several undetected peaks,1,2,All,2M,Simbad,130.132026,19.850285999999997,131821301319240856,130.13202664,19.85029352,0.123,0.08900000000000001,90,604299264,72,55427.61599537,6,50,11.915999999999999,,,,65572,11.491,,,,32804,11.319,,,,114724,11.244000000000002,,,,114724,11.22,,,,98340,KTWO211974702-C05,5,STAR,7,08 40 31.685,+19 51 01.03,LC,KLC,,2015-04-27 02:32:54,2015-07-10 22:25:00,GO5007_GO5012_GO5018_GO5024_GO5029_GO5032_GO5033_GO5048_GO5060_GO5095_GO5104,-35.1,0.7,-12.6,0.6,,,,,12.402,0.01,11.609000000000002,0.02,11.969,0.03,11.382,0.01,11.226,0.04,,,10.294,0.023,9.985,0.021,9.911,0.018000000000000002,11.449000000000002,gri,,,,550-045942,08403169+1951010,,2015-10-30 08:51:15,1.0,0.0,0.984,57.479,53.761,54.047,14,3,47,,,14,12.008713631706588,11.915999999999999,11.52259257796534,11.491,11.309576180240345,11.319,11.220580373340301,11.244000000000002,11.22367155398293,11.22,6.020599913279625,G7,5530,3.743,-0.16,5.18,-0.12,0.713,0.809,0.239,0.243,0.393,0.7659999999999999,1.712,0.329,0.08,0.028,-0.054000000000000006,-0.04,-0.013,0.96,,,3.88,3.47,5.02,,,0.949,G7V,,,,,,,,,,50.33222956503416,0.949,0.1898,0.07000000000000027,3.237958461747154,3.034310300116735e+33,1.936310113269736e+32,2.910036202888912e+33,3.090722340382811e+33,4.638199046065195e+31,4.981655831284411e+32,False,    ,2018-09-04 15:23:22.066674,0.0,stars_shortlist/M44/hlsp_k2sc_k2_llc_211974702-c05_kepler_v2_lc.fits,64.66361111111112,2306.63115610004,1.860982944707857e+33,9.610975700402255
457,457,211974724,0.692707,246,JS250,0.37,16.75,12.36,33.04,0.3867,0,Y,0.0069,,,,N,N,N,cand,0.02143,0.87555,P,35.85,,,,16.29,,0,2,All,2M,Simbad,129.712653,19.85059,131821297125241182,129.71247573,19.85049396,0.005,0.005,90,503635968,60,56118.12927083,5,75,18.0642,0.0049,18.1717,0.0112,115000,16.8135,0.0075,16.8916,0.0051,115000,15.4163,0.0018,15.4738,0.003,115000,14.7909,0.0045,14.8404,0.0015,115000,14.4748,0.0009,14.5163,0.0037,115000,KTWO211974724-C05,5,STAR,7,08 38 51.036,+19 51 02.12,LC,KLC,,2015-04-27 02:32:54,2015-07-10 22:25:00,GO5006_GO5011_GO5018_GO5024_GO5026_GO5032_GO5048_GO5095_GO5097,-40.0,3.0,-13.0,3.0,,,21.149,0.096,,,,,18.319000000000006,0.006999999999999999,16.84,0.004,15.424,0.004,14.674,0.004,13.222,0.025,12.633,0.026,12.357,0.027000000000000003,16.292,gri,,,5045-301-3-0125-0352,,08385103+1951021,,2015-10-30 08:20:43,1.0,0.0,0.867,923.375,846.82,733.763,14,3,47,,,14,18.340145943191335,18.0642,16.847033317526137,16.8135,15.42133203550354,15.4163,14.688775954935071,14.7909,14.665192033832836,14.4748,6.020599913279625,M2.5,3500,3.544,-1.76,10.7,-1.68,1.5219999999999998,,1.179,1.175,1.041,2.306,4.43,0.589,0.244,0.117,,,,0.44,,,7.01,6.27,8.94,0.57,,0.393,M2.5V,V  ,2.74,1.47,1.01,0.63,1.32,0.66,0.18,6.51,70.94598884334107,0.393,0.0786,0.14499999999999955,10.197272919756537,8.357184523416158e+31,2.9124859576001566e+30,8.007934474610664e+31,8.357184523416163e+31,9.504805519636988e+29,2.79025363293769e+31,False,    ,2018-09-04 15:23:22.259215,3.0,stars_shortlist/M44/hlsp_k2sc_k2_llc_211974724-c05_kepler_v2_lc.fits,64.41895833333334,2306.651558557198,1.802059467482558e+33,618.7358475600779
458,458,211975002,0.6403840000000001,710,AD 3873,0.15,19.37,14.45,,,2,,,,,,,,,,,,,,,,,18.74,,0,2,All,2M,Simbad,132.846754,19.855095000000002,131821328466786577,132.84659308,19.85500154,0.006999999999999999,0.006,90,503635968,60,56098.61789352,5,64,20.701999999999998,0.0318,20.8203,0.0507,115000,19.4159,0.006,19.5225,0.0109,115000,17.748,0.0025,17.8008,0.0058,115000,17.0002,0.0037,17.0739,0.0055,115000,16.6388,0.0061,16.7305,0.0033,115000,KTWO211975002-C05,5,STAR,7,08 51 23.220,+19 51 18.34,LC,KLC,,2015-04-27 02:32:54,2015-07-10 22:25:00,GO5018_GO5024_GO5026_GO5048,-33.0,4.0,-22.0,4.0,,,24.711,0.847,,,,,21.005,0.032,19.448,0.014,17.765,0.006999999999999999,16.852,0.01,15.226,0.043,14.71,0.055,14.448,0.061,18.737,gri,,,5071-301-4-0127-0378,,08512322+1951183,,2015-10-30 05:36:08,0.861,0.139,0.659,3625.23,2825.375,2191.772,9,3,27,,,14,20.99947420083512,20.701999999999998,19.45583379246512,19.4159,17.757307392505126,17.748,16.872440601410393,17.0002,16.891485770468236,16.6388,6.020599913279625,M4,3200,3.505,-2.59,12.8,-2.2,1.661,,,1.222,1.241,2.8310000000000004,5.25,0.557,0.282,0.139,,,,0.22,,,8.39,7.55,10.21,0.71,,0.258,M4V,V  ,3.13,1.48,1.51,0.76,1.56,0.63,0.23,7.06,76.37626158012442,0.258,0.05160000000000002,0.375,7.069962871189637,2.5238293779207718e+31,6.898182513586878e+29,2.411579869115559e+31,2.5945377341929524e+31,2.4771662549990842e+29,2.240303966236216e+31,False,    ,2018-09-04 15:23:22.393846,0.0,stars_shortlist/M44/hlsp_k2sc_k2_llc_211975002-c05_kepler_v2_lc.fits,64.87062500000002,2306.631335085338,1.558545744364112e+33,2259.3570716552526
459,459,211975006,1.406869,19,KW367,1.24,10.47,8.94,3.07,0.8413,0,Y,0.00872,,,,N,Y,Y,conf,0.03469,1.53405,K,,,,6.04,10.49,,1,2,All,2M,Simbad,130.290003,19.855179999999997,131821302900047100,130.29027311,19.85547695,0.009000000000000001,0.009000000000000001,90,302067712,36,55977.97967593,0,19,12.2013,0.349,12.5041,0.001,24,10.5441,0.0899,12.1913,0.0524,24,10.2582,0.0254,13.1941,0.1239,24,14.0259,0.0349,12.4037,0.1607,16778264,13.1243,0.0017,11.5989,0.0012,16777488,KTWO211975006-C05,5,STAR,7,08 41 09.600,+19 51 18.65,LC,KLC,,2015-04-27 02:32:54,2015-07-10 22:25:00,GO5007_GO5018_GO5024_GO5029_GO5032_GO5033_GO5048_GO5060_GO5104,-36.5,0.7,-11.5,0.6,,,,,11.361,0.02,10.630999999999998,0.01,10.965,0.03,10.438,0.02,10.287,0.01,,,9.406,0.022,9.064,0.023,8.939,0.018000000000000002,10.49,gri,,,,550-045987,08410961+1951186,,2015-10-30 09:44:13,1.0,0.0,1.0,139.332,141.668,143.889,14,4,48,,,16,12.423685006825087,12.2013,10.574282375861948,10.5441,10.256035615212596,10.2582,13.96055057513528,14.0259,13.228666897154179,13.1243,6.020599913279625,K0,5280,3.723,-0.22,5.76,-0.33,0.816,0.944,0.28600000000000003,0.436,0.443,0.853,1.953,0.387,0.091,0.03,-0.063,-0.037000000000000005,-0.015,0.87,,,4.29,3.81,5.54,,,0.8170000000000001,K0V,V  ,1.68,0.62,0.22,0.07,0.84,0.47,0.07,4.17,86.21678104048753,0.8170000000000001,0.16340000000000002,0.10000000000000007,10.005467255455887,1.870940565148793e+33,1.1784712177760733e+32,1.7924420873973394e+33,1.9145203692905536e+33,3.225002057083996e+31,4.408346062561888e+32,False,    ,2018-09-04 15:23:22.561795,0.0,stars_shortlist/M44/hlsp_k2sc_k2_llc_211975006-c05_kepler_v2_lc.fits,64.68243055555557,2306.631167069623,,
460,460,211975426,0.495686,191,KW172,0.88,12.24,10.37,6.26,0.6191,0,Y,0.00771,,,,N,Y,N,,0.01148,0.42492,K,,,,12.22,12.28,2x primary peak is more likely the true period,1,2,All,2M,Simbad,129.84105,19.861207,131831298409764061,129.84092264,19.8611391,0.156,0.115,0,604299264,72,55948.41976852,5,87,12.807,,,,65572,12.241,,,,65572,12.015,,,,32804,11.904000000000002,,,,32804,11.85,,,,65572,KTWO211975426-C05,5,STAR,7,08 39 21.852,+19 51 40.35,LC,KLC,,2015-04-27 02:32:54,2015-07-10 22:25:00,GO5007_GO5018_GO5020_GO5024_GO5029_GO5032_GO5033_GO5048_GO5060_GO5095_GO5106,-34.8,1.6,-12.0,1.7,,,,,13.487,0.01,12.517,0.031,12.998,0.01,12.201,0.01,11.970999999999998,0.01,,,10.874,0.02,10.45,0.023,10.369000000000002,0.02,12.279000000000002,gri,,,,550-045885,08392185+1951402,,2015-10-30 06:49:58,1.0,0.0,0.976,126.548,117.091,106.464,14,3,47,,,14,12.92148633711104,12.807,12.274077809751036,12.241,12.006342145751042,12.015,11.873100184396801,11.904000000000002,11.87325592887808,11.85,6.020599913279625,K2,5040,3.702,-0.29,6.19,-0.47,0.884,1.035,0.326,0.581,0.482,0.92,2.132,0.4270000000000001,0.098,0.031,-0.068,-0.037000000000000005,-0.009000000000000001,0.82,,,4.57,4.04,5.88,,,0.763,K2V,V  ,1.95,0.78,0.24,0.11,0.99,0.51,0.07,4.5,171.56145643173974,0.763,0.1526,0.11499999999999976,13.665650368716447,1.3553766245568098e+33,8.235101685037336e+31,1.297885622906467e+33,1.399780668113429e+33,2.9586230901808477e+31,3.706581214838105e+32,False,    ,2018-09-04 15:23:22.753159,1.0,stars_shortlist/M44/hlsp_k2sc_k2_llc_211975426-c05_kepler_v2_lc.fits,64.73888888888891,2306.631135399068,1.085119055088097e+33,13.176753567714778
461,461,211975504,0.685458,415,HSHJ233,0.16,19.4,14.35,,,3,,,,,,,,,,,,S,,,0.44,,18.68,,0,1,All,2M,Simbad,129.725859,19.862398000000002,131831297257325344,129.72567903,19.8623108,0.009000000000000001,0.008,0,503635968,60,56031.88621528,5,85,20.6786,0.0242,20.7752,0.0607,115000,19.4034,0.012,19.5174,0.0125,115000,17.6751,0.0044,17.7589,0.006,115000,16.8588,0.0047,16.94,0.0049,115000,16.483,0.0138,16.5432,0.0194,115000,KTWO211975504-C05,5,STAR,7,08 38 54.208,+19 51 44.63,LC,KLC,,2015-04-27 02:32:54,2015-07-10 22:25:00,GO5018_GO5024_GO5026_GO5048_GO5095,-36.0,3.0,-18.0,3.0,,,24.59800000000001,1.015,,,,,21.005,0.034,19.446,0.016,17.689,0.006999999999999999,16.724,0.01,15.183,0.04,14.594,0.052000000000000005,14.349,0.066,18.684,gri,,,5045-301-3-0125-0526,,08385420+1951446,,2015-10-30 08:54:12,0.831,0.16899999999999998,0.76,7858.118,6196.337,4693.854,14,3,47,,,14,20.97949111406346,20.6786,19.444754280464245,19.4034,17.685175005884865,17.6751,16.72617921341341,16.8588,16.74763329814908,16.483,6.020599913279625,M3,3410,3.533,-1.97,11.14,-1.78,1.544,,1.263,1.181,1.079,2.42,4.6,0.579,0.252,0.122,,,,0.39,,,7.4,6.54,9.17,0.61,,0.369,M3V,V  ,2.67,1.46,1.2,0.67,1.37,0.65,0.2,6.77,126.62279942000255,0.369,0.0738,0.14499999999999955,5.1478150704935,6.638347629750242e+31,2.154128076781825e+30,6.361114917807284e+31,6.761763726573059e+31,9.38927071532123e+29,2.257582772077468e+31,False,    ,2018-09-04 15:23:22.884171,0.0,stars_shortlist/M44/hlsp_k2sc_k2_llc_211975504-c05_kepler_v2_lc.fits,64.87062500000002,2306.631127244873,2.2523612017257346e+34,10456.022675729968
462,462,211975510,0.414006,144,KW559,0.65,13.53,10.93,11.83,0.4553,0,Y,0.0078,,,,N,Y,N,,0.01294,0.54674,K,,,,12.27,13.54,,1,2,All,2M,Simbad,129.623459,19.862485,131831296233575504,129.62334726,19.8624383,0.004,0.004,0,503635968,60,55968.17210648,5,73,14.5654,0.0022,14.6024,0.0036,115000,13.5174,0.0096,13.5542,0.002,115000,13.194,,,,114724,12.954,,,,114724,12.7632,0.0008,12.7677,0.0009,115000,KTWO211975510-C05,5,STAR,7,08 38 29.630,+19 51 44.95,LC,KLC,,2015-04-27 02:32:54,2015-07-10 22:25:00,GO5007_GO5018_GO5020_GO5024_GO5032_GO5048_GO5060_GO5095,-39.3,2.4,-13.0,2.9,,,,,15.308,0.02,14.018,0.01,14.74,0.038,13.477,0.01,13.033,0.01,,,11.67,0.023,11.063,0.021,10.931,0.019,13.545,gri,,,,550-045844,08382963+1951450,,2015-10-30 06:33:14,1.0,0.0,0.923,186.646,178.956,175.15599999999995,14,3,47,,,14,14.73813672278657,14.5654,13.550082284218755,13.5174,13.18804027448864,13.194,12.90596812958194,12.954,12.828395786319973,12.7632,6.020599913279625,K7,4070,3.61,-0.95,8.15,-0.98,1.308,1.506,0.688,1.221,0.8059999999999999,1.529,3.33,0.617,0.162,0.057,,,,0.65,,,5.6,4.82,7.18,,,0.654,K7V,V  ,2.56,1.34,0.54,0.3,1.01,0.6,0.11,5.77,117.89826122396376,0.654,0.1308,0.15500000000000025,3.479852726768764,4.1885141922036e+32,1.9838344959844689e+31,4.055061462124832e+32,4.227270036854636e+32,7.147105161803677e+30,1.5087155904928934e+32,False,    ,2018-09-04 15:23:23.017103,0.0,stars_shortlist/M44/hlsp_k2sc_k2_llc_211975510-c05_kepler_v2_lc.fits,64.79534722222222,2306.631120003375,4.484269592976488e+32,22.60405090269987
463,463,211975518,0.386337,298,JS506,0.41,16.53,12.21,3.97,0.8713,0,Y,0.00962,,,,N,N,N,,0.03502,1.66723,P,3.97,,3.97,,15.03,,0,2,All,2M,Simbad,130.71778700000002,19.862637,131831307177505821,130.71770022,19.86270668,0.004,0.004,90,503636096,60,55895.34475694,5,97,17.5921,0.0066,17.7116,0.0106,115000,16.4289,0.0032,16.5008,0.0055,115000,15.1354,0.0024,15.1907,0.0052,115000,14.5503,0.0042,14.6098,0.0019,115000,14.2569,0.0026,14.2991,0.0067,115000,KTWO211975518-C05,5,STAR,7,08 42 52.268,+19 51 45.49,LC,KLC,,2015-04-27 02:32:54,2015-07-10 22:25:00,GO5011_GO5018_GO5024_GO5032_GO5048_GO5095_GO5097,-40.3,7.6,-24.4,6.9,,,,,,,,,,,,,,,,,13.001,0.025,12.368,0.021,12.209,0.023,15.031,JHK,,,5071-301-6-0114-0239,550-046051,08425228+1951460,,2015-10-30 06:26:23,1.0,0.0,0.926,1152.159,1036.219,900.332,14,4,48,,,14,17.85415534143594,17.5921,16.460227415520027,16.4289,15.138143173758115,15.1354,14.460784484167654,14.5503,14.417234632462142,14.2569,6.020599913279625,M2,3550,3.55,-1.65,10.3,-1.57,1.5,,1.086,1.17,1.001,2.173,4.24,0.6,0.234,0.11,,,,0.48,,,6.89,6.06,8.65,0.53,,0.434,M2V,V  ,2.59,1.43,0.85,0.52,1.33,0.69,0.15,6.23,76.37626158015652,0.434,0.0868,0.125,3.276335605520288,1.076613921570766e+32,3.848231640674143e+30,1.0336088679970168e+32,1.091591113123216e+32,1.279398092754357e+30,3.141851780902868e+31,False,    ,2018-09-04 15:23:23.171403,2.0,stars_shortlist/M44/hlsp_k2sc_k2_llc_211975518-c05_kepler_v2_lc.fits,64.68243055555557,2306.631196753202,2.087091944859576e+33,542.3509132870063
464,464,211975682,0.5090180000000001,113,JS132,0.61,14.93,11.23,,,2,,,,,,,,,cand,,,,,,,,14.58,,1,2,All,2M,Simbad,129.11301,19.865177,131831291129078725,129.11286875,19.86512858,0.006,0.004,0,503635968,60,55945.41216435,5,79,16.1009,0.003,16.1621,0.0025,115000,14.9054,0.0037,14.9619,0.0029,115000,13.9129,0.0024,13.9634,0.0021,115000,13.4828,0.0035,13.5319,0.0015,115000,13.2728,0.003,13.2835,0.0059,115000,KTWO211975682-C05,5,STAR,7,08 36 27.122,+19 51 54.64,LC,KLC,,2015-04-27 02:32:54,2015-07-10 22:25:00,GO5011_GO5018_GO5020_GO5024_GO5032_GO5048_GO5054_GO5060_GO5095,-35.5,3.6,-15.1,3.9,,,,,16.99,0.08,15.481,0.053,16.284000000000002,0.05,14.922,0.03,13.854,0.04,,,12.104,0.029,11.46,0.018000000000000002,11.226,0.019,14.583,gri,,,5037-301-4-0110-0150,550-045754,08362712+1951546,,2015-10-30 07:44:43,1.0,0.0,0.856,261.085,214.696,169.99,14,3,47,,,14,16.342684969829758,16.1009,14.935428209109759,14.9054,13.912867683989761,13.9129,13.4074219692992,13.4828,13.40008944028352,13.2728,6.020599913279625,M2,3550,3.55,-1.65,10.3,-1.57,1.5,,1.086,1.17,1.001,2.173,4.24,0.6,0.234,0.11,,,,0.48,,,6.89,6.06,8.65,0.53,,0.434,M2V,V  ,2.59,1.43,0.85,0.52,1.33,0.69,0.15,6.23,76.37626158015652,0.434,0.0868,0.125,4.493050188902857,1.076613921570766e+32,3.848231640674143e+30,1.0336088679970168e+32,1.091591113123216e+32,1.279398092754357e+30,3.141851780902868e+31,False,    ,2018-09-04 15:23:23.309380,0.0,stars_shortlist/M44/hlsp_k2sc_k2_llc_211975682-c05_kepler_v2_lc.fits,64.85180555555556,2306.631083685053,1.626680701743684e+32,42.27086240210629
465,465,211976081,0.604001,465,JS 97,0.62,14.08,11.06,14.88,0.3942,0,N,0.00799,,,,N,Y,N,cand,0.01,0.53761,2,,,,,14.02,,0,2,All,2M,Simbad,128.9449,19.870918,131841289447715627,128.94472964,19.8708682,0.019,0.005,0,503635968,60,55743.93296296,5,56,15.2577,0.0024,15.3078,0.0053,115000,14.0577,0.0033,14.1348,0.0038,16892216,13.4521,0.001,13.4918,0.001,16892216,13.1727,0.0043,13.2345,0.0089,115000,13.0133,0.0031,13.011,0.0005,115000,KTWO211976081-C05,5,STAR,7,08 35 46.777,+19 52 15.30,LC,KLC,,2015-04-27 02:32:54,2015-07-10 22:25:00,GO5011_GO5018_GO5020_GO5024_GO5032_GO5048_GO5060_GO5095,-41.7,2.6,-13.3,2.8,,,,,16.122,0.03,14.64,0.01,15.467,0.04,14.055,0.01,13.395,0.01,,,11.888,0.022,11.284,0.022,11.056,0.017,14.015999999999998,gri,,,5045-301-4-0121-0021,550-045723,08354678+1952153,,2015-10-30 07:02:13,1.0,0.0,0.919,236.256,223.567,201.521,14,3,47,,,14,15.468743486483294,15.2577,14.088337350156255,14.0577,13.448884902583778,13.4521,13.112091696126619,13.1727,13.106969286197824,13.0133,6.020599913279625,K9,3940,3.595,-1.1,8.69,-1.18,1.382,1.5930000000000002,0.7909999999999999,1.21,0.866,1.699,3.584,0.625,0.184,0.101,,,,0.61,,,5.92,5.11,7.59,,,0.552,K9V,,,,,,,,,,65.06407098364788,0.552,0.1104,0.13000000000000034,5.190134873006674,2.642773792030384e+32,1.1828439019159225e+31,2.537039085564834e+32,2.897743840299961e+32,3.4757502608085713e+30,8.673992300987034e+31,False,    ,2018-09-04 15:23:23.437753,0.0,stars_shortlist/M44/hlsp_k2sc_k2_llc_211976081-c05_kepler_v2_lc.fits,64.87062500000002,2306.6310715610957,3.4551190776719e+32,29.210270874081004
466,466,211976466,0.730568,234,HSHJ370,0.19,18.78,13.77,1.64,0.0444,0,Y,0.00643,,,,N,N,N,,0.04091,1.00312,S,,,1.69,,18.08,,0,2,All,2M,Simbad,130.36168899999998,19.876865,131851303615702716,130.36149536,19.87677544,0.004,0.004,90,503636096,60,56073.438796300004,5,87,20.0704,0.0181,20.1275,0.0201,115000,18.8145,0.0055,18.8947,0.0167,115000,17.1135,0.0034,17.1884,0.0037,115000,16.3199,0.0026,16.3714,0.003,115000,15.9142,0.0095,15.9932,0.0145,115000,KTWO211976466-C05,5,STAR,7,08 41 26.804,+19 52 36.71,LC,KLC,,2015-04-27 02:32:54,2015-07-10 22:25:00,GO5018_GO5024_GO5026_GO5048_GO5095,-34.0,3.0,-7.0,3.0,,,22.446,0.182,,,,,20.316,0.019,18.859,0.01,17.124000000000002,0.006,16.169,0.008,14.657,0.032,13.949000000000002,0.04,13.765,0.049,18.082,gri,,,5038-301-3-0029-0350,,08412680+1952367,,2015-10-30 08:27:31,0.88,0.12,0.856,5710.56,5035.055,4262.101,14,4,48,,,14,20.368074802111327,20.0704,18.85451382064951,18.8145,17.122851754265064,17.1135,16.19186166035082,16.3199,16.16757032060729,15.9142,6.020599913279625,M4,3200,3.505,-2.59,12.8,-2.2,1.661,,,1.222,1.241,2.8310000000000004,5.25,0.557,0.282,0.139,,,,0.22,,,8.39,7.55,10.21,0.71,,0.258,M4V,V  ,3.13,1.48,1.51,0.76,1.56,0.63,0.23,7.06,76.37626158012442,0.258,0.05160000000000002,0.375,4.897384506039933,2.5238293779207718e+31,6.898182513586878e+29,2.411579869115559e+31,2.5945377341929524e+31,2.4771662549990842e+29,2.240303966236216e+31,False,    ,2018-09-04 15:23:23.605261,2.0,stars_shortlist/M44/hlsp_k2sc_k2_llc_211976466-c05_kepler_v2_lc.fits,64.88944444444445,2306.6311716223936,1.1548506659864371e+33,1674.1375916218608
