,Unnamed: 0,EPIC,angDist,col1,Name,Mass,r'mag,Kmag,Prot1,Pw1,Q1,Clean?,Sig,Prot2,Pw2,Q2,MP?,SE?,Bl?,Bin?,RawAmp,SmAmp,P,ProtA,ProtD,ProtS,ProtK,Kpmag,Notes,PrCat,PCat,All,2M,Simbad,RAJ2000,DEJ2000,objID,RAJ2000.1,DEJ2000.1,errHalfMaj,errHalfMin,errPosAng,f_objID,Qual,Epoch,Ns,Nd,gmag,eSDSS_g,gKmag,e_gKmag,gFlags,rmag,eSDSS_r,rKmag,e_rKmag,rFlags,imag,eSDSS_i,iKmag,e_iKmag,iFlags,zmag,eSDSS_z,zKmag,e_zKmag,zFlags,ymag,eSDSS_y,yKmag,e_yKmag,yFlags,Dataset Name,Campaign,Object type,Data Release,RA (J2000),Dec (J2000),Target Type,Archive Class,Ref,Actual Start Time,Actual End Time,Investigation ID,RA PM,RA PM Err,Dec PM,Dec PM Err,Plx,Plx Err,U Mag,U Mag Err,B Mag,B Mag Err,V Mag,V Mag Err,G Mag,G Mag Err,R Mag,R Mag Err,I Mag,I Mag Err,Z Mag,Z Mag Err,J,eJ,H,eH,K,eK,KEP Mag,Kep Flag,Hip ID,Tyc ID,SDSS ID,UCAC ID,2MASS ID,2MASS Flag,Processing Date,crowding,contamination,flux fraction,cdpp3,cdpp6,cdpp12,Module,Output,Channel,Nearest Neighbor,Nomad ID,High-Level Science Products,SDSS_g,PS1_g,SDSS_r,PS1_r,SDSS_i,PS1_i,SDSS_z,PS1_z,SDSS_y,PS1_y,DM,spec_class,T,logT,BCv,Mv,logL,B-V,Bt-Vt,V-G,U-B,V-Rc,V-Ic,V-Ks,J-H,H-K,Ks-W1,W1-W2,W1-W3,W1-W4,Msun,logAge,b-y,M_J,M_Ks,Mbol,i-z,z-Y,R_Rsun,#SpT.1,lum_class,u_g,g_r,r_i,i_z,z_J,J_H,H_K,Jmag_abs,T_err,R_Rsun_Jackson,R_Rsun_err,Mbol_err,spectype_std,L_quiet_logL,L_quiet,L_planck,L_quiet_bol,L_quiet_err,L_quiet_bol_err,todrop,whydrop, Date of Run ,n_appa_flares, Filename , Total Exposure Time of LC in Days , BJD-2454833 days ,Ethresh,thresh20p
141,141,211908928,0.561296,621,JS505,0.54,15.43,11.74,13.12,0.4845,0,Y,0.00837,,,,N,Y,N,,0.06792000000000001,2.08778,P,13.5,,,,15.19,,0,2,All,2M,Simbad,130.707001,18.859737,130631307069102199,130.70684378,18.85969037,0.004,0.003,0,503635968,60,55946.59655093,5,84,16.660999999999998,0.0053,16.7083,0.004,115000,15.466,0.0027,15.5216,0.0011,115000,14.4448,0.0077,14.4858,0.0074,115000,14.0039,0.0031,14.0551,0.0031,115000,13.7766,0.0029,13.7833,0.0019,115000,KTWO211908928-C05,5,STAR,7,08 42 49.680,+18 51 35.05,LC,KLC,,2015-04-27 02:32:54,2015-07-10 22:25:00,GO5006_GO5018_GO5024_GO5032_GO5048_GO5054_GO5095,-27.6,3.9,-12.4,4.4,,,,,17.453,0.115,15.942,0.063,16.917,0.03,15.531,0.06,14.452,0.09,,,12.61,0.021,11.916,0.023,11.737,0.023,15.191,gri,,,5071-301-4-0112-0296,545-047014,08424968+1851351,,2015-10-30 04:56:12,1.0,0.0,0.91,731.904,727.27,699.107,14,1,45,,,14,16.904958828690216,16.660999999999998,15.496082064251043,15.466,14.445036458995807,14.4448,13.927208759280601,14.0039,13.906924321494438,13.7766,6.020599913279625,M2,3550,3.55,-1.65,10.3,-1.57,1.5,,1.086,1.17,1.001,2.173,4.24,0.6,0.234,0.11,,,,0.48,,,6.89,6.06,8.65,0.53,,0.434,M2V,V  ,2.59,1.43,0.85,0.52,1.33,0.69,0.15,6.23,76.37626158015652,0.434,0.0868,0.125,5.146297212559724,1.076613921570766e+32,3.848231640674143e+30,1.0336088679970168e+32,1.091591113123216e+32,1.279398092754357e+30,3.141851780902868e+31,False,    ,2018-09-04 15:22:35.788436,3.0,stars_shortlist/M44/hlsp_k2sc_k2_llc_211908928-c05_kepler_v2_lc.fits,64.81416666666667,2306.6312169745433,2.603510313494713e+32,67.65471927356803
142,142,211908953,0.718979,530,JS738,1.2,10.57,9.17,10.33,0.701,0,Y,0.00801,,,,N,Y,N,cand,0.00405,0.15991,K,,,,10.48,10.6,,1,1,All,2M,Simbad,130.68856,18.860076,130631306884502647,130.68835852,18.86001655,0.001,0.001,90,1409441792,168,55506.71693287,5,75,11.116,,,,114788,10.710999999999999,,,,114788,10.545,,,,114788,10.47,,,,114788,10.446,,,,114788,KTWO211908953-C05,5,STAR,7,08 42 45.256,+18 51 36.27,LC,KLC,,2015-04-27 02:32:54,2015-07-10 22:25:00,GO5007_GO5018_GO5024_GO5029_GO5032_GO5033_GO5048_GO5060_GO5104,-33.6,1.5,-8.7,1.6,,,,,11.588,0.112,10.715,0.079,11.053,0.02,10.568,0.02,10.398,0.03,,,9.53,0.021,9.231,0.019,9.168,0.018000000000000002,10.595,gri,,1396-197-1,,545-047012,08424525+1851362,,2015-10-30 08:11:32,1.0,0.0,1.0,36.253,34.939,35.861,14,1,45,,,14,11.205719684212127,11.116,10.742307304393377,10.710999999999999,10.53547679119838,10.545,10.4476838949621,10.47,10.44673992772251,10.446,6.020599913279625,G2,5770,3.761,-0.11,4.79,0.01,0.65,0.7240000000000001,0.212,0.133,0.363,0.713,1.564,0.293,0.073,0.028,-0.05,-0.04,-0.016,1.02,9.8,,3.57,3.2,4.68,,,1.01,G2V,V  ,1.37,0.45,0.16,0.04,0.84,0.35,0.0,3.45,81.85352771663348,1.01,0.20199999999999999,0.13999999999999968,4.151430476353903,4.093171969123016e+33,2.683412143851258e+32,3.906713221965924e+33,4.227270036854636e+33,6.968020676344367e+31,1.3627108559290595e+33,False,    ,2018-09-04 15:22:35.920467,0.0,stars_shortlist/M44/hlsp_k2sc_k2_llc_211908953-c05_kepler_v2_lc.fits,64.62597222222222,2306.631215677677,1.9700300347066908e+33,7.341511214446863
143,143,211909748,0.622999,400,KW401,0.98,12.36,10.15,2.42,0.8636,0,Y,0.00818,,,,N,Y,N,conf,0.06527999999999999,3.08847,D,,2.43,,9.61,12.36,,2,2,All,2M,Simbad,130.37795,18.871872,130641303778046658,130.37777636,18.87181767,0.047,0.042,90,872734720,104,56036.94106481,5,66,13.343,,,,114724,12.571,,,,114724,12.192,,,,114724,11.958,,,,114724,11.852,,,,114724,KTWO211909748-C05,5,STAR,7,08 41 30.707,+18 52 18.74,LC,KLC,,2015-04-27 02:32:54,2015-07-10 22:25:00,GO5007_GO5018_GO5020_GO5024_GO5029_GO5032_GO5033_GO5048_GO5060_GO5064_GO5095,-35.6,1.6,-8.7,2.0,,,,,13.649,0.09,12.727,0.06,13.172,0.06,12.394,0.05,12.015999999999998,0.06,,,10.769,0.026,10.306,0.026,10.154,0.021,12.363,gri,,,,545-046965,08413070+1852188,,2015-10-30 05:31:45,1.0,0.0,0.948,400.523,394.099,392.184,14,1,45,,,22,13.49463453068033,13.343,12.604436108286581,12.571,12.18491404199158,12.192,11.915976932956099,11.958,11.90303788606391,11.852,6.020599913279625,K3,4830,3.684,-0.41,6.57,-0.58,0.98,1.15,0.376,0.7759999999999999,0.537,1.013,2.38,0.483,0.109,0.033,-0.071,-0.031,-0.008,0.78,,,4.76,4.16,6.16,,,0.7290000000000001,K3V,V  ,2.1,0.85,0.32,0.13,0.99,0.58,0.01,4.94,209.99999999915192,0.7290000000000001,0.1458,0.14000000000000012,3.9031237489989983,1.0521071967581528e+33,6.141090281536664e+31,9.993293533318038e+32,1.0815833456435376e+33,2.520370929835525e+31,3.4866127639132136e+32,False,    ,2018-09-04 15:22:36.113140,4.0,stars_shortlist/M44/hlsp_k2sc_k2_llc_211909748-c05_kepler_v2_lc.fits,64.70125000000002,2306.631193647707,2.649284191745465e+33,43.14029057202761
144,144,211909798,0.6256510000000001,560,AD 3317,0.19,18.55,13.64,1.37,0.0294,0,Y,0.00695,,,,N,Y,N,,0.013330000000000002,0.25502,2,,,,,17.94,,0,2,All,2M,Simbad,131.113411,18.872438,130641311133167432,131.11323885,18.87237743,0.005,0.003,0,503635968,60,55910.24344907,5,80,19.8469,0.0128,20.0136,0.0241,115000,18.5945,0.0081,18.7196,0.0142,115000,16.9591,0.005,17.0424,0.0059,115000,16.2151,0.0033,16.2781,0.0042,115000,15.8332,0.0056,15.9099,0.0107,115000,KTWO211909798-C05,5,STAR,7,08 44 27.218,+18 52 20.78,LC,KLC,,2015-04-27 02:32:54,2015-07-10 22:25:00,GO5011_GO5018_GO5024_GO5026_GO5048,-36.0,3.0,-17.0,3.0,,,22.08,0.152,,,,,20.12,0.016,18.623,0.009000000000000001,17.004,0.006,16.08,0.008,14.578,0.039,13.911,0.04,13.64,0.045,17.939,gri,,,5061-301-4-0116-0284,,08442721+1852207,,2015-10-30 08:49:36,0.923,0.076,0.684,1979.321,1559.527,1213.905,14,1,45,,,22,20.13977982399424,19.8469,18.632712047473408,18.5945,16.967415045879047,16.9591,16.093514250012642,16.2151,16.070767710095428,15.8332,6.020599913279625,M4,3200,3.505,-2.59,12.8,-2.2,1.661,,,1.222,1.241,2.8310000000000004,5.25,0.557,0.282,0.139,,,,0.22,,,8.39,7.55,10.21,0.71,,0.258,M4V,V  ,3.13,1.48,1.51,0.76,1.56,0.63,0.23,7.06,76.37626158012442,0.258,0.05160000000000002,0.375,9.051933495115836,2.5238293779207718e+31,6.898182513586878e+29,2.411579869115559e+31,2.5945377341929524e+31,2.4771662549990842e+29,2.240303966236216e+31,False,    ,2018-09-04 15:22:36.261718,0.0,stars_shortlist/M44/hlsp_k2sc_k2_llc_211909798-c05_kepler_v2_lc.fits,64.87062500000002,2306.6312450501937,4.366734654572217e+32,633.0268365575075
145,145,211910082,0.153014,58,KW196,1.16,10.55,9.33,6.69,0.6768,0,Y,0.00761,,,,N,Y,N,,0.02476,1.1020299999999998,D,,6.29,,6.58,10.58,,2,1,All,2M,Simbad,129.89807,18.876901999999998,130651298980142727,129.89808386,18.87686157,0.041,0.041,90,1409441792,168,52727.88295139,5,64,10.92,,,,114788,10.614,,,,114788,10.524000000000001,,,,114788,10.512,,,,114788,10.515,,,,114788,KTWO211910082-C05,5,STAR,7,08 39 35.536,+18 52 36.85,LC,KLC,,2015-04-27 02:32:54,2015-07-10 22:25:00,GO5007_GO5012_GO5018_GO5024_GO5029_GO5032_GO5033_GO5048_GO5060_GO5104,-38.0,1.5,-11.2,1.5,,,,,11.214,0.083,10.677,0.073,10.932,0.01,10.547,0.02,10.432,0.02,,,9.657,0.022,9.381,0.021,9.329,0.02,10.582,gri,,1395-1384-1,,545-046854,08393553+1852367,,2015-10-30 07:01:52,1.0,0.0,1.0,127.842,124.368,129.092,14,2,46,,,22,10.988986042858878,10.92,10.64277539925888,10.614,10.513816518938881,10.524000000000001,10.497885308409598,10.512,10.493706582309759,10.515,6.020599913279625,G0,5920,3.772,-0.09,4.45,0.14,0.596,0.65,0.191,0.058,0.336,0.664,1.44,0.262,0.067,0.027000000000000003,-0.043,-0.043,-0.01,1.08,9.7,,3.34,3.01,4.4,,,1.12,G0V,V  ,1.3,0.38,0.14,0.02,0.71,0.28,0.0,3.18,83.26663997660192,1.12,0.2240000000000001,0.16500000000000006,3.9051248379533265,5.521537058411539e+33,3.678243874614724e+32,5.323392074346052e+33,5.470915302383395e+33,9.488401891823738e+31,2.0785459233496685e+33,False,    ,2018-09-04 15:22:36.402187,0.0,stars_shortlist/M44/hlsp_k2sc_k2_llc_211910082-c05_kepler_v2_lc.fits,64.88944444444445,2306.6311596660744,2.646643679390106e+33,7.1954002225242
146,146,211910532,0.56185,205,JS188,0.45,15.84,12.04,10.36,0.303,0,Y,0.00824,,,,N,Y,Y,,0.00972,0.27958,2,,,,,15.44,2x primary peak might be the true period,0,1,All,2M,Simbad,129.384292,18.88395,130661293841771271,129.38412826,18.88393115,0.002,0.001,90,503635968,60,55893.81799769,5,91,17.0382,0.0054,17.1149,0.0041,115000,15.8453,0.0026,15.9089,0.0023,115000,14.7859,0.0062,14.8324,0.0024,115000,14.327,0.0025,14.3776,0.0014,115000,14.0984,0.0076,14.1254,0.008,115000,KTWO211910532-C05,5,STAR,7,08 37 32.228,+18 53 02.22,LC,KLC,,2015-04-27 02:32:54,2015-07-10 22:25:00,GO5006_GO5011_GO5018_GO5024_GO5032_GO5048_GO5054_GO5060_GO5095,-32.8,4.3,-13.9,4.5,,,,,18.098,0.37,16.408,0.1,17.233,0.076,15.908,0.01,14.675,0.01,,,12.935,0.026,12.268,0.034,12.043,0.022,15.443,gri,,,,545-046762,08373222+1853023,,2015-10-30 05:37:24,1.0,0.0,0.6759999999999999,600.648,467.194,359.641,14,2,46,,,14,17.284924897125588,17.0382,15.87547659401594,15.8453,14.786487958851009,14.7859,14.248573526486766,14.327,14.23274608593557,14.0984,6.020599913279625,M2,3550,3.55,-1.65,10.3,-1.57,1.5,,1.086,1.17,1.001,2.173,4.24,0.6,0.234,0.11,,,,0.48,,,6.89,6.06,8.65,0.53,,0.434,M2V,V  ,2.59,1.43,0.85,0.52,1.33,0.69,0.15,6.23,76.37626158015652,0.434,0.0868,0.125,4.29934588047996,1.076613921570766e+32,3.848231640674143e+30,1.0336088679970168e+32,1.091591113123216e+32,1.279398092754357e+30,3.141851780902868e+31,False,    ,2018-09-04 15:22:36.581264,0.0,stars_shortlist/M44/hlsp_k2sc_k2_llc_211910532-c05_kepler_v2_lc.fits,64.83298611111114,2306.631122964049,3.2799834691360406e+32,85.23352478234509
147,147,211910548,0.695037,707,AD 3401,0.19,18.29,13.63,2.13,0.2253,0,Y,0.007659999999999998,,,,N,Y,Y,,0.01051,0.3691,2,,,,,16.79,bleed stripe across stamp,0,2,All,2M,Simbad,131.338203,18.88431,130661313381011647,131.33801534,18.88423419,0.014,0.006999999999999999,0,1174724608,140,55982.58458333,6,80,19.4108,0.0168,18.7959,0.0873,16810296,18.3253,0.0063,18.2986,0.0132,16892216,16.7677,0.0026,16.8464,0.0183,115000,16.0778,0.004,16.1458,0.0031,115000,15.7095,0.0207,15.6407,0.0033,115000,KTWO211910548-C05,5,STAR,7,08 45 21.168,+18 53 03.52,LC,KLC,,2015-04-27 02:32:54,2015-07-10 22:25:00,GO5011_GO5018_GO5024_GO5026_GO5048,,,,,,,,,,,,,,,,,,,,,14.5,0.032,13.802,0.03,13.63,0.037000000000000005,16.79,JHK,,,,,08452116+1853035,,2015-10-30 07:55:00,1.0,0.0,0.7709999999999999,1091.692,859.307,701.887,14,1,45,,,22,19.68640190607032,19.4108,18.35876262863593,18.3253,16.772671144481578,16.7677,15.976022043704381,16.0778,15.89906093705039,15.7095,6.020599913279625,M3,3410,3.533,-1.97,11.14,-1.78,1.544,,1.263,1.181,1.079,2.42,4.6,0.579,0.252,0.122,,,,0.39,,,7.4,6.54,9.17,0.61,,0.369,M3V,V  ,2.67,1.46,1.2,0.67,1.37,0.65,0.2,6.77,126.62279942000255,0.369,0.0738,0.14499999999999955,5.2141634036535525,6.638347629750242e+31,2.154128076781825e+30,6.361114917807284e+31,6.761763726573059e+31,9.38927071532123e+29,2.257582772077468e+31,False,    ,2018-09-04 15:22:36.717116,0.0,stars_shortlist/M44/hlsp_k2sc_k2_llc_211910548-c05_kepler_v2_lc.fits,64.87062500000002,2306.6312603946644,6.463457640371897e+32,300.04983037164743
148,148,211910977,0.6660470000000001,176,,1.41,9.45,8.6,2.29,0.5673,0,Y,0.00805,,,,N,Y,N,,0.0032600000000000003,0.10369,2,,,,,9.56,,1,1,All,2M,Simbad,131.32504,18.890366,130661313247008993,131.32485097,18.89031864,0.076,0.076,90,268959744,32,56303.29074074,0,17,9.3778,0.0003,12.6393,0.1467,24,10.245999999999999,0.0407,12.713,0.026000000000000002,24,9.7538,0.0264,10.9388,0.0216,24,8.4778,0.0798,12.4422,0.19,24,8.8268,0.2091,10.7481,0.0391,16,KTWO211910977-C05,5,STAR,7,08 45 18.011,+18 53 25.32,LC,KLC,,2015-04-27 02:32:54,2015-07-10 22:25:00,GO5012_GO5018_GO5023_GO5024_GO5032_GO5033_GO5035_GO5048_GO5086,-36.2,1.1,-14.3,1.1,,,,,10.001,0.032,9.619,0.03,10.134,0.08,9.585,0.17,9.315,0.02,,,8.801,0.021,8.637,0.026,8.601,0.021,9.561,gri,,1396-259-1,,545-047122,08451801+1853254,,2015-10-30 04:52:33,0.87,0.13,1.0,58.167,57.905,57.673,14,1,45,,,22,9.34192141384192,9.3778,10.246921120721918,10.245999999999999,9.74047186056192,9.7538,8.522280366566399,8.4778,8.643114594851841,8.8268,6.020599913279625,F5,6510,3.814,-0.04,3.4,0.54,0.438,0.455,0.132,-0.029,0.252,0.506,1.079,0.173,0.054000000000000006,0.028,-0.03,-0.045,-0.004,1.33,9.3,0.29,2.55,2.32,3.36,,,1.46,F5V,V  ,1.09,0.26,0.03,-0.02,0.71,0.22,0.0,2.62,150.44378795084714,1.46,0.292,0.08499999999999996,14.804982269492927,1.3869474018101263e+34,9.178709049231382e+32,1.322803697074862e+34,1.4258045337049768e+34,2.6462495604120995e+32,2.790580825107545e+33,False,    ,2018-09-04 15:22:36.899376,0.0,stars_shortlist/M44/hlsp_k2sc_k2_llc_211910977-c05_kepler_v2_lc.fits,64.85180555555556,2306.651691397325,7.745666335805318e+33,8.43873173695808
149,149,211911179,0.507703,414,KW551,0.86,12.33,10.41,10.33,0.3599,0,Y,0.00881,,,,N,Y,N,,0.0288,0.8497399999999999,K,,,,10.47,12.38,,1,2,All,2M,Simbad,130.977812,18.893589000000002,130671309776522736,130.97768031,18.89352293,0.202,0.081,90,906289152,108,55950.93862269,5,83,13.279000000000002,,,,114724,12.597000000000001,,,,114724,12.277000000000001,,,,114724,12.09,,,,114724,11.9339,0.0095,12.0047,0.0052,115000,KTWO211911179-C05,5,STAR,7,08 43 54.674,+18 53 36.92,LC,KLC,,2015-04-27 02:32:54,2015-07-10 22:25:00,GO5007_GO5018_GO5020_GO5024_GO5029_GO5032_GO5033_GO5048_GO5095_GO5106,-30.1,2.9,-9.1,5.2,,,,,13.6,0.04,12.671,0.02,13.119000000000002,0.04,12.331,0.02,12.062,0.02,,,10.961,0.023,10.524,0.022,10.412,0.018000000000000002,12.379,gri,,,,545-047071,08435467+1853369,,2015-10-30 07:05:42,1.0,0.0,0.963,168.655,155.611,146.263,14,1,45,,,22,13.415655184334641,13.279000000000002,12.63059050252464,12.597000000000001,12.269228844324644,12.277000000000001,12.0522897368088,12.09,11.974399498715279,11.9339,6.020599913279625,K3,4830,3.684,-0.41,6.57,-0.58,0.98,1.15,0.376,0.7759999999999999,0.537,1.013,2.38,0.483,0.109,0.033,-0.071,-0.031,-0.008,0.78,,,4.76,4.16,6.16,,,0.7290000000000001,K3V,V  ,2.1,0.85,0.32,0.13,0.99,0.58,0.01,4.94,209.99999999915192,0.7290000000000001,0.1458,0.14000000000000012,1.9202864369671517,1.0521071967581528e+33,6.141090281536664e+31,9.993293533318038e+32,1.0815833456435376e+33,2.520370929835525e+31,3.4866127639132136e+32,False,    ,2018-09-04 15:22:37.055488,0.0,stars_shortlist/M44/hlsp_k2sc_k2_llc_211911179-c05_kepler_v2_lc.fits,64.53187500000001,2306.6312351846937,6.938047638351953e+32,11.297745710092165
150,150,211911279,0.590763,275,JS145,0.69,13.48,10.84,12.84,0.3497,0,Y,0.00852,,,,N,Y,M,,0.00419,0.10932,2,,,,,13.48,,1,2,All,2M,Simbad,129.177904,18.895229,130671291777954762,129.17773571,18.89518928,0.041,0.025,90,503635968,60,55922.60716435,5,84,14.5177,0.004,14.556,0.0017,115000,13.4702,0.0239,13.5186,0.0008,16892216,13.109000000000002,,,,114724,12.869000000000002,,,,114724,12.6799,0.0052,12.6851,0.0052,115000,KTWO211911279-C05,5,STAR,7,08 36 42.696,+18 53 42.82,LC,KLC,,2015-04-27 02:32:54,2015-07-10 22:25:00,GO5007_GO5018_GO5020_GO5024_GO5032_GO5048_GO5095,-29.0,2.4,-19.5,2.2,,,,,,,,,,,,,,,,,11.592,0.022,10.972,0.021,10.844,0.019,13.476,JHK,,,,545-046729,08364269+1853428,,2015-10-30 08:53:16,0.999,0.001,0.91,162.995,136.982,111.658,14,2,46,,,14,14.693890586695499,14.5177,13.502714486802486,13.4702,13.103246447687376,13.109000000000002,12.819960183431926,12.869000000000002,12.747418382440234,12.6799,6.020599913279625,K6,4230,3.626,-0.81,7.8,-0.9,1.24,1.439,0.617,1.1840000000000002,0.759,1.42,3.143,0.601,0.14800000000000002,0.049,,,,0.68,,,5.41,4.66,6.99,,,0.6609999999999999,K6V,,,,,,,,,,170.0980109612371,0.6609999999999999,0.13219999999999998,0.15500000000000025,2.0577597041442908,5.035701647176669e+32,2.5190250697142726e+31,4.833134728058824e+32,5.035701647176669e+32,1.0476381153031872e+31,1.7972453895609597e+32,False,    ,2018-09-04 15:22:37.198518,0.0,stars_shortlist/M44/hlsp_k2sc_k2_llc_211911279-c05_kepler_v2_lc.fits,64.87062500000002,2306.631107971618,7.117007360702189e+32,28.253023148790874
151,151,211911467,0.504688,523,HSHJ 8,0.21,17.97,13.39,2.18,0.2715,0,Y,0.0079,,,,N,Y,N,,0.019180000000000003,0.76622,2,,,,,17.43,,0,2,All,2M,Simbad,127.71418899999999,18.897651999999997,130671277140767670,127.71404939,18.89760502,0.005,0.002,90,503635968,60,56093.60016204,10,78,19.2885,0.0115,19.4339,0.0234,115000,18.0536,0.0063,18.1465,0.0061,115000,16.5607,0.0043,16.6413,0.0023,115000,15.8656,0.0037,15.9207,0.0043,115000,15.5262,0.0028,15.5898,0.006999999999999999,115000,KTWO211911467-C05,5,STAR,7,08 30 51.404,+18 53 51.55,LC,KLC,,2015-04-27 02:32:54,2015-07-10 22:25:00,GO5011_GO5018_GO5024_GO5026_GO5048,-36.0,3.0,-12.0,3.0,,,21.834,0.177,,,,,19.534,0.013,18.039,0.006999999999999999,16.526,0.004,15.720999999999998,0.006,14.263,0.03,13.624,0.033,13.39,0.03,17.428,gri,,,5045-301-3-0111-0262,,08305140+1853515,,2015-10-30 05:13:30,1.0,0.0,0.731,1501.44,1289.179,1072.363,19,2,66,,,14,19.57014067948037,19.2885,18.08843603760755,18.0536,16.566772625869188,16.5607,15.75747512816113,15.8656,15.731049885181319,15.5262,6.020599913279625,M4,3200,3.505,-2.59,12.8,-2.2,1.661,,,1.222,1.241,2.8310000000000004,5.25,0.557,0.282,0.139,,,,0.22,,,8.39,7.55,10.21,0.71,,0.258,M4V,V  ,3.13,1.48,1.51,0.76,1.56,0.63,0.23,7.06,76.37626158012442,0.258,0.05160000000000002,0.375,2.8613807855648994,2.5238293779207718e+31,6.898182513586878e+29,2.411579869115559e+31,2.5945377341929524e+31,2.4771662549990842e+29,2.240303966236216e+31,False,    ,2018-09-04 15:22:37.361516,2.0,stars_shortlist/M44/hlsp_k2sc_k2_llc_211911467-c05_kepler_v2_lc.fits,64.68243055555557,2306.6309729982972,4.7021250872337576e+32,681.6469523635108
152,152,211911846,0.495058,132,KW336,1.05,11.24,9.69,4.3,0.5321,0,Y,0.00774,,,,N,Y,M,,0.00692,0.21412,D,,8.89,,9.12,11.27,2x primary peak might be the true period,2,2,All,2M,Simbad,130.198394,18.903306,130681301983084528,130.19830441,18.90341429,0.269,0.036000000000000004,0,1141170176,136,55014.17074074,4,50,12.005,,,,114788,11.491,,,,32868,11.262,,,,100,11.137,,,,98404,11.093,,,,100,KTWO211911846-C05,5,STAR,7,08 40 47.615,+18 54 11.90,LC,KLC,,2015-04-27 02:32:54,2015-07-10 22:25:00,GO5007_GO5012_GO5018_GO5024_GO5032_GO5033_GO5048_GO5060_GO5095,-35.9,1.8,-15.6,1.9,,,,,12.848,0.465,11.245,0.13,11.75,0.01,11.219,0.01,11.068,0.04,,,10.126,0.02,9.778,0.023,9.686,0.02,11.272,gri,,1395-1234-1,,545-046929,08404761+1854119,,2015-10-30 07:18:36,1.0,0.0,1.0,80.26899999999998,74.715,76.878,14,1,45,,,22,12.114126194414814,12.005,11.52380635215106,11.491,11.253145547656061,11.262,11.1078585956577,11.137,11.11170357205487,11.093,6.020599913279625,G9,5340,3.728,-0.21,5.55,-0.25,0.777,0.894,0.267,0.358,0.423,0.82,1.861,0.365,0.087,0.029,-0.06,-0.038,-0.018000000000000002,0.9,,,4.14,3.69,5.34,,,0.8759999999999999,G9V,,,,,,,,,,108.16653826230892,0.8759999999999999,0.1752,0.09499999999999977,15.185828097275431,2.2493653007613972e+33,1.390994150081504e+32,2.1559495745066465e+33,2.3017597493486285e+33,4.039283579194337e+31,5.034997802178657e+32,False,    ,2018-09-04 15:22:37.513996,0.0,stars_shortlist/M44/hlsp_k2sc_k2_llc_211911846-c05_kepler_v2_lc.fits,64.73888888888891,2306.631180368444,1.5131025155274435e+33,10.877849597273896
153,153,211911911,0.6165109999999999,351,JS443,0.36,16.76,12.44,1.09,0.0702,0,Y,0.00689,,,,N,N,Y,,0.01407,0.41843,2,,,,,15.63,,0,2,All,2M,Simbad,130.40259,18.904308,130681304024785666,130.40242262,18.90424279,0.022,0.008,0,503636096,60,56143.18774306,5,81,18.0156,0.0058,18.122,0.0095,115000,16.8138,0.0093,16.9115,0.0063,115000,15.4707,0.0031,15.5457,0.0044,115000,14.8359,0.0023,14.8793,0.0036,115000,14.5429,0.0049,14.5651,0.001,115000,KTWO211911911-C05,5,STAR,7,08 41 36.622,+18 54 15.51,LC,KLC,,2015-04-27 02:32:54,2015-07-10 22:25:00,GO5006_GO5011_GO5018_GO5024_GO5026_GO5032_GO5048_GO5095_GO5097,,,,,,,,,,,,,,,,,,,,,13.314,0.022,12.673,0.021,12.435,0.026,15.630999999999998,JHK,,,,,08413662+1854155,,2015-10-30 06:13:06,1.0,0.0,0.8690000000000001,1347.191,1131.505,945.932,14,1,45,,,22,18.28411219588264,18.0156,16.84599451243248,16.8138,15.474464709077836,15.4707,14.740860372293945,14.8359,14.716344872709856,14.5429,6.020599913279625,M3,3410,3.533,-1.97,11.14,-1.78,1.544,,1.263,1.181,1.079,2.42,4.6,0.579,0.252,0.122,,,,0.39,,,7.4,6.54,9.17,0.61,,0.369,M3V,V  ,2.67,1.46,1.2,0.67,1.37,0.65,0.2,6.77,126.62279942000255,0.369,0.0738,0.14499999999999955,3.42554740151118,6.638347629750242e+31,2.154128076781825e+30,6.361114917807284e+31,6.761763726573059e+31,9.38927071532123e+29,2.257582772077468e+31,False,    ,2018-09-04 15:22:37.682621,3.0,stars_shortlist/M44/hlsp_k2sc_k2_llc_211911911-c05_kepler_v2_lc.fits,63.986111111111114,2306.631194724316,4.2243643310006507e+33,1961.0553228161207
