angDist,col1,Name,EPIC,Mass,r'mag,Kmag,Prot1,Pw1,Q1,Clean?,Sig,Prot2,Pw2,Q2,MP?,SE?,Bl?,Bin?,RawAmp,SmAmp,P,ProtA,ProtD,ProtS,ProtK,Kpmag,Notes,PrCat,PCat,All,2M,Simbad,RAJ2000,DEJ2000,objID,RAJ2000,DEJ2000,errHalfMaj,errHalfMin,errPosAng,f_objID,Qual,Epoch,Ns,Nd,gmag,e_gmag,gKmag,e_gKmag,gFlags,rmag,e_rmag,rKmag,e_rKmag,rFlags,imag,e_imag,iKmag,e_iKmag,iFlags,zmag,e_zmag,zKmag,e_zKmag,zFlags,ymag,e_ymag,yKmag,e_yKmag,yFlags
0.532023,65,JS427,211959857,0.53,15.38,11.79,18.11,0.3828,0,Y,0.00824,,,,N,N,N,,0.01874,0.50755,2,,,,,15.09,,1,2,All,2M,Simbad,130.335176,19.622920999999998,131541303350987997,130.335038730, 19.622849430,0.017,0.008,0,503636096,60,55897.257430560,5,77,16.5102,0.0048,16.5710,0.0042,115000,15.2959,0.0028,15.3516,0.0016,115000,14.3918,0.0069,14.4338,0.0015,115000,14.0215,0.0036,14.0578,0.0021,115000,13.7869,0.0040,13.8089,0.0029,115000
1.044406,66,KW 90,211942703,1.19,10.66,9.19,,,2,,,,,,,,,cand,,,K,,,,7.01,10.73,complex peaks,1,1,All,2M,Simbad,129.559429,19.365397,131231295597829290,129.559715610, 19.365502130,0.051,0.051,90,302067712,36,55306.278437500,0,4,,,,,0,,,,,0,13.1744,0.0010,13.8895,0.0014,4120,13.3191,0.0013,14.0495,0.0050,16777240,11.9188,0.0010,11.6718,0.0010,16777744
1.683226,66,KW 90,211942703,1.19,10.66,9.19,,,2,,,,,,,,,cand,,,K,,,,7.01,10.73,complex peaks,1,1,All,2M,Simbad,129.559429,19.365397,131231295593238516,129.559261060, 19.364957100,0.015,0.015,90,1375809536,164,55289.341944440,1,4,,,,,16416,,,,,16416,10.9171,0.0000,12.9059,0.0000,16440,13.1335,0.0011,12.1287,0.0010,16794680,,,,,114720
0.392245,67,KW472,211954593,1.35,9.67,8.72,0.41,0.1292,0,N,0.00775,0.6202,0.1111,1,Y,N,Y,,0.00138,0.005,2,,,,,9.84,complex peaks,0,1,All,2M,Simbad,130.669671,19.543193,131451306700572440,130.669785190, 19.543210070,0.288,0.288,90,268959744,32,55588.550787040,0,3,,,,,0,10.5416,0.0011,13.3161,0.0018,24,,,,,0,,,,,0,,,,,0
1.273484,67,KW472,211954593,1.35,9.67,8.72,0.41,0.1292,0,N,0.00775,0.6202,0.1111,1,Y,N,Y,,0.00138,0.005,2,,,,,9.84,complex peaks,0,1,All,2M,Simbad,130.669671,19.543193,131451306696432824,130.669639150, 19.543545470,0.017,0.017,90,1342255104,160,55522.556354170,0,8,10.3954,0.0196,13.2103,0.0023,16440,10.5607,0.0010,13.0122,0.0016,16440,,,,,16416,13.8357,0.0015,11.0899,0.0010,16793656,12.1494,,11.3491,0.0539,24
1.487317,67,KW472,211954593,1.35,9.67,8.72,0.41,0.1292,0,N,0.00775,0.6202,0.1111,1,Y,N,Y,,0.00138,0.005,2,,,,,9.84,complex peaks,0,1,All,2M,Simbad,130.669671,19.543193,131451306695122295,130.669717630, 19.542782200,0.016,0.016,90,1409441792,168,56114.313043980,5,51,9.9680,,,,114788,9.7720,,,,114788,9.7340,,,,114788,9.7510,,,,114788,9.7670,,,,114788
0.536386,68,KW570,211983725,0.6,14.78,11.32,4.22,0.2006,0,Y,0.00793,,,,N,Y,Y,cand,0.02431,0.89823,P,4.18,,4.27,16.81,14.64,2x primary peak is more likely the true period; second highest peak is close,1,2,All,2M,Simbad,129.92096,19.99134,131991299208810113,129.920812530, 19.991285280,0.010,0.006,0,503636096,60,55945.063761570,10,84,16.0001,0.0059,16.0511,0.0118,115000,14.7022,0.0070,14.7432,0.0081,115000,13.9939,0.0092,14.0748,0.0034,115000,13.5872,0.0030,13.6352,0.0013,115000,13.3592,0.0032,13.3791,0.0024,115000
0.668554,69,HSHJ235,211974178,0.2,18.26,13.58,1.7,0.4739,0,Y,0.00747,,,,N,N,Y,,0.02849,1.21787,2,,,,,17.68,,0,2,All,2M,Simbad,129.73116399999998,19.842625,131811297310371627,129.730992650, 19.842532750,0.009,0.003,90,503635968,60,56202.319537040,5,76,19.5453,0.0209,19.6202,0.0184,115000,18.3132,0.0106,18.3668,0.0147,115000,16.7425,0.0030,16.8114,0.0038,115000,16.0196,0.0028,16.0731,0.0032,115000,15.6618,0.0071,15.7145,0.0088,115000
0.763230,70,AD 2552,211989299,0.34,16.49,12.51,12.84,0.0961,1,Y,0.00955,,,,N,Y,Y,,0.00673,0.19755,P,25.36,,,,15.6,peak is oddly shaped; there's another peak at twice the detected one,0,2,All,2M,Simbad,129.843521,20.081977,132091298434488764,129.843366060, 20.081822820,0.004,0.003,0,503636096,60,56009.816469910,10,55,17.7074,0.0025,17.8097,0.0163,115000,16.5376,0.0130,16.6055,0.0048,115000,15.3791,0.0029,15.4372,0.0030,115000,14.8323,0.0037,14.8832,0.0025,115000,14.5645,0.0067,14.6051,0.0124,115000
0.720113,71,KW543,212018902,1.05,11.24,9.72,9.36,0.5313,0,Y,0.01065,,,,N,Y,N,,0.01623,0.53755,K,,,,8.76,11.2,,1,1,All,2M,Simbad,129.562468,20.567839000000003,132681295626172337,129.562456670, 20.568038750,0.083,0.083,90,268959744,32,57006.499467590,0,4,,,,,0,,,,,24,11.7897,0.0808,12.3485,0.1009,24,,,,,0,,,,,0
0.854212,71,KW543,212018902,1.05,11.24,9.72,9.36,0.5313,0,Y,0.01065,,,,N,Y,N,,0.01623,0.53755,K,,,,8.76,11.2,,1,1,All,2M,Simbad,129.562468,20.567839000000003,132681295623071919,129.562227970, 20.567762850,0.108,0.045,90,1141170176,136,55304.485335650,5,67,11.4490,,,,114788,11.0920,,,,32868,10.9930,,,,32868,10.9790,,,,114788,10.9720,,,,114788
1.368227,71,KW543,212018902,1.05,11.24,9.72,9.36,0.5313,0,Y,0.01065,,,,N,Y,N,,0.01623,0.53755,K,,,,8.76,11.2,,1,1,All,2M,Simbad,129.562468,20.567839000000003,132681295626182337,129.562719680, 20.568137200,0.013,0.013,90,268959744,32,56227.218831020,0,8,,,,,0,14.1801,0.0050,13.1380,0.0010,4120,,,,,0,,,,,0,15.9237,0.0061,,,16781336
1.870308,71,KW543,212018902,1.05,11.24,9.72,9.36,0.5313,0,Y,0.01065,,,,N,Y,N,,0.01623,0.53755,K,,,,8.76,11.2,,1,1,All,2M,Simbad,129.562468,20.567839000000003,132681295622311452,129.562051950, 20.567495230,0.014,0.014,90,268959744,32,56520.193449070,0,6,,,,,0,11.6583,0.0360,12.4763,0.0530,24,11.8923,0.0010,13.2443,0.0010,24,12.1536,0.1733,12.5118,0.0701,24,,,,,0
0.661275,72,JS243,211994910,0.39,16.67,12.28,0.74,0.0431,0,N,0.00779,,,,N,N,N,,0.03472,1.23331,2,,,,,16.15,big flare?,0,2,All,2M,Simbad,129.66275900000002,20.170795000000002,132201296626165440,129.662581270, 20.170718130,0.010,0.005,90,503636096,60,55963.285856480,5,91,17.8870,0.0036,17.9717,0.0079,115000,16.6807,0.0047,16.7576,0.0044,115000,15.3461,0.0036,15.4178,0.0027,115000,14.7121,0.0033,14.7656,0.0018,115000,14.4300,0.0061,14.4354,0.0083,115000
0.570783,73,KW 70,211934056,1.0,11.6,10.04,9.05,0.6929,0,Y,0.0091,,,,N,Y,Y,,0.02019,0.80429,K,,,,8.65,11.64,,1,1,All,2M,Simbad,129.487641,19.236217,131081294875594092,129.487482610, 19.236164330,0.025,0.012,90,604299264,72,55718.452905090,5,82,12.0760,,,,32804,11.6300,,,,114724,11.4700,,,,114724,11.4090,,,,32804,11.3830,,,,114724
0.862348,73,KW 70,211934056,1.0,11.6,10.04,9.05,0.6929,0,Y,0.0091,,,,N,Y,Y,,0.02019,0.80429,K,,,,8.65,11.64,,1,1,All,2M,Simbad,129.487641,19.236217,131081294878413668,129.487862650, 19.236100450,0.001,0.001,90,538443776,64,55931.162048610,1,4,,,,,16416,13.4740,,,,56,12.4917,0.0010,12.8512,0.0010,56,15.7869,0.0046,,,16896056,,,,,32
0.619433,74,HSHJ397,211958929,0.19,18.37,13.67,1.23,0.782,0,Y,0.00779,,,,N,N,N,,0.04419,1.97415,S,,,1.23,,17.81,,0,2,All,2M,Simbad,130.473301,19.608521,131531304731960707,130.473145010, 19.608431480,0.004,0.002,90,503636096,60,55876.770474540,10,75,19.7026,0.0126,19.8276,0.0319,115000,18.4028,0.0044,18.5022,0.0068,115000,16.8818,0.0037,16.9787,0.0057,115000,16.1888,0.0040,16.2516,0.0096,115000,15.8366,0.0033,15.8994,0.0036,115000
0.450928,75,JS270,212005623,0.49,15.58,11.91,,,2,,,,,,,,,,,,,,,,,15.16,,0,2,All,2M,Simbad,129.77863100000002,20.348413,132411297785778590,129.778514840, 20.348351130,0.004,0.003,0,503636096,60,55988.752511570,5,78,16.8096,0.0035,16.8744,0.0053,115000,15.5925,0.0029,15.6683,0.0037,115000,14.6080,0.0029,14.6704,0.0025,115000,14.1868,0.0020,14.2317,0.0022,115000,13.9547,0.0110,13.9591,0.0086,115000
0.632669,76,JS286,212030244,1.0,11.69,10.03,9.19,0.6833,0,Y,0.0086,,,,N,Y,N,,0.01465,0.63956,D,,9.11,,9.25,11.67,,1,2,All,2M,Simbad,129.839768,20.758183,132911298397530286,129.839619370, 20.758075440,0.024,0.013,0,1141170176,136,55187.974097220,4,75,12.0550,,,,32868,11.6070,,,,32868,11.4610,,,,16484,11.4130,,,,32868,11.3870,,,,114788
0.651198,77,KW 47,211927313,1.42,9.68,8.58,3.06,0.2011,0,Y,0.00843,,,,Y,N,N,conf,0.00134,0.02549,2,,,,,9.79,complex peaks,1,1,All,2M,Simbad,129.426516,19.133763000000002,130961294263571569,129.426446880, 19.133931690,0.068,0.068,90,268513280,32,55895.662048610,0,7,10.9588,0.0142,11.7134,0.0367,24,,,,,0,8.6536,0.0010,15.1070,0.0017,24,,,,,0,11.4304,0.0332,10.4104,0.0035,16777240
0.811170,77,KW 47,211927313,1.42,9.68,8.58,3.06,0.2011,0,Y,0.00843,,,,Y,N,N,conf,0.00134,0.02549,2,,,,,9.79,complex peaks,1,1,All,2M,Simbad,129.426516,19.133763000000002,130961294264081050,129.426283960, 19.133710910,5.964,1.623,90,1409605632,168,55908.413530090,5,45,10.1180,,,,114788,9.8170,,,,114788,9.7430,,,,114788,9.7460,,,,114788,9.7530,,,,114788
1.313742,77,KW 47,211927313,1.42,9.68,8.58,3.06,0.2011,0,Y,0.00843,,,,Y,N,N,conf,0.00134,0.02549,2,,,,,9.79,complex peaks,1,1,All,2M,Simbad,129.426516,19.133763000000002,130961294266941389,129.426732060, 19.134065500,0.083,0.083,90,268959744,32,56331.800868060,0,5,,,,,0,,,,,0,11.3311,0.0121,11.6666,0.0445,24,11.1877,0.1381,12.1011,0.1858,24,,,,,0
1.479719,77,KW 47,211927313,1.42,9.68,8.58,3.06,0.2011,0,Y,0.00843,,,,Y,N,N,conf,0.00134,0.02549,2,,,,,9.79,complex peaks,1,1,All,2M,Simbad,129.426516,19.133763000000002,130961294266510650,129.426742930, 19.133412310,0.010,0.010,90,277348352,33,56109.190775460,0,6,,,,,0,14.4605,0.1719,12.9357,0.0884,16777240,13.3344,0.0651,12.2381,0.0479,24,13.6677,0.0012,12.0270,0.0010,16777240,12.8947,0.0012,11.1719,0.0010,16777240
0.540312,78,KW569,211972478,0.6,14.68,11.39,16.07,0.595,0,Y,0.0076,,,,N,Y,N,,0.01776,0.92141,2,,,,,14.55,,0,2,All,2M,Simbad,129.904786,19.816104,131771299047039856,129.904637510, 19.816049130,0.003,0.002,90,503635968,60,56033.187002310,5,66,15.8660,0.0013,15.9201,0.0037,115000,14.6617,0.0027,14.6942,0.0106,115000,13.9013,0.0031,13.9508,0.0024,115000,13.5913,0.0037,13.6372,0.0022,115000,13.4149,0.0036,13.4522,0.0058,115000
0.497375,79,AD 2328,211978157,0.33,17.01,12.53,1.79,0.7498,0,Y,0.00783,,,,N,Y,Y,,0.03817,1.75092,2,,,,,15.7,,0,2,All,2M,Simbad,129.366226,19.903523999999997,131881293661254721,129.366092970, 19.903465330,0.005,0.003,0,503635968,60,56052.972407410,5,74,18.0956,0.0049,18.2045,0.0047,115000,16.9409,0.0026,17.0093,0.0093,115000,15.5839,0.0050,15.6665,0.0052,115000,14.9724,0.0034,15.0269,0.0049,115000,14.6445,0.0053,14.6678,0.0022,115000
0.586521,80,KW272,211978880,1.0,12.07,10.01,10.62,0.6177,0,Y,0.00921,,,,N,Y,N,cand,0.01248,0.47849,K,,,,9.94,12.33,,1,2,All,2M,Simbad,130.06546699999998,19.915069,131891300653188448,130.065303480, 19.915015080,0.367,0.142,90,839180288,100,55749.335740740,5,64,13.8311,0.0011,13.5450,0.0011,16892472,12.4019,0.0010,12.3621,0.0010,16892216,12.3949,0.0940,12.3420,0.0629,115768,12.0927,0.0000,11.9742,0.0000,16892472,11.7623,0.0039,11.7726,0.0002,16892216
1.969222,80,KW272,211978880,1.0,12.07,10.01,10.62,0.6177,0,Y,0.00921,,,,N,Y,N,cand,0.01248,0.47849,K,,,,9.94,12.33,,1,2,All,2M,Simbad,130.06546699999998,19.915069,131891300658549149,130.065684960, 19.915576170,0.013,0.013,90,277348352,33,56406.282511570,0,3,,,,,0,,,,,24,,,,,0,17.1317,0.2542,,,16781336,,,,,0
0.533781,81,HSHJ194,211956421,0.21,18.09,13.39,20.88,0.3208,1,Y,0.00861,,,,N,M,M,,0.01951,0.66315,2,,,,,16.83,,0,1,All,2M,Simbad,129.528179,19.571614999999998,131481295280816446,129.528026880, 19.571577040,0.006,0.005,90,503635968,60,56043.587673610,5,95,19.3558,0.0227,19.4622,0.0168,115000,18.1277,0.0080,18.2210,0.0116,115000,16.6016,0.0027,16.6656,0.0049,115000,15.9047,0.0024,15.9571,0.0030,115000,15.5732,0.0044,15.6051,0.0083,115000
0.553733,82,KW575,211986537,0.63,13.81,11.02,13.54,0.8596,0,Y,0.00789,,,,N,Y,N,,0.01329,0.61033,K,,,,13.67,13.7,,1,2,All,2M,Simbad,130.31423,20.037765,132041303141385821,130.314080490, 20.037702310,0.006,0.002,90,503635968,60,56017.487858800,5,87,14.8609,0.0023,14.9205,0.0007,115000,13.7672,0.0019,13.8256,0.0028,115000,13.4580,,,,114724,13.0511,0.0031,13.0904,0.0014,115000,12.8933,0.0021,12.9127,0.0036,115000
0.648241,83,KW 58,211983461,1.05,11.08,9.69,7.95,0.3487,0,N,0.00796,,,,M,Y,N,,0.01425,0.60365,K,,,,7.97,11.12,,0,1,All,2M,Simbad,129.467052,19.987197000000002,131981294669865135,129.466874820, 19.987128450,0.023,0.014,90,1141170176,136,53779.738912040,10,68,11.6540,,,,32868,11.2500,,,,32868,11.0830,,,,32868,11.0080,,,,65636,10.9840,,,,114788
1.091986,83,KW 58,211983461,1.05,11.08,9.69,7.95,0.3487,0,N,0.00796,,,,M,Y,N,,0.01425,0.60365,K,,,,7.97,11.12,,0,1,All,2M,Simbad,129.467052,19.987197000000002,131981294670564800,129.467060260, 19.986893770,0.015,0.015,90,268959744,32,55504.471921300,0,3,,,,,0,11.4761,0.0010,12.0608,0.0010,24,11.3226,0.0010,12.3496,0.0010,24,14.1926,0.0026,13.6443,0.0042,4120,,,,,0
0.607610,84,JS394,211943613,0.56,15.14,11.63,16.51,0.75,0,Y,0.00754,,,,N,M,N,,0.00856,0.37177,2,,,,,14.92,,0,2,All,2M,Simbad,130.22426299999998,19.378904000000002,131251302241635164,130.224097010, 19.378841010,0.004,0.002,90,503635968,60,55897.880891200,5,77,16.3596,0.0018,16.4402,0.0032,115000,15.1503,0.0029,15.2112,0.0015,115000,14.2844,0.0072,14.3329,0.0021,115000,13.9009,0.0085,13.9390,0.0014,115000,13.6807,0.0026,13.6992,0.0051,115000
0.577821,85,HSHJ436,211988700,0.28,17.22,12.79,6.46,0.0875,0,Y,0.0061,,,,N,Y,M,,0.01412,0.54591,S,,,4.87,,16.86,,0,2,All,2M,Simbad,130.736447,20.071716000000002,132081307363306533,130.736295700, 20.071641390,0.010,0.004,0,503636096,60,56140.013263890,5,64,18.6688,0.0110,18.7588,0.0121,115000,17.4773,0.0021,17.5339,0.0175,115000,15.9914,0.0043,16.0736,0.0065,115000,15.3465,0.0037,15.3985,0.0054,115000,15.0048,0.0091,15.0105,0.0032,115000
0.536593,86,KW539,211935509,1.05,11.11,9.69,7.49,0.6029,0,Y,0.00743,,,,N,Y,Y,conf,0.01055,0.48428,D,,7.41,,7.45,11.04,,2,1,All,2M,Simbad,129.204023,19.257351999999997,131101292038959334,129.203873280, 19.257304680,0.077,0.019,0,872734720,104,55380.810405090,2,69,11.6140,,,,16484,11.1960,,,,114788,11.0570,,,,16484,11.0120,,,,16484,10.9930,,,,114788
1.121406,86,KW539,211935509,1.05,11.11,9.69,7.49,0.6029,0,Y,0.00743,,,,N,Y,Y,conf,0.01055,0.48428,D,,7.41,,7.45,11.04,,2,1,All,2M,Simbad,129.204023,19.257351999999997,131101292037378971,129.203755550, 19.257169560,0.039,0.039,90,839016448,100,56559.548078700,1,17,14.0000,0.0010,13.7942,0.0019,16794680,12.1504,0.0010,12.3297,0.0010,16440,11.5499,0.3198,11.4076,0.1312,16794680,,,,,16416,,,,,114720
1.132393,86,KW539,211935509,1.05,11.11,9.69,7.49,0.6029,0,Y,0.00743,,,,N,Y,Y,conf,0.01055,0.48428,D,,7.41,,7.45,11.04,,2,1,All,2M,Simbad,129.204023,19.257351999999997,131101292041879714,129.204346660, 19.257426720,0.057,0.057,90,276901888,33,55592.484270830,0,8,13.8445,0.1544,,,16777240,13.2467,0.0010,12.5565,0.0010,16781336,13.9873,0.0609,13.2883,0.0596,24,,,,,0,,,,,0
1.717193,86,KW539,211935509,1.05,11.11,9.69,7.49,0.6029,0,Y,0.00743,,,,N,Y,Y,conf,0.01055,0.48428,D,,7.41,,7.45,11.04,,2,1,All,2M,Simbad,129.204023,19.257351999999997,131101292035369272,129.203548700, 19.257516430,0.065,0.065,90,268513280,32,55592.479560190,0,7,13.8812,0.2190,13.7203,0.0000,24,14.5330,0.1060,14.2102,0.1485,24,14.2917,0.0015,13.3315,0.0011,24,11.9854,0.0051,15.9613,0.0093,4120,,,,,0
0.537996,87,AD 3010,212021051,0.26,17.48,12.99,7.4,0.534,0,Y,0.00802,,,,N,Y,N,,0.04172,2.07063,2,,,,,16.97,,0,2,All,2M,Simbad,130.43391599999998,20.604443,132721304337885856,130.433759640, 20.604412790,0.005,0.004,90,503636096,60,55967.156238430,5,83,18.7868,0.0090,18.8933,0.0180,115000,17.6119,0.0054,17.6863,0.0073,115000,16.1347,0.0035,16.1783,0.0061,115000,15.4654,0.0031,15.5100,0.0027,115000,15.1276,0.0037,15.1570,0.0039,115000
0.495769,88,JS232,211969273,0.54,15.59,11.77,17.27,0.8985,0,Y,0.00816,,,,N,N,N,cand,0.05345,2.45905,2,17.33,,,,14.9,,0,2,All,2M,Simbad,129.615552,19.765452,131711296154459079,129.615411210, 19.765414450,0.018,0.015,90,503635968,60,55902.312152780,5,87,16.7622,0.0043,16.8338,0.0042,115000,15.5652,0.0039,15.6293,0.0046,115000,14.5318,0.0035,14.5969,0.0012,115000,14.0689,0.0023,14.1305,0.0021,115000,13.8389,0.0019,13.8503,0.0024,115000
0.535896,89,,212012299,0.9,12.06,10.29,9.63,0.2783,0,N,0.00743,,,,N,Y,N,,0.01224,0.60377,2,,,,,12.02,,0,2,All,2M,Simbad,130.260917,20.457701,132541302609279837,130.260766400, 20.457653570,0.040,0.029,90,872734720,104,55797.901967590,5,75,12.8260,,,,114724,12.2530,,,,114724,11.9820,,,,114724,11.8280,,,,114724,11.7670,,,,114724
0.519260,90,JS717,211936878,0.23,17.62,13.23,17.27,0.1298,0,Y,0.00672,,,,N,Y,N,,0.01471,0.59832,2,,,,,16.05,,1,1,All,2M,Simbad,130.010379,19.277701999999998,131131300102813746,130.010233000, 19.277659430,0.003,0.003,0,503635968,60,56080.548969910,5,66,18.8726,0.0123,18.9740,0.0191,115000,17.7051,0.0046,17.8042,0.0126,115000,16.2533,0.0055,16.3229,0.0046,115000,15.6017,0.0079,15.6552,0.0041,115000,15.3019,0.0067,15.3547,0.0048,115000
0.438111,91,KW434,211935518,1.05,11.13,9.64,4.18,0.6546,0,Y,0.00868,,,,N,Y,N,conf,0.05169,2.09998,K,,,,8.27,11.18,amplitude increases significantly over campaign,1,1,All,2M,Simbad,130.476516,19.257417999999998,131101304763409458,130.476422350, 19.257334370,0.018,0.009,90,1342496768,160,56094.437997690,1,73,11.6070,,,,16484,11.2010,,,,16484,11.0360,,,,16484,10.9600,,,,16484,10.9350,,,,114788
0.905951,91,KW434,211935518,1.05,11.13,9.64,4.18,0.6546,0,Y,0.00868,,,,N,Y,N,conf,0.05169,2.09998,K,,,,8.27,11.18,amplitude increases significantly over campaign,1,1,All,2M,Simbad,130.476516,19.257417999999998,131101304766879673,130.476754970, 19.257529510,0.079,0.079,90,268959744,32,55588.347835650,0,5,11.8699,0.0606,13.2384,0.1094,24,12.1646,0.2735,12.5944,0.2873,24,11.5262,0.0010,12.3197,0.0010,24,,,,,0,,,,,0
1.270850,91,KW434,211935518,1.05,11.13,9.64,4.18,0.6546,0,Y,0.00868,,,,N,Y,N,conf,0.05169,2.09998,K,,,,8.27,11.18,amplitude increases significantly over campaign,1,1,All,2M,Simbad,130.476516,19.257417999999998,131101304764969084,130.476271050, 19.257151270,0.037,0.037,90,268959744,32,55781.606585650,0,4,,,,,0,,,,,0,11.9916,,,,24,12.0300,0.0661,12.4366,0.0162,24,,,,,0
1.569418,91,KW434,211935518,1.05,11.13,9.64,4.18,0.6546,0,Y,0.00868,,,,N,Y,N,conf,0.05169,2.09998,K,,,,8.27,11.18,amplitude increases significantly over campaign,1,1,All,2M,Simbad,130.476516,19.257417999999998,131101304761329044,130.476163560, 19.257136310,0.078,0.078,90,268959744,32,57006.491481480,0,4,,,,,0,,,,,0,11.5904,0.1792,12.2172,0.0891,24,,,,,0,,,,,0
0.481624,92,JS136,211978879,0.47,15.85,12.01,9.85,0.0381,1,Y,0.00783,,,,N,Y,Y,,0.02059,0.18044,2,,,,,15.22,2x primary peak is more likely the true period; visual double in SDSS,0,2,All,2M,Simbad,129.13909099999998,19.915069,131891291389968624,129.138950150, 19.915049990,0.008,0.003,90,503635968,60,56116.595370370,5,79,16.9946,0.0057,17.0705,0.0038,115000,15.7936,0.0050,15.8573,0.0041,115000,14.7602,0.0037,14.8117,0.0035,115000,14.3070,0.0043,14.3488,0.0028,115000,14.0858,0.0013,14.1120,0.0093,115000
0.551488,93,JS373,212005017,0.6,14.46,11.37,15.65,0.1141,0,Y,0.00865,,,,N,Y,N,,0.00992,0.21371,2,,,,,14.36,,1,2,All,2M,Simbad,130.15786,20.338288000000002,132401301578236461,130.157702820, 20.338246210,0.005,0.004,0,503636096,60,56022.377592590,5,75,15.6998,0.0055,15.7644,0.0029,115000,14.5053,0.0022,14.5622,0.0018,115000,13.8199,0.0052,13.8600,0.0034,115000,13.5129,0.0020,13.5587,0.0026,115000,13.3264,0.0038,13.3820,0.0133,115000
0.607978,94,AD 2969,211955007,0.19,18.46,13.68,,,2,,,,,,,,,,,,,,,,,17.87,,0,2,All,2M,Simbad,130.389795,19.550081,131461303896790588,130.389635410, 19.550004160,0.004,0.002,90,503635968,60,55822.034861110,5,75,19.7077,0.0106,19.8251,0.0402,115000,18.4968,0.0042,18.6305,0.0076,115000,16.9455,0.0041,17.0232,0.0032,115000,16.2227,0.0031,16.2805,0.0033,115000,15.8760,0.0087,15.9584,0.0118,115000
0.546580,95,JS283,211971189,0.44,15.61,12.08,,,2,,,,,,,,,,,,P,19.62,,,,15.33,neither fits the repeats in the full light curve,0,2,All,2M,Simbad,129.819937,19.795222,131751298198754731,129.819817350, 19.795120130,0.020,0.008,90,503636096,60,55984.096550930,5,93,17.1122,0.0123,17.1958,0.0053,115000,15.9000,0.0064,15.9777,0.0018,115000,14.8508,0.0020,14.9077,0.0016,115000,14.3929,0.0028,14.4420,0.0030,115000,14.1480,0.0079,14.2336,0.0160,115000
0.531719,96,HSHJ246,211945329,0.21,18.12,13.41,,,2,,,,,,,,,,,,,,,,,17.51,,0,2,All,2M,Simbad,129.76285900000002,19.404331,131281297627685693,129.762704100, 19.404309330,0.016,0.009,0,503635968,60,55935.342372690,10,83,19.3820,0.0104,19.4640,0.0317,115000,18.1675,0.0062,18.2384,0.0076,115000,16.6071,0.0054,16.6708,0.0064,115000,15.8655,0.0039,15.9334,0.0037,115000,15.5212,0.0051,15.5512,0.0074,115000
0.540068,97,JS311,212014467,0.29,17.11,12.75,,,2,,,,,,,,,,,,,,,,,16.63,2x primary peak looks like the true period but isn't detected,0,2,All,2M,Simbad,129.931698,20.494322,132591299315543575,129.931543960, 20.494280940,0.005,0.005,90,503635968,60,56032.692997690,5,86,18.3992,0.0075,18.4573,0.0246,115000,17.1804,0.0040,17.2429,0.0053,115000,15.7926,0.0034,15.8506,0.0023,115000,15.1763,0.0017,15.2384,0.0035,115000,14.8738,0.0035,14.9002,0.0031,115000
0.486799,98,JS468,211968029,0.5,15.63,11.89,16.61,0.7436,0,Y,0.00795,,,,N,N,Y,,0.02199,0.95905,P,16.77,,,,14.98,,0,2,All,2M,Simbad,130.497265,19.745855,131691304971935530,130.497134600, 19.745798240,0.005,0.004,90,503636096,60,56039.870300930,5,58,16.7485,0.0037,16.8112,0.0059,115000,15.5706,0.0070,15.6367,0.0047,115000,14.5773,0.0028,14.6180,0.0033,115000,14.1485,0.0046,14.1835,0.0018,115000,13.9050,0.0030,13.9684,0.0178,115000
0.524590,99,,211950886,0.27,17.34,12.9,4.54,0.5961,0,Y,0.00811,,,,N,N,N,,0.02885,1.32901,2,,,,,16.83,,0,1,All,2M,Simbad,129.47868799999998,19.486053,131381294786143726,129.478557550, 19.485974830,0.006,0.003,0,503635968,60,55984.963287040,5,65,18.6872,0.0075,18.7973,0.0100,115000,17.4392,0.0107,17.4996,0.0051,115000,15.9748,0.0059,16.0481,0.0049,115000,15.3285,0.0062,15.3760,0.0038,115000,15.0192,0.0057,15.0394,0.0017,115000
0.581833,100,A 575,211960649,0.73,13.11,10.76,11.74,0.9088,0,Y,0.00961,,,,N,Y,N,,0.01454,0.70694,K,,,,12.29,13.17,,0,2,All,2M,Simbad,130.333014,19.634646,131561303329162073,130.332852740, 19.634590750,0.013,0.009,90,503635968,60,56036.739097220,5,79,14.0285,0.0029,14.0778,0.0014,115000,13.2500,,,,114724,12.8850,,,,114724,12.6700,,,,114724,12.4967,0.0060,12.5067,0.0023,115000
0.515704,101,KW476,211925093,1.02,11.4,9.88,8.69,0.3977,0,Y,0.00825,,,,M,Y,N,,0.00962,0.37243,K,,,,8.84,11.41,complex peaks,1,2,All,2M,Simbad,130.67701,19.0997,130921306769450070,130.676889580, 19.099612980,0.132,0.047,90,604299264,72,55944.018831020,4,80,11.8620,,,,16484,11.4440,,,,32868,11.2880,,,,65636,11.2290,,,,114788,11.2060,,,,114788
0.793223,101,KW476,211925093,1.02,11.4,9.88,8.69,0.3977,0,Y,0.00825,,,,M,Y,N,,0.00962,0.37243,K,,,,8.84,11.41,complex peaks,1,2,All,2M,Simbad,130.67701,19.0997,130921306770090439,130.677079040, 19.099910460,0.082,0.082,90,302067712,36,55233.344166670,0,4,,,,,0,12.7537,0.0010,12.2536,0.0010,16778264,,,,,0,,,,,0,,,,,0
