K2 ID,Dataset Name,Campaign,Object type,Data Release,RA (J2000),Dec (J2000),Target Type,Archive Class,Ref,Actual Start Time,Actual End Time,Investigation ID,RA PM,RA PM Err,Dec PM,Dec PM Err,Plx,Plx Err,U Mag,U Mag Err,B Mag,B Mag Err,V Mag,V Mag Err,G Mag,G Mag Err,R Mag,R Mag Err,I Mag,I Mag Err,Z Mag,Z Mag Err,J Mag,J Mag Err,H Mag,H Mag Err,K Mag,K Mag Err,KEP Mag,Kep Flag,Hip ID,Tyc ID,SDSS ID,UCAC ID,2MASS ID,2MASS Flag,Processing Date,crowding,contamination,flux fraction,cdpp3,cdpp6,cdpp12,Module,Output,Channel,Nearest Neighbor,Nomad ID,High-Level Science Products
integer,string,integer,substring,string,ra,dec,ustring,string,integer,datetime,datetime,string,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,string,integer,string,string,string,string,string,datetime,float,float,float,float,float,float,integer,integer,integer,float,string,integer
211953966,KTWO211953966-C05,5,STAR,7,08 42 40.979,+19 31 58.49,LC,KLC,,2015-04-27 02:32:54,2015-07-10 22:25:00,GO5018_GO5024_GO5026_GO5048,-31.000,3.000,-14.000,3.000,,,22.436,0.191,,,,,20.612,0.022,19.082,0.011,17.398,0.007,16.502,0.008,15.002,0.043,14.553,0.052,14.094,0.060,18.362,gri,,,5037-301-2-0118-0198,,08424097+1931584,,2015-10-30 05:06:51,0.747,0.253,0.700,2599.852,2042.676,1624.910,14,1,45,,,14
211954140,KTWO211954140-C05,5,STAR,7,08 37 03.518,+19 32 09.54,LC,KLC,,2015-04-27 02:32:54,2015-07-10 22:25:00,GO5018_GO5024_GO5048_GO5095_GO5097,-38.100,4.600,-12.500,4.500,,,,,,,,,,,,,,,,,12.930,0.023,12.290,0.024,12.097,0.019,15.099,JHK,,,5045-301-3-0122-0247,548-045973,08370352+1932096,,2015-10-30 09:49:13,1.000,0.000,0.790,629.024,580.453,504.343,14,2,46,,,14
211954532,KTWO211954532-C05,5,STAR,7,08 36 16.394,+19 32 31.30,LC,KLC,,2015-04-27 02:32:54,2015-07-10 22:25:00,GO5007_GO5018_GO5024_GO5029_GO5033_GO5048_GO5095_GO5104_GO5106,-34.700,1.100,-8.700,1.700,,,,,12.458,0.020,11.573,0.010,11.992,0.020,11.272,0.040,11.050,0.020,,,10.031,0.025,9.641,0.023,9.520,0.019,11.332,gri,,,,548-045930,08361639+1932313,,2015-10-30 09:46:38,0.999,7.000e-4,1.000,124.731,125.992,123.025,14,2,46,,,14
211954550,KTWO211954550-C05,5,STAR,7,08 41 26.977,+19 32 32.89,LC,KLC,,2015-04-27 02:32:54,2015-07-10 22:25:00,GO5007_GO5018_GO5024_GO5033_GO5035_GO5048_GO5074_GO5086,-37.000,0.900,-12.500,0.800,,,,,10.315,0.040,9.816,0.020,10.086,0.030,9.710,0.040,9.672,0.060,,,8.935,0.020,8.779,0.021,8.722,0.020,9.796,gri,,,,548-046217,08412698+1932329,,2015-10-30 06:54:09,0.994,0.006,1.000,63.078,60.343,56.547,14,1,45,,,24
211954550,KTWO211954550-C16,16,STAR,23,08 41 26.977,+19 32 32.89,LC,KLC,,2017-12-07 23:16:00,2018-02-25 12:25:09,GO16010_GO16021_GO16022_GO16031_GO16060,-37.000,0.900,-12.500,0.800,,,,,10.315,0.040,9.816,0.020,10.086,0.030,9.710,0.040,9.672,0.060,,,8.935,0.020,8.779,0.021,8.722,0.020,9.796,gri,,,,548-046217,08412698+1932329,,2018-05-24 17:13:22,0.994,0.006,1.000,,,,8,4,24,,,24
211954582,KTWO211954582-C05,5,STAR,7,08 41 13.186,+19 32 34.92,LC,KLC,,2015-04-27 02:32:54,2015-07-10 22:25:00,GO5018_GO5020_GO5024_GO5048_GO5054_GO5060_GO5095,-38.800,2.800,-6.800,2.300,,,,,15.670,0.030,14.189,0.010,14.999,0.060,13.584,0.020,12.826,0.062,,,11.211,0.022,10.508,0.019,10.347,0.018,13.478,gri,,,,548-046203,08411319+1932349,,2015-10-30 09:11:59,1.000,0.000,0.949,367.442,365.469,361.088,14,1,45,,,22
211954582,KTWO211954582-C16,16,STAR,23,08 41 13.186,+19 32 34.92,LC,KLC,,2017-12-07 23:16:00,2018-02-25 12:25:09,GO16052_GO16056_GO16060_GO16071,-38.800,2.800,-6.800,2.300,,,,,15.670,0.030,14.189,0.010,14.999,0.060,13.584,0.020,12.826,0.062,,,11.211,0.022,10.508,0.019,10.347,0.018,13.478,gri,,,,548-046203,08411319+1932349,,2018-05-24 17:13:23,1.000,0.000,0.943,298.201,296.466,304.102,8,4,24,,,22
211954593,KTWO211954593-C05,5,STAR,7,08 42 40.720,+19 32 35.49,LC,KLC,,2015-04-27 02:32:54,2015-07-10 22:25:00,GO5007_GO5018_GO5024_GO5033_GO5035_GO5048_GO5060_GO5086,-36.200,1.200,-11.600,1.200,,,,,10.240,0.034,9.864,0.033,,,,,,,,,8.951,0.046,8.756,0.027,8.721,0.018,9.841,BV,,1396-46-1,,548-046268,08424071+1932354,,2015-10-30 05:58:09,1.000,0.000,1.000,63.622,62.073,59.748,14,1,45,,,14
211954717,KTWO211954717-C05,5,STAR,7,08 42 04.486,+19 32 42.77,LC,KLC,,2015-04-27 02:32:54,2015-07-10 22:25:00,GO5018_GO5024_GO5026_GO5048_GO5095,,,,,,,,,,,,,,,,,,,,,14.711,0.035,14.150,0.043,13.773,0.054,17.183,JHK,,,,,08420448+1932427,,2015-10-30 06:55:37,1.000,0.000,0.866,2183.197,1753.442,1317.680,14,1,45,,,22
211954717,KTWO211954717-C16,16,STAR,23,08 42 04.486,+19 32 42.77,LC,KLC,,2017-12-07 23:16:00,2018-02-25 12:25:09,GO16022_GO16060,,,,,,,,,,,,,,,,,,,,,14.711,0.035,14.150,0.043,13.773,0.054,17.183,JHK,,,,,08420448+1932427,,2018-05-24 17:13:23,1.000,0.000,0.654,,,,8,4,24,,,22
211954836,KTWO211954836-C05,5,STAR,7,08 32 17.866,+19 32 49.53,LC,KLC,,2015-04-27 02:32:54,2015-07-10 22:25:00,GO5018_GO5024_GO5026_GO5048_GO5095,-36.000,3.000,-14.000,3.000,,,21.462,0.122,,,,,19.009,0.009,17.618,0.006,16.113,0.004,15.305,0.005,13.875,0.025,13.272,0.037,13.022,0.028,16.982,gri,,,5045-301-4-0115-0379,,08321786+1932495,,2015-10-30 06:26:00,1.000,0.000,0.757,1292.470,1177.222,924.739,19,2,66,,,14
211955007,KTWO211955007-C05,5,STAR,7,08 41 33.551,+19 33 00.29,LC,KLC,,2015-04-27 02:32:54,2015-07-10 22:25:00,GO5011_GO5018_GO5024_GO5026_GO5048_GO5095,-36.000,3.000,-10.000,3.000,,,22.992,0.316,,,,,20.014,0.016,18.520,0.009,16.949,0.006,16.074,0.007,14.566,0.031,13.949,0.040,13.683,0.042,17.868,gri,,,5038-301-2-0028-0334,,08413355+1933002,,2015-10-30 06:14:22,0.955,0.045,0.561,4448.530,4179.813,3680.802,14,1,45,,,22
211955007,KTWO211955007-C16,16,STAR,23,08 41 33.551,+19 33 00.29,LC,KLC,,2017-12-07 23:16:00,2018-02-25 12:25:09,GO16022_GO16031_GO16060,-36.000,3.000,-10.000,3.000,,,22.992,0.316,,,,,20.014,0.016,18.520,0.009,16.949,0.006,16.074,0.007,14.566,0.031,13.949,0.040,13.683,0.042,17.868,gri,,,5038-301-2-0028-0334,,08413355+1933002,,2018-05-24 17:13:24,1.000,0.000,0.713,,,,8,4,24,,,22
211955036,KTWO211955036-C05,5,STAR,7,08 39 50.836,+19 33 02.07,LC,KLC,,2015-04-27 02:32:54,2015-07-10 22:25:00,GO5007_GO5012_GO5018_GO5024_GO5029_GO5033_GO5048_GO5060_GO5104_GO5106,-36.000,0.700,-10.600,1.300,,,,,12.586,0.010,11.749,0.010,12.150,0.010,11.522,0.010,11.356,0.010,,,10.421,0.022,10.085,0.024,9.996,0.022,11.594,gri,,,,548-046128,08395084+1933020,,2015-10-30 09:17:39,0.998,0.003,0.980,821.852,773.280,780.349,14,2,46,,,22
211955036,KTWO211955036-C16,16,STAR,23,08 39 50.836,+19 33 02.07,LC,KLC,,2017-12-07 23:16:00,2018-02-25 12:25:09,GO16009_GO16020_GO16021_GO16022_GO16031_GO16060,-36.000,0.700,-10.600,1.300,,,,,12.586,0.010,11.749,0.010,12.150,0.010,11.522,0.010,11.356,0.010,,,10.421,0.022,10.085,0.024,9.996,0.022,11.594,gri,,,,548-046128,08395084+1933020,,2018-05-24 17:13:25,1.000,0.000,0.912,402.539,383.961,388.022,8,4,24,,,22
211955047,KTWO211955047-C05,5,STAR,7,08 37 40.609,+19 33 03.24,LC,KLC,,2015-04-27 02:32:54,2015-07-10 22:25:00,GO5006_GO5011_GO5018_GO5024_GO5026_GO5048_GO5097,-36.000,3.000,-13.000,3.000,,,21.252,0.079,,,,,18.670,0.008,17.240,0.006,15.795,0.005,15.088,0.006,13.718,0.031,13.052,0.030,12.803,0.025,16.658,gri,,,5037-301-3-0111-0412,,08374060+1933032,,2015-10-30 08:39:07,0.997,0.003,0.718,1899.987,1707.015,1495.641,14,2,46,,,14
211955324,KTWO211955324-C05,5,STAR,7,08 44 31.862,+19 33 17.35,LC,KLC,,2015-04-27 02:32:54,2015-07-10 22:25:00,GO5018_GO5024_GO5026_GO5048_GO5095_GO5097,-37.000,3.000,-13.000,3.000,,,21.389,0.094,,,,,19.005,0.009,17.556,0.006,16.099,0.005,15.315,0.005,13.843,0.032,13.245,0.026,12.958,0.033,16.971,gri,,,5071-301-5-0116-0246,,08443186+1933173,,2015-10-30 05:21:24,1.000,0.000,0.851,1763.694,1677.871,1571.942,14,1,45,,,22
211955324,KTWO211955324-C16,16,STAR,23,08 44 31.862,+19 33 17.35,LC,KLC,,2017-12-07 23:16:00,2018-02-25 12:25:09,GO16022_GO16031_GO16060,-37.000,3.000,-13.000,3.000,,,21.389,0.094,,,,,19.005,0.009,17.556,0.006,16.099,0.005,15.315,0.005,13.843,0.032,13.245,0.026,12.958,0.033,16.971,gri,,,5071-301-5-0116-0246,,08443186+1933173,,2018-05-24 17:13:46,1.000,0.000,0.619,,,,8,1,21,,,22
211955365,KTWO211955365-C05,5,STAR,7,08 30 55.472,+19 33 19.79,LC,KLC,,2015-04-27 02:32:54,2015-07-10 22:25:00,GO5007_GO5018_GO5024_GO5029_GO5033_GO5048_GO5060_GO5104,-30.200,1.600,-17.000,1.600,,,,,11.538,0.116,10.719,0.089,11.042,0.010,10.601,0.040,10.460,0.030,,,9.725,0.022,9.463,0.025,9.369,0.021,10.635,gri,,1387-851-1,,548-045655,08305546+1933197,,2015-10-30 06:51:16,1.000,0.000,1.000,86.637,85.565,88.952,19,2,66,,,14
211955381,KTWO211955381-C05,5,STAR,7,08 45 14.461,+19 33 20.60,LC,KLC,,2015-04-27 02:32:54,2015-07-10 22:25:00,GO5011_GO5018_GO5024_GO5026_GO5048_GO5095,-29.000,4.000,-11.000,4.000,,,22.907,0.270,,,,,20.786,0.026,19.242,0.012,17.438,0.007,16.460,0.008,14.770,0.038,14.331,0.031,13.905,0.053,18.442,gri,,,5061-301-5-0119-0329,,08451445+1933206,,2015-10-30 05:48:25,0.893,0.107,0.695,2873.520,2180.850,1728.172,14,1,45,,,22
211955381,KTWO211955381-C16,16,STAR,23,08 45 14.461,+19 33 20.60,LC,KLC,,2017-12-07 23:16:00,2018-02-25 12:25:09,GO16022_GO16031_GO16060,-29.000,4.000,-11.000,4.000,,,22.907,0.270,,,,,20.786,0.026,19.242,0.012,17.438,0.007,16.460,0.008,14.770,0.038,14.331,0.031,13.905,0.053,18.442,gri,,,5061-301-5-0119-0329,,08451445+1933206,,2018-05-24 17:13:46,0.847,0.153,0.862,,,,8,1,21,,,22
211955417,KTWO211955417-C05,5,EXTENDED,7,08 36 49.568,+19 33 22.90,LC,KLC,,2015-04-27 02:32:54,2015-07-10 22:25:00,GO5018_GO5020_GO5024_GO5048_GO5054_GO5095,-34.400,2.300,-15.600,2.900,,,,,15.403,0.010,14.013,0.030,14.767,0.010,13.387,0.020,12.697,0.020,,,11.136,0.023,10.450,0.027,10.285,0.025,13.318,gri,,,5045-301-3-0121-0177,548-045965,08364957+1933230,,2015-10-30 06:00:11,1.000,0.000,0.963,606.591,570.034,546.397,14,2,46,,,12
211955820,KTWO211955820-C05,5,STAR,7,08 37 27.941,+19 33 45.18,LC,KLC,,2015-04-27 02:32:54,2015-07-10 22:25:00,GO5007_GO5012_GO5018_GO5024_GO5029_GO5033_GO5048_GO5060_GO5104,-37.300,0.800,-11.900,0.900,,,,,10.190,0.040,9.651,0.035,10.133,0.010,9.852,0.090,9.448,0.030,,,8.717,0.019,8.576,0.033,8.464,0.020,9.922,gri,,1395-2132-1,,548-045992,08372793+1933451,,2015-10-30 09:02:25,0.998,0.002,1.000,70.409,70.422,71.406,14,2,46,,,14
211956059,KTWO211956059-C05,5,STAR,7,08 40 42.481,+19 33 57.63,LC,KLC,,2015-04-27 02:32:54,2015-07-10 22:25:00,GO5007_GO5012_GO5018_GO5024_GO5029_GO5033_GO5048_GO5060_GO5095_GO5104,-34.900,1.200,-12.400,1.900,,,,,12.063,0.010,11.331,0.030,11.659,0.010,11.140,0.040,10.996,0.010,,,10.091,0.023,9.784,0.022,9.706,0.018,11.195,gri,,,,548-046170,08404248+1933576,,2015-10-30 05:40:54,1.000,0.000,1.000,157.518,145.979,141.988,14,2,46,,,22
211956059,KTWO211956059-C16,16,STAR,23,08 40 42.481,+19 33 57.63,LC,KLC,,2017-12-07 23:16:00,2018-02-25 12:25:09,GO16009_GO16021_GO16022_GO16031_GO16060_GO16068,-34.900,1.200,-12.400,1.900,,,,,12.063,0.010,11.331,0.030,11.659,0.010,11.140,0.040,10.996,0.010,,,10.091,0.023,9.784,0.022,9.706,0.018,11.195,gri,,,,548-046170,08404248+1933576,,2018-05-24 17:13:47,1.000,0.000,1.000,320.155,297.439,304.077,8,4,24,,,22
211956071,KTWO211956071-C05,5,STAR,7,08 26 34.818,+19 33 58.61,LC,KLC,,2015-04-27 02:32:54,2015-07-10 22:25:00,GO5011_GO5018_GO5024_GO5026_GO5048_GO5095,-35.200,18.000,-13.700,18.000,,,,,,,,,,,,,,,,,13.344,0.025,12.721,0.027,12.431,0.026,15.758,JHK,,,,548-045457,08263483+1933590,,2015-10-30 06:03:29,1.000,0.000,0.788,795.612,658.204,549.875,19,3,67,,,14
211956096,KTWO211956096-C05,5,STAR,7,08 39 59.828,+19 34 00.31,LC,KLC,,2015-04-27 02:32:54,2015-07-10 22:25:00,GO5007_GO5018_GO5020_GO5024_GO5029_GO5033_GO5048_GO5095_GO5101_GO5104_GO5106,-35.600,1.600,-10.800,1.600,,,,,12.880,0.010,11.886,0.020,12.386,0.010,11.525,0.040,11.262,0.020,,,10.106,0.023,9.630,0.024,9.484,0.018,11.599,gri,,,,548-046137,08395983+1934003,,2015-10-30 07:34:36,1.000,0.000,0.990,70.052,65.994,61.230,14,2,46,,,22
211956096,KTWO211956096-C16,16,STAR,23,08 39 59.828,+19 34 00.31,LC,KLC,,2017-12-07 23:16:00,2018-02-25 12:25:09,GO16009_GO16020_GO16021_GO16022_GO16031_GO16052_GO16060,-35.600,1.600,-10.800,1.600,,,,,12.880,0.010,11.886,0.020,12.386,0.010,11.525,0.040,11.262,0.020,,,10.106,0.023,9.630,0.024,9.484,0.018,11.599,gri,,,,548-046137,08395983+1934003,,2018-05-24 15:24:56,1.000,0.000,0.970,145.511,137.650,133.000,8,4,24,,,22
211956407,KTWO211956407-C05,5,STAR,7,08 38 53.534,+19 34 16.92,LC,KLC,,2015-04-27 02:32:54,2015-07-10 22:25:00,GO5007_GO5018_GO5020_GO5024_GO5048_GO5060,-35.900,2.900,-14.100,3.100,,,,,15.526,0.060,14.172,0.010,14.915,0.039,13.615,0.020,13.119,0.030,,,11.734,0.022,11.100,0.023,10.965,0.022,13.658,gri,,,,548-046072,08385354+1934170,,2015-10-30 05:26:57,1.000,0.000,0.906,197.160,173.394,146.702,14,2,46,,,22
211956407,KTWO211956407-C16,16,STAR,23,08 38 53.534,+19 34 16.92,LC,KLC,,2017-12-07 23:16:00,2018-02-25 12:25:09,GO16022_GO16031_GO16052_GO16060,-35.900,2.900,-14.100,3.100,,,,,15.526,0.060,14.172,0.010,14.915,0.039,13.615,0.020,13.119,0.030,,,11.734,0.022,11.100,0.023,10.965,0.022,13.658,gri,,,,548-046072,08385354+1934170,,2018-05-24 15:24:56,1.000,0.000,0.957,,,,8,4,24,,,22
211956421,KTWO211956421-C05,5,STAR,7,08 38 06.763,+19 34 17.81,LC,KLC,,2015-04-27 02:32:54,2015-07-10 22:25:00,GO5018_GO5024_GO5026_GO5048_GO5095,,,,,,,,,,,,,,,,,,,,,14.338,0.031,13.706,0.037,13.391,0.033,16.828,JHK,,,,,08380676+1934178,,2015-10-30 07:28:09,1.000,0.000,0.681,1844.776,1556.459,1278.953,14,2,46,,,22
211956421,KTWO211956421-C16,16,STAR,23,08 38 06.763,+19 34 17.81,LC,KLC,,2017-12-07 23:16:00,2018-02-25 12:25:09,GO16022_GO16031_GO16060,,,,,,,,,,,,,,,,,,,,,14.338,0.031,13.706,0.037,13.391,0.033,16.828,JHK,,,,,08380676+1934178,,2018-05-24 15:24:56,1.000,0.000,0.737,2197.014,1846.546,1578.969,8,4,24,,,22
211956426,KTWO211956426-C05,5,STAR,7,08 38 41.604,+19 34 18.09,LC,KLC,,2015-04-27 02:32:54,2015-07-10 22:25:00,GO5018_GO5024_GO5026_GO5048_GO5095,-34.000,3.000,-13.000,3.000,,,22.639,0.222,,,,,20.479,0.020,18.936,0.010,17.280,0.006,16.368,0.008,14.831,0.033,14.231,0.041,13.957,0.052,18.240,gri,,,5037-301-3-0113-0552,,08384160+1934180,,2015-10-30 05:24:54,0.934,0.066,0.519,12437.555,10854.297,9095.570,14,2,46,,,22
211956426,KTWO211956426-C16,16,STAR,23,08 38 41.604,+19 34 18.09,LC,KLC,,2017-12-07 23:16:00,2018-02-25 12:25:09,GO16022_GO16031_GO16060,-34.000,3.000,-13.000,3.000,,,22.639,0.222,,,,,20.479,0.020,18.936,0.010,17.280,0.006,16.368,0.008,14.831,0.033,14.231,0.041,13.957,0.052,18.240,gri,,,5037-301-3-0113-0552,,08384160+1934180,,2018-05-24 15:24:56,0.856,0.144,0.627,,,,8,4,24,,,22
211956610,KTWO211956610-C05,5,STAR,7,08 43 12.655,+19 34 29.04,LC,KLC,,2015-04-27 02:32:54,2015-07-10 22:25:00,GO5011_GO5018_GO5024_GO5026_GO5048_GO5095,-37.000,3.000,-16.000,3.000,,,22.346,0.177,,,,,19.701,0.013,18.209,0.008,16.646,0.006,15.778,0.007,14.313,0.030,13.651,0.022,13.463,0.035,17.563,gri,,,5037-301-2-0119-0400,,08431265+1934290,,2015-10-30 08:34:42,1.000,0.000,0.757,1671.223,1476.212,1346.446,14,1,45,,,22
211956610,KTWO211956610-C16,16,STAR,23,08 43 12.655,+19 34 29.04,LC,KLC,,2017-12-07 23:16:00,2018-02-25 12:25:09,GO16022_GO16031_GO16060,-37.000,3.000,-16.000,3.000,,,22.346,0.177,,,,,19.701,0.013,18.209,0.008,16.646,0.006,15.778,0.007,14.313,0.030,13.651,0.022,13.463,0.035,17.563,gri,,,5037-301-2-0119-0400,,08431265+1934290,,2018-05-24 15:24:57,1.000,0.000,0.770,,,,8,1,21,,,22
211956852,KTWO211956852-C05,5,STAR,7,08 39 59.983,+19 34 40.50,LC,KLC,,2015-04-27 02:32:54,2015-07-10 22:25:00,GO5007_GO5018_GO5020_GO5024_GO5029_GO5033_GO5048_GO5060_GO5106,-33.700,2.300,-6.400,4.200,,,,,13.861,0.040,12.855,0.030,13.337,0.040,12.497,0.030,12.227,0.030,,,11.134,0.020,10.650,0.021,10.552,0.018,12.560,gri,,,,548-046138,08395998+1934405,,2015-10-30 05:53:09,1.000,0.000,0.958,192.474,184.446,177.358,14,2,46,,,22
211956852,KTWO211956852-C16,16,STAR,23,08 39 59.983,+19 34 40.50,LC,KLC,,2017-12-07 23:16:00,2018-02-25 12:25:09,GO16009_GO16020_GO16021_GO16022_GO16031_GO16052_GO16060,-33.700,2.300,-6.400,4.200,,,,,13.861,0.040,12.855,0.030,13.337,0.040,12.497,0.030,12.227,0.030,,,11.134,0.020,10.650,0.021,10.552,0.018,12.560,gri,,,,548-046138,08395998+1934405,,2018-05-24 17:14:08,1.000,0.000,0.963,439.789,430.507,433.689,8,4,24,,,22
211956984,KTWO211956984-C05,5,STAR,7,08 42 44.413,+19 34 47.85,LC,KLC,,2015-04-27 02:32:54,2015-07-10 22:25:00,GO5018_GO5024_GO5033_GO5048,-37.200,1.000,-13.700,1.000,,,,,10.078,0.030,9.668,0.028,,,,,,,,,8.857,0.041,8.681,0.026,8.633,0.018,9.632,BV,,1396-6-1,,548-046272,08424441+1934479,,2015-10-30 06:13:16,1.000,4.000e-4,1.000,69.118,67.400,64.739,14,1,45,,,14
211957616,KTWO211957616-C05,5,STAR,7,08 35 47.310,+19 35 22.74,LC,KLC,,2015-04-27 02:32:54,2015-07-10 22:25:00,GO5018_GO5024_GO5026_GO5048_GO5095,-35.000,3.000,-15.000,3.000,,,22.137,0.148,,,,,19.703,0.013,18.210,0.008,16.646,0.006,15.807,0.007,14.368,0.027,13.715,0.032,13.472,0.028,17.563,gri,,,5037-301-4-0109-0298,,08354730+1935227,,2015-10-30 08:53:17,1.000,0.000,0.756,2061.340,1731.558,1416.903,14,2,46,,,14
211957804,KTWO211957804-C05,5,STAR,7,08 36 31.223,+19 35 33.41,LC,KLC,,2015-04-27 02:32:54,2015-07-10 22:25:00,GO5018_GO5024_GO5026_GO5048_GO5095_GO5097,-33.000,3.000,-12.000,3.000,,,21.751,0.157,,,,,18.971,0.009,17.537,0.005,16.079,0.004,15.317,0.005,13.898,0.025,13.284,0.023,13.014,0.022,16.947,gri,,,5045-301-3-0121-0302,,08363122+1935334,,2015-10-30 06:18:04,1.000,0.000,0.649,1278.605,1091.833,899.159,14,2,46,,,14
211958252,KTWO211958252-C05,5,STAR,7,08 36 55.984,+19 35 57.09,LC,KLC,,2015-04-27 02:32:54,2015-07-10 22:25:00,GO5006_GO5018_GO5024_GO5026_GO5048_GO5095_GO5097,-34.000,3.000,-11.000,3.000,,,20.640,0.067,,,,,18.000,0.006,16.595,0.004,15.334,0.004,14.649,0.005,13.298,0.023,12.651,0.023,12.428,0.019,16.134,gri,,,5045-301-3-0122-0256,,08365598+1935570,,2015-10-30 06:47:55,1.000,0.000,0.882,834.403,760.276,675.510,14,2,46,,,14
211958260,KTWO211958260-C05,5,STAR,7,08 37 46.412,+19 35 57.45,LC,KLC,,2015-04-27 02:32:54,2015-07-10 22:25:00,GO5007_GO5018_GO5024_GO5029_GO5033_GO5048_GO5060_GO5095_GO5106,-38.600,1.500,-12.100,1.700,,,,,13.252,0.010,12.305,0.010,12.767,0.020,12.007,0.010,11.808,0.010,,,10.725,0.026,10.341,0.032,10.244,0.018,12.095,gri,,,,548-046009,08374640+1935575,,2015-10-30 09:22:58,1.000,0.000,0.974,158.682,145.366,132.228,14,2,46,,,14
211958562,KTWO211958562-C05,5,STAR,7,08 42 34.027,+19 36 12.27,LC,KLC,,2015-04-27 02:32:54,2015-07-10 22:25:00,GO5006_GO5018_GO5024_GO5048_GO5095_GO5097,-34.100,7.400,-15.300,7.200,,,,,,,,,,,,,,,,,12.931,0.023,12.379,0.022,12.106,0.022,15.073,JHK,,,5037-301-2-0118-0398,549-045599,08423402+1936123,,2015-10-30 07:57:22,1.000,0.000,0.828,671.471,595.546,500.837,14,1,45,,,22
211958562,KTWO211958562-C16,16,STAR,23,08 42 34.027,+19 36 12.27,LC,KLC,,2017-12-07 23:16:00,2018-02-25 12:25:09,GO16022_GO16031_GO16052_GO16060,-34.100,7.400,-15.300,7.200,,,,,,,,,,,,,,,,,12.931,0.023,12.379,0.022,12.106,0.022,15.073,JHK,,,5037-301-2-0118-0398,549-045599,08423402+1936123,,2018-05-24 17:14:47,1.000,0.000,0.875,797.925,758.717,698.747,8,4,24,,,22
211958687,KTWO211958687-C05,5,STAR,7,08 45 47.970,+19 36 18.76,LC,KLC,,2015-04-27 02:32:54,2015-07-10 22:25:00,GO5011_GO5018_GO5024_GO5026_GO5048_GO5095,,,,,,,,,,,,,,,,,,,,,13.898,0.027,13.254,0.026,13.000,0.029,16.271,JHK,,,,,08454796+1936187,,2015-10-30 08:21:06,1.000,0.000,0.855,1484.821,1246.895,1066.429,14,1,45,,,22
211958687,KTWO211958687-C16,16,STAR,23,08 45 47.970,+19 36 18.76,LC,KLC,,2017-12-07 23:16:00,2018-02-25 12:25:09,GO16022_GO16031_GO16060,,,,,,,,,,,,,,,,,,,,,13.898,0.027,13.254,0.026,13.000,0.029,16.271,JHK,,,,,08454796+1936187,,2018-05-24 17:14:47,1.000,0.000,0.623,,,,8,1,21,,,22
211958800,KTWO211958800-C05,5,STAR,7,08 32 07.336,+19 36 24.09,LC,KLC,,2015-04-27 02:32:54,2015-07-10 22:25:00,GO5018_GO5024_GO5026_GO5048_GO5095,,,,,,,23.450,0.636,,,,,21.077,0.037,19.601,0.019,17.813,0.007,16.853,0.012,15.246,0.045,14.699,0.058,14.440,0.072,18.792,gri,,,5045-301-4-0115-0579,,08320733+1936240,,2015-10-30 05:31:32,0.777,0.223,0.872,6252.855,4869.258,3824.521,19,2,66,,,14
211958929,KTWO211958929-C05,5,STAR,7,08 41 53.592,+19 36 30.68,LC,KLC,,2015-04-27 02:32:54,2015-07-10 22:25:00,GO5018_GO5024_GO5026_GO5048_GO5095,-46.000,3.000,-23.000,3.000,,,22.541,0.239,,,,,19.927,0.015,18.422,0.008,16.897,0.005,16.080,0.007,14.561,0.029,13.936,0.040,13.673,0.050,17.806,gri,,,5061-301-6-0115-0418,,08415359+1936306,,2015-10-30 05:40:33,1.000,0.000,0.700,1850.979,1639.251,1391.421,14,1,45,,,22
211958929,KTWO211958929-C16,16,STAR,23,08 41 53.592,+19 36 30.68,LC,KLC,,2017-12-07 23:16:00,2018-02-25 12:25:09,GO16022_GO16060,-46.000,3.000,-23.000,3.000,,,22.541,0.239,,,,,19.927,0.015,18.422,0.008,16.897,0.005,16.080,0.007,14.561,0.029,13.936,0.040,13.673,0.050,17.806,gri,,,5061-301-6-0115-0418,,08415359+1936306,,2018-05-24 17:14:48,1.000,0.000,0.718,1751.364,1496.569,1273.334,8,4,24,,,22
211959273,KTWO211959273-C05,5,STAR,7,08 38 58.326,+19 36 49.58,LC,KLC,,2015-04-27 02:32:54,2015-07-10 22:25:00,GO5007_GO5018_GO5020_GO5024_GO5048_GO5060_GO5095,-27.500,2.300,-12.600,2.500,,,,,14.899,0.040,13.771,0.020,14.379,0.036,13.301,0.010,12.952,0.030,,,11.702,0.020,11.165,0.023,11.037,0.022,13.380,gri,,,,549-045416,08385833+1936497,,2015-10-30 07:50:57,1.000,0.000,0.951,189.127,167.454,154.511,14,2,46,,,22
211959273,KTWO211959273-C16,16,STAR,23,08 38 58.326,+19 36 49.58,LC,KLC,,2017-12-07 23:16:00,2018-02-25 12:25:09,GO16021_GO16022_GO16031_GO16052_GO16060,-27.500,2.300,-12.600,2.500,,,,,14.899,0.040,13.771,0.020,14.379,0.036,13.301,0.010,12.952,0.030,,,11.702,0.020,11.165,0.023,11.037,0.022,13.380,gri,,,,549-045416,08385833+1936497,,2018-05-24 17:14:50,1.000,0.000,0.952,,,,8,4,24,,,22
