,Unnamed: 0,EPIC,Tmax_x,Tmin,alpha,alpha_err,beta,beta_err,cluster,count_per_yr,high_yerr,istart,istop,logE,low_yerr,maxenerg,n_obj,nflares,tobs,nobin,clr,age,Tmax_y,saturated1
665,246,211139647,3249.0,3000.0,-2.051605337445514,0.01985156194522109,34.899746382125585,0.6553974156033638,Pleiades,-0.12714587033237226,0.17097930185253385,2321,2326,33.28949730956019,0.2860455314591737,6.024271647734759e+34,224,94,33.503168301772014,False,v,0.125,7000.0,0.0
664,31,210967582,3249.0,3000.0,-2.051605337445514,0.01985156194522109,34.899746382125585,0.6553974156033638,Pleiades,-0.11011253103359198,0.1669933791545195,1221,1225,33.24777434701889,0.2748268745969105,6.024271647734759e+34,224,94,33.503168301772014,False,v,0.125,7000.0,0.0
663,109,211045147,3249.0,3000.0,-2.051605337445514,0.01985156194522109,34.899746382125585,0.6553974156033638,Pleiades,-0.0937221148454226,0.16652064817732093,721,726,33.23810012551071,0.2735220702167682,6.024271647734759e+34,224,94,33.503168301772014,False,v,0.125,7000.0,0.0
662,104,211041750,3249.0,3000.0,-2.051605337445514,0.01985156194522109,34.899746382125585,0.6553974156033638,Pleiades,-0.07792784766219074,0.1652974283037112,3142,3147,33.238037484483854,0.27017041854800583,6.024271647734759e+34,224,94,33.503168301772014,False,v,0.125,7000.0,0.0
661,240,211119314,3249.0,3000.0,-2.051605337445514,0.01985156194522109,34.899746382125585,0.6553974156033638,Pleiades,-0.06268788110545387,0.16749686336055913,1608,1610,33.23629711895357,0.2762224569720213,6.024271647734759e+34,224,94,33.503168301772014,False,v,0.125,7000.0,0.0
660,82,211027607,3249.0,3000.0,-2.051605337445514,0.01985156194522109,34.899746382125585,0.6553974156033638,Pleiades,-0.04796462428474757,0.16384704654506546,2788,2798,33.21966736668853,0.2662416240881915,6.024271647734759e+34,224,94,33.503168301772014,False,v,0.125,7000.0,0.0
659,13,210940436,3249.0,3000.0,-2.051605337445514,0.01985156194522109,34.899746382125585,0.6553974156033638,Pleiades,-0.03372418517013731,0.16034956242206344,195,197,33.21347005646403,0.2569637249747174,6.024271647734759e+34,224,94,33.503168301772014,False,v,0.125,7000.0,0.0
658,78,211025773,3249.0,3000.0,-2.051605337445514,0.01985156194522109,34.899746382125585,0.6553974156033638,Pleiades,-0.019935900684503904,0.1628413693407993,1691,1695,33.20544813399063,0.26354577291895365,6.024271647734759e+34,224,94,33.503168301772014,False,v,0.125,7000.0,0.0
622,33,210967582,3249.0,3000.0,-2.051605337445514,0.01985156194522109,34.899746382125585,0.6553974156033638,Pleiades,0.30742303370182644,0.13066763854319596,3051,3053,32.92628617462668,0.18778088697013828,6.024271647734759e+34,224,94,33.503168301772014,False,v,0.125,,
657,114,211051561,3249.0,3000.0,-2.051605337445514,0.01985156194522109,34.899746382125585,0.6553974156033638,Pleiades,-0.006571939126522429,0.1604607383346166,1388,1393,33.20000447026172,0.257254478472543,6.024271647734759e+34,224,94,33.503168301772014,False,v,0.125,7000.0,0.0
655,135,211059880,3249.0,3000.0,-2.051605337445514,0.01985156194522109,34.899746382125585,0.6553974156033638,Pleiades,0.01898216534586572,0.1552103335089119,602,605,33.172789644258124,0.24380994181796825,6.024271647734759e+34,224,94,33.503168301772014,False,v,0.125,7000.0,0.0
654,230,211103322,3249.0,3000.0,-2.051605337445514,0.01985156194522109,34.899746382125585,0.6553974156033638,Pleiades,0.03121662176287732,0.15517140903751206,2262,2269,33.17009738601555,0.2437124036112324,6.024271647734759e+34,224,94,33.503168301772014,False,v,0.125,7000.0,0.0
653,214,211086170,3249.0,3000.0,-2.051605337445514,0.01985156194522109,34.899746382125585,0.6553974156033638,Pleiades,0.043115845062585034,0.15427968084543495,811,813,33.16309611689881,0.2414862405870537,6.024271647734759e+34,224,94,33.503168301772014,False,v,0.125,7000.0,0.0
652,111,211047055,3249.0,3000.0,-2.051605337445514,0.01985156194522109,34.899746382125585,0.6553974156033638,Pleiades,0.05469771761240017,0.1562699780724499,1630,1633,33.160615600058925,0.24647706638349964,6.024271647734759e+34,224,94,33.503168301772014,False,v,0.125,7000.0,0.0
651,235,211107439,3249.0,3000.0,-2.051605337445514,0.01985156194522109,34.899746382125585,0.6553974156033638,Pleiades,0.06597872802208915,0.1556048595343935,2424,2426,33.157825570975945,0.2448002908719389,6.024271647734759e+34,224,94,33.503168301772014,False,v,0.125,7000.0,0.0
650,73,211013627,3249.0,3000.0,-2.051605337445514,0.01985156194522109,34.899746382125585,0.6553974156033638,Pleiades,0.07697411232355256,0.1542035729216853,2728,2730,33.15100669236559,0.2412969787252295,6.024271647734759e+34,224,94,33.503168301772014,False,v,0.125,7000.0,0.0
649,39,210978953,3249.0,3000.0,-2.051605337445514,0.01985156194522109,34.899746382125585,0.6553974156033638,Pleiades,0.0876979777153255,0.15163365660864958,1888,1899,33.11874611429699,0.23497330383230494,6.024271647734759e+34,224,94,33.503168301772014,False,v,0.125,7000.0,0.0
648,117,211051975,3249.0,3000.0,-2.051605337445514,0.01985156194522109,34.899746382125585,0.6553974156033638,Pleiades,0.0981634113934906,0.14931197672818075,2859,2863,33.11461734878512,0.2293699982168373,6.024271647734759e+34,224,94,33.503168301772014,False,v,0.125,7000.0,0.0
647,90,211034329,3249.0,3000.0,-2.051605337445514,0.01985156194522109,34.899746382125585,0.6553974156033638,Pleiades,0.10838257657517668,0.14805652328232233,1659,1665,33.105229216408105,0.2263821383416871,6.024271647734759e+34,224,94,33.503168301772014,False,v,0.125,7000.0,0.0
656,11,210927253,3249.0,3000.0,-2.051605337445514,0.01985156194522109,34.899746382125585,0.6553974156033638,Pleiades,0.006393038037845189,0.15717416393666084,280,283,33.198866191589325,0.2487711194007174,6.024271647734759e+34,224,94,33.503168301772014,False,v,0.125,7000.0,0.0
621,182,211075627,3249.0,3000.0,-2.051605337445514,0.01985156194522109,34.899746382125585,0.6553974156033638,Pleiades,0.3137632117328453,0.13078107335497013,262,264,32.924545221197754,0.18801713582820104,6.024271647734759e+34,224,94,33.503168301772014,False,v,0.125,,
620,252,220115919,3249.0,3000.0,-2.051605337445514,0.01985156194522109,34.899746382125585,0.6553974156033638,Pleiades,0.320012161009847,0.12927975018754756,1291,1302,32.92185589256713,0.1849056681952177,6.024271647734759e+34,224,94,33.503168301772014,False,v,0.125,,
619,208,211083672,3249.0,3000.0,-2.051605337445514,0.01985156194522109,34.899746382125585,0.6553974156033638,Pleiades,0.3261724697146653,0.12814180799899574,271,274,32.911763251204725,0.18256915633015613,6.024271647734759e+34,224,94,33.503168301772014,False,v,0.125,,
1347,50,211974687,3249.0,3000.0,-2.047590376245808,0.0270878918510007,34.50734053581644,0.909730494378992,M44,-0.38406114484872056,0.27014513148651864,2403,2406,33.330989989835054,0.8623595400541813,2.3480612676137143e+34,206,22,33.899179025020906,False,o,0.63,7000.0,0.0
1346,6,211835162,3249.0,3000.0,-2.047590376245808,0.0270878918510007,34.50734053581644,0.909730494378992,M44,-0.3540979214712772,0.2581785340677529,1590,1601,33.29974856434675,0.7260382495788947,2.3480612676137143e+34,206,22,33.899179025020906,False,o,0.63,7000.0,0.0
1345,12,211892510,3249.0,3000.0,-2.047590376245808,0.0270878918510007,34.50734053581644,0.909730494378992,M44,-0.3260691978710337,0.2540819613438197,2613,2614,33.29175928347487,0.6883994746170039,2.3480612676137143e+34,206,22,33.899179025020906,False,o,0.63,7000.0,0.0
1344,84,212032381,3249.0,3000.0,-2.047590376245808,0.0270878918510007,34.50734053581644,0.909730494378992,M44,-0.29974025914868463,0.253173355211723,1466,1468,33.288905172199634,0.6805207205724728,2.3480612676137143e+34,206,22,33.899179025020906,False,o,0.63,7000.0,0.0
1343,32,211937538,3249.0,3000.0,-2.047590376245808,0.0270878918510007,34.50734053581644,0.909730494378992,M44,-0.2749166754236525,0.24514665250612502,1785,1790,33.1922195025734,0.6171140302495997,2.3480612676137143e+34,206,22,33.899179025020906,False,o,0.63,7000.0,0.0
1342,74,212021901,3249.0,3000.0,-2.047590376245808,0.0270878918510007,34.50734053581644,0.909730494378992,M44,-0.25143557957412965,0.2453673818408601,325,327,33.16702753609126,0.6187248103198373,2.3480612676137143e+34,206,22,33.899179025020906,False,o,0.63,7000.0,0.0
1341,33,211938350,3249.0,3000.0,-2.047590376245808,0.0270878918510007,34.50734053581644,0.909730494378992,M44,-0.2291591848629773,0.2441922637856304,123,133,33.14958720670298,0.6102265466023546,2.3480612676137143e+34,206,22,33.899179025020906,False,o,0.63,7000.0,0.0
1340,31,211937242,3249.0,3000.0,-2.047590376245808,0.0270878918510007,34.50734053581644,0.909730494378992,M44,-0.2079698857930392,0.2370631396466509,2648,2660,33.07950159737789,0.5623902413970574,2.3480612676137143e+34,206,22,33.899179025020906,False,o,0.63,7000.0,0.0
1339,16,211897054,3249.0,3000.0,-2.047590376245808,0.0270878918510007,34.50734053581644,0.909730494378992,M44,-0.18776649970475234,0.22968429372345,598,600,33.056202012305434,0.5185711012438919,2.3480612676137143e+34,206,22,33.899179025020906,False,o,0.63,7000.0,0.0
1348,63,211991662,3249.0,3000.0,-2.047590376245808,0.0270878918510007,34.50734053581644,0.909730494378992,M44,-0.4162458282201218,0.2681580590790347,1665,1670,33.370016770719644,0.8362613279841185,2.3480612676137143e+34,206,22,33.899179025020906,False,o,0.63,7000.0,0.0
607,85,211027879,3249.0,3000.0,-2.051605337445514,0.01985156194522109,34.899746382125585,0.6553974156033638,Pleiades,0.393992213371664,0.1197441502707306,1370,1372,32.805236378213856,0.16588484787697833,6.024271647734759e+34,224,94,33.503168301772014,False,v,0.125,,
605,12,210927253,3249.0,3000.0,-2.051605337445514,0.01985156194522109,34.899746382125585,0.6553974156033638,Pleiades,0.4043330467098829,0.11870999721800413,287,289,32.79475353433375,0.1638955408837881,6.024271647734759e+34,224,94,33.503168301772014,False,v,0.125,,
604,55,211007016,3249.0,3000.0,-2.051605337445514,0.01985156194522109,34.899746382125585,0.6553974156033638,Pleiades,0.4094125722391577,0.1184297440565969,1151,1153,32.78250405527526,0.16335882116424694,6.024271647734759e+34,224,94,33.503168301772014,False,v,0.125,,
603,122,211053678,3249.0,3000.0,-2.051605337445514,0.01985156194522109,34.899746382125585,0.6553974156033638,Pleiades,0.4144333736142085,0.11756778682908453,1336,1338,32.776061241580926,0.16171437034846806,6.024271647734759e+34,224,94,33.503168301772014,False,v,0.125,,
602,183,211075627,3249.0,3000.0,-2.051605337445514,0.01985156194522109,34.899746382125585,0.6553974156033638,Pleiades,0.4193967931457587,0.11790171092829604,1476,1478,32.76656519075136,0.1623503084166431,6.024271647734759e+34,224,94,33.503168301772014,False,v,0.125,,
601,241,211119314,3249.0,3000.0,-2.051605337445514,0.01985156194522109,34.899746382125585,0.6553974156033638,Pleiades,0.4243041276405029,0.11734922645398925,1619,1622,32.758472345028146,0.16129890332474894,6.024271647734759e+34,224,94,33.503168301772014,False,v,0.125,,
600,139,211059880,3249.0,3000.0,-2.051605337445514,0.01985156194522109,34.899746382125585,0.6553974156033638,Pleiades,0.4291566304349148,0.11669633482832965,1706,1717,32.74695739089883,0.1600614069711801,6.024271647734759e+34,224,94,33.503168301772014,False,v,0.125,,
599,71,211013191,3249.0,3000.0,-2.051605337445514,0.01985156194522109,34.899746382125585,0.6553974156033638,Pleiades,0.4339555133166837,0.11689439985886076,2146,2153,32.746344032564714,0.16043625220440386,6.024271647734759e+34,224,94,33.503168301772014,False,v,0.125,,
598,149,211063081,3249.0,3000.0,-2.051605337445514,0.01985156194522109,34.899746382125585,0.6553974156033638,Pleiades,0.4387019483411454,0.11612848219050442,2680,2682,32.741368552651466,0.15898945973197054,6.024271647734759e+34,224,94,33.503168301772014,False,v,0.125,,
597,142,211059880,3249.0,3000.0,-2.051605337445514,0.01985156194522109,34.899746382125585,0.6553974156033638,Pleiades,0.44339706954952507,0.11532908633009795,2288,2291,32.69786520238077,0.15748725584345658,6.024271647734759e+34,224,94,33.503168301772014,False,v,0.125,,
606,49,211004548,3249.0,3000.0,-2.051605337445514,0.01985156194522109,34.899746382125585,0.6553974156033638,Pleiades,0.3991934070574717,0.1191658833707292,3254,3256,32.798766810130026,0.16477078147108482,6.024271647734759e+34,224,94,33.503168301772014,False,v,0.125,,
667,124,211053678,3249.0,3000.0,-2.051605337445514,0.01985156194522109,34.899746382125585,0.6553974156033638,Pleiades,-0.1633580429868171,0.17769212681044744,2423,2426,33.30171640167598,0.3058683124927297,6.024271647734759e+34,224,94,33.503168301772014,False,v,0.125,7000.0,0.0
1349,39,211943375,3249.0,3000.0,-2.047590376245808,0.0270878918510007,34.50734053581644,0.909730494378992,M44,-0.4510079344793336,0.2815690271544202,1011,1019,33.394378277022874,1.0572840149106184,2.3480612676137143e+34,206,22,33.899179025020906,False,o,0.63,7000.0,0.0
1351,10,211892510,3249.0,3000.0,-2.047590376245808,0.0270878918510007,34.50734053581644,0.909730494378992,M44,-0.5301891805269585,0.3121472755300629,1245,1250,33.45821149485297,3.3010299956639813,2.3480612676137143e+34,206,22,33.899179025020906,False,o,0.63,7000.0,0.0
618,108,211043323,3249.0,3000.0,-2.051605337445514,0.01985156194522109,34.899746382125585,0.6553974156033638,Pleiades,0.33224661742685857,0.12696697064778115,2666,2672,32.886633060253054,0.1801763669114296,6.024271647734759e+34,224,94,33.503168301772014,False,v,0.125,,
617,125,211055359,3249.0,3000.0,-2.051605337445514,0.01985156194522109,34.899746382125585,0.6553974156033638,Pleiades,0.33823698111604594,0.1257700200379157,1140,1142,32.88341804402702,0.17775861467816334,6.024271647734759e+34,224,94,33.503168301772014,False,v,0.125,,
616,30,210967582,3249.0,3000.0,-2.051605337445514,0.01985156194522109,34.899746382125585,0.6553974156033638,Pleiades,0.3441458407265663,0.1257183374062798,930,935,32.877264200300466,0.17765467163190166,6.024271647734759e+34,224,94,33.503168301772014,False,v,0.125,,
615,100,211040347,3249.0,3000.0,-2.051605337445514,0.01985156194522109,34.899746382125585,0.6553974156033638,Pleiades,0.3499753843872901,0.1254828477773624,496,499,32.85840969101477,0.17718153076314502,6.024271647734759e+34,224,94,33.503168301772014,False,v,0.125,,
