,EPIC,L_bol,L_bol_err,Teff,Tmax,Tmin,clustered,clusterederr,clusterenergy,clusterenergy_err,count_true,energ_true,istart,istop,stars_in_bin,tobs
169,212078811,1.091591113123216e+32,3.141851780902868e+31,3550,3749.0,3500.0,36.149668223855926,6.812287341600873,1.3911229705891502e+32,7.246507627261649e+31,2.125,3.765154043451781e+32,2842.0,2844.0,152,24.988028937561793
119,211985566,1.3742317915994988e+32,5.53749986589713e+31,3650,3749.0,3500.0,39.01675075672347,8.56550628069687,2.0188042235288644e+32,1.1017241276044104e+32,4.5,4.351818579463862e+32,1493.0,1495.0,152,24.988028937561793
19,211908928,1.091591113123216e+32,3.141851780902868e+31,3550,3749.0,3500.0,61.23055287690093,10.507760068195337,2.3562935095686134e+32,1.1877454733604344e+32,1.6666666666666667,4.602672204254228e+32,608.0,610.0,152,24.988028937561793
109,211980574,1.091591113123216e+32,3.141851780902868e+31,3550,3749.0,3500.0,52.02821412311289,10.103013913298202,2.0021661979633234e+32,1.0544353572585117e+32,4.75,4.6371434541956235e+32,53.0,55.0,152,24.988028937561793
15,211889082,1.3742317915994988e+32,5.53749986589713e+31,3650,3749.0,3500.0,46.709137639697225,9.472053238887352,2.4168236082078764e+32,1.2784633840215166e+32,1.7999999999999998,4.716015792672742e+32,2620.0,2622.0,152,24.988028937561793
16,211892240,8.357184523416163e+31,2.79025363293769e+31,3500,3749.0,3500.0,88.55174298545379,15.521176332221584,2.5790570796615232e+32,1.2937191766319298e+32,1.2857142857142856,5.4337669340006844e+32,2701.0,2703.0,152,24.988028937561793
155,212013619,8.357184523416163e+31,2.79025363293769e+31,3500,3749.0,3500.0,49.513633358745196,137.68992403681077,1.4420776186710806e+32,4.4808171582479196e+32,2.2222222222222223,5.531707581483179e+32,1098.0,1101.0,152,24.988028937561793
146,212005503,8.357184523416163e+31,2.79025363293769e+31,3500,3749.0,3500.0,87.1340239148382,15.13962659409286,2.5377662108116245e+32,1.2691314500399889e+32,2.4,5.6267931291698954e+32,2819.0,2821.0,152,24.988028937561793
94,211970517,1.091591113123216e+32,3.141851780902868e+31,3550,3749.0,3500.0,71.83317547524788,78.96520675818564,2.7643069871394678e+32,3.957796348587468e+32,1.4444444444444444,5.782339338661426e+32,1639.0,1644.0,152,24.988028937561793
35,211924229,1.091591113123216e+32,3.141851780902868e+31,3550,3749.0,3500.0,66.87564025053128,12.148433517555338,2.5735295480243573e+32,1.3231055283513896e+32,1.090909090909091,5.8287643206344136e+32,1237.0,1239.0,152,24.988028937561793
26,211915940,8.357184523416163e+31,2.79025363293769e+31,3500,3749.0,3500.0,168.27980544168776,30.3715605631802,4.90112570296602e+32,2.4840342601122426e+32,4.125,6.212569113528027e+32,885.0,887.0,152,24.988028937561793
9,211846954,8.357184523416163e+31,2.79025363293769e+31,3500,3749.0,3500.0,133.11648689085746,24.404855457954902,3.8769989879468765e+32,1.9760343075404587e+32,3.8000000000000003,6.245609320490318e+32,1777.0,1779.0,152,24.988028937561793
86,211969273,1.091591113123216e+32,3.141851780902868e+31,3550,3749.0,3500.0,76.30945694897343,13.370389313688099,2.9365646671370092e+32,1.490825288847033e+32,1.5454545454545454,6.415720130300512e+32,1442.0,1447.0,152,24.988028937561793
124,211987847,8.357184523416163e+31,2.79025363293769e+31,3500,3749.0,3500.0,29.505945108257013,12.61839034651569,8.593565079351958e+31,6.479571168445105e+31,3.75,6.4161391902592046e+32,888.0,890.0,152,24.988028937561793
21,211908928,1.091591113123216e+32,3.141851780902868e+31,3550,3749.0,3500.0,99.77033595721913,18.18792242565371,3.839393636312598e+32,1.97637316093655e+32,1.2,6.508113539483556e+32,2657.0,2659.0,152,24.988028937561793
128,211988628,1.091591113123216e+32,3.141851780902868e+31,3550,3749.0,3500.0,107.03327574967378,19.038725089882416,4.118888383448951e+32,2.1020359314436596e+32,1.2142857142857144,6.84026454832526e+32,1583.0,1587.0,152,24.988028937561793
173,212112752,8.357184523416163e+31,2.79025363293769e+31,3500,3749.0,3500.0,119.16007265108814,20.469859451510967,3.470520383029087e+32,1.7287750983201524e+32,1.2857142857142856,6.844538947334951e+32,1834.0,1836.0,152,24.988028937561793
29,211918605,8.357184523416163e+31,2.79025363293769e+31,3500,3749.0,3500.0,181.55923871137733,30.929062261176384,5.287887332194612e+32,2.6264898494191602e+32,1.5333333333333332,7.049646591891313e+32,3290.0,3295.0,152,24.988028937561793
60,211945445,8.357184523416163e+31,2.79025363293769e+31,3500,3749.0,3500.0,139.0834518599281,24.983041729349647,4.050786004765979e+32,2.0495887430771054e+32,1.5,7.17269681077229e+32,66.0,68.0,152,24.988028937561793
154,212013619,8.357184523416163e+31,2.79025363293769e+31,3500,3749.0,3500.0,132.18747191821691,150.58759501941458,3.849941557324718e+32,5.64225877154337e+32,3.8000000000000003,7.179040226846838e+32,1089.0,1094.0,152,24.988028937561793
147,212007343,8.357184523416163e+31,2.79025363293769e+31,3500,3749.0,3500.0,294.48104136120253,51.415254794531464,8.576718977439733e+32,4.296447103313476e+32,2.75,7.216363424818186e+32,178.0,183.0,152,24.988028937561793
162,212019656,1.091591113123216e+32,3.141851780902868e+31,3550,3749.0,3500.0,158.63363460517894,28.29366439927409,6.1045897196279026e+32,3.118361441324596e+32,4.0,7.273306875517532e+32,561.0,563.0,152,24.988028937561793
59,211941071,1.577829208301114e+32,6.357900525068292e+31,3700,3749.0,3500.0,56.999626948709505,10.272833651522385,3.7202187492892456e+32,1.8727527015445156e+32,2.7272727272727275,7.342678032355076e+32,1465.0,1467.0,152,24.988028937561793
95,211970517,1.091591113123216e+32,3.141851780902868e+31,3550,3749.0,3500.0,110.55836803419307,19.453685001255202,4.254542100104785e+32,2.1631045135051916e+32,1.5454545454545454,7.551270078400597e+32,3295.0,3298.0,152,24.988028937561793
5,211827220,1.091591113123216e+32,3.141851780902868e+31,3550,3749.0,3500.0,98.09587726643834,18.158775804955177,3.774956587163954e+32,1.953828538902833e+32,1.4285714285714286,7.639409681356813e+32,1785.0,1787.0,152,24.988028937561793
8,211846954,8.357184523416163e+31,2.79025363293769e+31,3500,3749.0,3500.0,100.20041741110639,18.338613636507297,2.918323086555216e+32,1.4864950274608367e+32,4.0,7.822758703244783e+32,1752.0,1754.0,152,24.988028937561793
6,211846954,8.357184523416163e+31,2.79025363293769e+31,3500,3749.0,3500.0,211.51811303728496,38.35514201178415,6.16043533999175e+32,3.1275266534107978e+32,4.0,7.824683468158223e+32,251.0,254.0,152,24.988028937561793
22,211912940,1.3742317915994988e+32,5.53749986589713e+31,3650,3749.0,3500.0,127.07212746937937,22.115727782592707,6.574964410222569e+32,3.289045140687878e+32,2.6666666666666665,8.007443359302646e+32,2983.0,2986.0,152,24.988028937561793
2,211827220,1.091591113123216e+32,3.141851780902868e+31,3550,3749.0,3500.0,85.49813263295584,14.504104928343091,3.290166192166952e+32,1.652013033295704e+32,2.428571428571429,8.098901288443415e+32,931.0,934.0,152,24.988028937561793
33,211923569,1.091591113123216e+32,3.141851780902868e+31,3550,3749.0,3500.0,112.4117802751589,20.081215497569293,4.32586569639376e+32,2.2109658614810224e+32,1.1666666666666667,8.263026262329699e+32,2113.0,2118.0,152,24.988028937561793
57,211940224,8.357184523416163e+31,2.79025363293769e+31,3500,3749.0,3500.0,162.7004748947603,27.8258577826008,4.738628484258662e+32,2.3568605723273154e+32,3.230769230769231,8.514775023964502e+32,2727.0,2730.0,152,24.988028937561793
25,211915860,1.577829208301114e+32,6.357900525068292e+31,3700,3749.0,3500.0,47.57596949102057,10.002809165633861,3.1051609140420006e+32,1.6563592977591668e+32,4.2,8.635280576378148e+32,1320.0,1322.0,152,24.988028937561793
13,211885995,1.577829208301114e+32,6.357900525068292e+31,3700,3749.0,3500.0,72.13394942787586,24.80954030628649,4.7079969727405676e+32,3.140748554391066e+32,1.4615384615384615,9.20728051200507e+32,2460.0,2464.0,152,24.988028937561793
