,Unnamed: 0,EPIC,L_bol,L_bol_err,Teff,Tmax,Tmin,clustered,clusterederr,clusterenergy,clusterenergy_err,count_true,energ_true,istart,istop,stars_in_bin,age,saturated
440,1476,211129308,2.1593906887309408e+31,7.706880255224127e+30,4230,7000.0,3000.0,118.59502107803185,22.354500526722976,9.029088202902128e+32,5.429887270120711e+32,1.1666666666666667,1.299116636532432e+33,1172.0,1179.0,712,0.125,True
441,624,211031105,1.3011615595745358e+28,1.1235132039949538e+28,3200,7000.0,3000.0,5365.827030147317,989.326912982432,1.071141852737351e+33,5.8210351246707975e+32,1.7,1.308598479711895e+33,101.0,113.0,712,0.125,False
442,1094,211078992,1.3011615595745358e+28,1.1235132039949538e+28,3200,7000.0,3000.0,4094.110259931055,702.9573183953837,8.172780867692541e+32,4.337835989579353e+32,1.4545454545454546,1.3182958968849757e+33,2052.0,2067.0,712,0.125,False
443,1531,211143504,2.656630928328716e+30,4.893695018525311e+29,3800,7000.0,3000.0,383.6491171986273,62.09546400737932,1.0399821724035256e+33,5.116839274609387e+32,1.2142857142857144,1.349166164971953e+33,2619.0,2624.0,712,0.125,False
444,1438,211120842,9.645643896996797e+32,2.109942005707607e+32,5340,7000.0,3000.0,14.325453661878848,2.8663072435602968,6.071684865002037e+32,2.97930453529288e+32,3.0,1.358439293639451e+33,1805.0,1807.0,712,0.125,True
445,1446,211122237,2.656630928328716e+30,4.893695018525311e+29,3800,7000.0,3000.0,342.63289386287744,66.91303136600783,9.28796875380108e+32,4.8803456906932306e+32,1.4,1.3661084966407473e+33,1207.0,1212.0,712,0.125,False
446,491,211015877,2.656630928328716e+30,4.893695018525311e+29,3800,7000.0,3000.0,290.3805249598955,52.117078881256504,7.871530407174592e+32,4.011614784872598e+32,1.7,1.3689568015733682e+33,1399.0,1407.0,712,0.125,True
447,1109,211079332,1.3011615595745358e+28,1.1235132039949538e+28,3200,7000.0,3000.0,2329.302444777402,518.1868481445406,4.64982065628755e+32,2.704014638481978e+32,3.375,1.3832868624061294e+33,1202.0,1204.0,712,0.125,False
448,1432,211120842,9.645643896996797e+32,2.109942005707607e+32,5340,7000.0,3000.0,15.162869810755208,19.201608111255734,6.426614424431712e+32,1.0005984596018222e+33,2.833333333333333,1.436767188068848e+33,161.0,166.0,712,0.125,True
449,212,210947895,2.4228762028039462e+29,8.089374008782233e+28,3500,7000.0,3000.0,425.3438538303617,93.27371555026177,3.79073058838032e+32,2.0646619415692747e+32,2.4285714285714293,1.4453871749820072e+33,2883.0,2885.0,712,0.125,True
450,940,211065006,1.3942197303171907e+31,4.975979829449148e+30,4070,7000.0,3000.0,272.19742635414644,49.20927731347386,1.6388596611687988e+33,8.830521168354384e+32,2.0,1.4514919828453528e+33,778.0,796.0,712,0.125,True
451,1015,211071351,2.0152606473591297e+27,1.1600772812766656e+27,3030,7000.0,3000.0,4929.829630798101,986.8899407138106,4.185824814095138e+32,2.167222536871184e+32,2.888888888888889,1.4599126647838203e+33,307.0,311.0,712,0.125,False
452,533,211020742,2.1593906887309408e+31,7.706880255224127e+30,4230,7000.0,3000.0,69.16136385865181,16.430117968419538,5.265516619807309e+32,3.424927925119409e+32,3.0,1.4751985451893522e+33,1983.0,1985.0,712,0.125,True
453,538,211021098,1.3011615595745358e+28,1.1235132039949538e+28,3200,7000.0,3000.0,7038.005882732989,1815.667683839031,1.4049470134709166e+33,8.669183098987699e+32,1.5,1.5389413416990974e+33,3074.0,3075.0,712,0.125,False
454,315,210988354,4.724232079919543e+29,1.3597432953833746e+29,3550,7000.0,3000.0,1132.4692362929336,1554.8049165424939,1.3159577397961981e+33,2.243532179295513e+33,1.75,1.5469812674508882e+33,2185.0,2203.0,712,0.125,False
455,287,210978953,2.0152606473591297e+27,1.1600772812766656e+27,3030,7000.0,3000.0,45089.93777802129,7761.736032625353,3.828501075131312e+33,1.8748336465110785e+33,2.2857142857142856,1.5529912909160462e+33,2872.0,2886.0,712,0.125,False
456,531,211020742,2.1593906887309408e+31,7.706880255224127e+30,4230,7000.0,3000.0,205.43271101829467,32.934697196309635,1.564037048675964e+33,8.965081909821539e+32,3.0,1.6272752099355988e+33,761.0,768.0,712,0.125,False
457,446,211009416,3.752590928470313e+30,6.912527945600352e+29,3870,7000.0,3000.0,324.7078393091055,72.64752839331841,1.080574824571009e+33,5.693128154357608e+32,1.4545454545454546,1.6547647862473657e+33,3271.0,3273.0,712,0.125,True
458,875,211059775,1.3011615595745358e+28,1.1235132039949538e+28,3200,7000.0,3000.0,5204.714694926486,981.1699841045253,1.0389801441549288e+33,5.68927008662648e+32,1.5454545454545454,1.6676590499892865e+33,1169.0,1177.0,712,0.125,False
459,1359,211110500,3.752590928470313e+30,6.912527945600352e+29,3870,7000.0,3000.0,298.95213079053707,54.34578472045974,9.948640198261304e+32,4.824261534826536e+32,1.5714285714285714,1.7747558309767878e+33,2315.0,2323.0,712,0.125,True
460,1043,211074888,7.661807289480494e+30,2.2934552225196235e+30,4000,7000.0,3000.0,319.097349984181,57.890824805723035,1.3975564989315392e+33,6.590985718662802e+32,1.3333333333333333,1.8118548728640187e+33,1986.0,1996.0,712,0.125,True
461,645,211033155,1.3942197303171907e+31,4.975979829449148e+30,4070,7000.0,3000.0,245.91886896431683,63.64073876291828,1.4806404295002813e+33,9.132936163547152e+32,1.2777777777777777,1.857728353751274e+33,2182.0,2191.0,712,0.125,True
462,984,211068337,1.4266952797331432e+29,4.76337656086982e+28,3410,7000.0,3000.0,1956.8788810002975,365.76901391702484,1.2474498454087348e+33,7.751591203776859e+32,1.1875,1.9131927927984463e+33,2529.0,2539.0,712,0.125,False
