,EPIC,L_bol,L_bol_err,Teff,Tmax,Tmin,clustered,clusterederr,clusterenergy,clusterenergy_err,count_true,energ_true,istart,istop,stars_in_bin,tobs
46,210940618,1.091591113123216e+32,3.141851780902868e+31,3550,3749.0,3500.0,102.56135289042439,18.315519368144095,3.9788700892406945e+32,2.033966578996677e+32,1.4444444444444444,7.616432808871807e+32,2650.0,2652.0,132,20.25037968666819
369,211115713,1.091591113123216e+32,3.141851780902868e+31,3550,3749.0,3500.0,227.54862452242799,40.911033857505195,8.827754221684818e+32,4.523351826120975e+32,4.25,7.636784483761775e+32,1727.0,1729.0,132,20.25037968666819
350,211112686,1.091591113123216e+32,3.141851780902868e+31,3550,3749.0,3500.0,35.33800988027069,70.7752729343918,1.37093892156554e+32,3.2017176058663818e+32,2.5,7.863794047428006e+32,602.0,608.0,132,20.25037968666819
354,211112686,1.091591113123216e+32,3.141851780902868e+31,3550,3749.0,3500.0,27.95954996759117,44.88438432379329,1.08469139631509e+32,2.102070927344928e+32,2.5,7.863794047428006e+32,2201.0,2203.0,132,20.25037968666819
355,211112686,1.091591113123216e+32,3.141851780902868e+31,3550,3749.0,3500.0,45.34357948425195,51.076622306357336,1.7591052288648446e+32,2.5666163392815037e+32,2.5,7.863794047428006e+32,2211.0,2214.0,132,20.25037968666819
0,210833049,1.091591113123216e+32,3.141851780902868e+31,3550,3749.0,3500.0,129.99471573551511,23.166058934867717,5.0431480438054845e+32,2.5761338273617315e+32,2.428571428571429,7.918014579673675e+32,1023.0,1025.0,132,20.25037968666819
195,211046168,1.091591113123216e+32,3.141851780902868e+31,3550,3749.0,3500.0,346.015618103179,57.97823496560217,1.3423684014306816e+33,6.71413065449877e+32,3.4,7.953921669234444e+32,2892.0,2904.0,132,20.25037968666819
403,211131748,1.091591113123216e+32,3.141851780902868e+31,3550,3749.0,3500.0,75.62665933842143,14.477137473288975,2.9339380215891706e+32,1.5375006641627769e+32,1.9000000000000001,8.018213865107309e+32,2252.0,2254.0,132,20.25037968666819
15,210863683,1.3742317915994988e+32,5.53749986589713e+31,3650,3749.0,3500.0,77.80395043514596,13.73195776796542,4.0398627597437934e+32,2.0310995919071042e+32,1.588235294117647,8.030340698663161e+32,1122.0,1124.0,132,20.25037968666819
158,211033487,8.357184523416163e+31,2.79025363293769e+31,3500,3749.0,3500.0,103.99513742241531,17.38397065097209,3.029888487743747e+32,1.4952847501893416e+32,2.6666666666666665,8.26604235914802e+32,1291.0,1295.0,132,20.25037968666819
81,210988354,1.091591113123216e+32,3.141851780902868e+31,3550,3749.0,3500.0,78.37334301222998,13.32778618878407,3.0404956790919795e+32,1.5283537928928205e+32,2.875,8.293594416723855e+32,875.0,878.0,132,20.25037968666819
134,211008438,1.091591113123216e+32,3.141851780902868e+31,3550,3749.0,3500.0,104.33066575954129,21.179285093691277,4.047510623467648e+32,2.1678970275560563e+32,4.0,8.444395866445568e+32,1100.0,1102.0,132,20.25037968666819
396,211129321,8.357184523416163e+31,2.79025363293769e+31,3500,3749.0,3500.0,101.74953074107867,18.031684972297985,2.9644629495847312e+32,1.4928042147411727e+32,2.25,8.449252109189041e+32,2086.0,2088.0,132,20.25037968666819
395,211129321,8.357184523416163e+31,2.79025363293769e+31,3500,3749.0,3500.0,144.57485893070876,27.480007204453372,4.212174833829428e+32,2.1752710868089036e+32,1.7999999999999998,8.828220728608001e+32,1251.0,1253.0,132,20.25037968666819
21,210872505,1.091591113123216e+32,3.141851780902868e+31,3550,3749.0,3500.0,111.129641860386,19.76258503469288,4.3112770606558916e+32,2.200667708583873e+32,3.5,8.904943066722554e+32,1372.0,1374.0,132,20.25037968666819
60,210963935,1.3742317915994988e+32,5.53749986589713e+31,3650,3749.0,3500.0,104.4111735186979,19.64682163158643,5.421406101364159e+32,2.7889770910167047e+32,1.3333333333333333,9.037389297918475e+32,2247.0,2250.0,132,20.25037968666819
72,210974237,1.3742317915994988e+32,5.53749986589713e+31,3650,3749.0,3500.0,94.60607868300762,17.000950871113236,4.912290082692593e+32,2.4854845424731482e+32,1.7999999999999998,9.135773305239405e+32,2774.0,2777.0,132,20.25037968666819
407,211139723,8.357184523416163e+31,2.79025363293769e+31,3500,3749.0,3500.0,245.8073149753322,44.922818835592714,7.161572861063706e+32,3.646002093568144e+32,1.8888888888888888,9.143675341343753e+32,1239.0,1243.0,132,20.25037968666819
159,211033487,8.357184523416163e+31,2.79025363293769e+31,3500,3749.0,3500.0,160.1422236299848,33.96182264151106,4.665728531203343e+32,2.5121354605901458e+32,3.2,9.25518622909397e+32,2142.0,2144.0,132,20.25037968666819
157,211033487,8.357184523416163e+31,2.79025363293769e+31,3500,3749.0,3500.0,163.4741641147184,29.33679407064721,4.762804301924578e+32,2.4090663783061717e+32,3.2,9.25518622909397e+32,622.0,624.0,132,20.25037968666819
