,Unnamed: 0,EPIC,Tmax,Tmin,alpha,alpha_err,beta,beta_err,cluster,count_per_yr,high_yerr,istart,istop,logE,low_yerr,maxenerg,n_obj,nflares,tobs,nobin,clr,age,saturated,saturated1
14,1248,211093581,7000.0,3000.0,-2.164310134666965,0.010237804512765243,38.24637609276592,0.33329990266540505,Pleiades,0.6314625434436976,0.04648237053187465,2340.0,2342.0,32.2607681042577,0.052060327147246184,1.800899822778249e+34,712,496,112.61195414099936,False,v,0.125,False,False
15,155,210911601,7000.0,3000.0,-2.164310134666965,0.010237804512765243,38.24637609276592,0.33329990266540505,Pleiades,0.6305605815786799,0.046548613255645854,1074.0,1077.0,32.26096247051516,0.05214345672318332,1.800899822778249e+34,712,496,112.61195414099936,False,v,0.125,False,False
16,758,211046948,7000.0,3000.0,-2.164310134666965,0.010237804512765243,38.24637609276592,0.33329990266540505,Pleiades,0.6296567425804351,0.04661545962326663,3245.0,3247.0,32.262163450333254,0.0522273728178031,1.800899822778249e+34,712,496,112.61195414099936,False,v,0.125,False,False
17,375,211003744,7000.0,3000.0,-2.164310134666965,0.010237804512765243,38.24637609276592,0.33329990266540505,Pleiades,0.6287510186194112,0.04665107984404005,3090.0,3093.0,32.262652171550776,0.05227210083161626,1.800899822778249e+34,712,496,112.61195414099936,False,v,0.125,False,False
18,1326,211103431,7000.0,3000.0,-2.164310134666965,0.010237804512765243,38.24637609276592,0.33329990266540505,Pleiades,0.6278434018169667,0.04669280815871124,2867.0,2869.0,32.26266028630658,0.052324509254850333,1.800899822778249e+34,712,496,112.61195414099936,False,v,0.125,False,False
19,57,210833049,7000.0,3000.0,-2.164310134666965,0.010237804512765243,38.24637609276592,0.33329990266540505,Pleiades,0.6269338842449619,0.04663276307854503,3000.0,3003.0,32.26496696533195,0.052249099588575376,1.800899822778249e+34,712,496,112.61195414099936,False,v,0.125,True,False
20,1251,211093906,7000.0,3000.0,-2.164310134666965,0.010237804512765243,38.24637609276592,0.33329990266540505,Pleiades,0.6260224579253411,0.04656030441402592,514.0,523.0,32.2667514338279,0.05215813120575241,1.800899822778249e+34,712,496,112.61195414099936,False,v,0.125,False,False
21,1381,211113286,7000.0,3000.0,-2.164310134666965,0.010237804512765243,38.24637609276592,0.33329990266540505,Pleiades,0.6251091148297143,0.04661822939049687,1103.0,1105.0,32.26810886360906,0.052230850494688674,1.800899822778249e+34,712,496,112.61195414099936,False,v,0.125,False,False
22,1006,211070495,7000.0,3000.0,-2.164310134666965,0.010237804512765243,38.24637609276592,0.33329990266540505,Pleiades,0.6241938468789332,0.0466177354588746,3105.0,3119.0,32.268383163394645,0.05223023031812035,1.800899822778249e+34,712,496,112.61195414099936,False,v,0.125,False,False
23,61,210839388,7000.0,3000.0,-2.164310134666965,0.010237804512765243,38.24637609276592,0.33329990266540505,Pleiades,0.6232766459426595,0.046686300580137015,1748.0,1750.0,32.26839151761921,0.052316335353400856,1.800899822778249e+34,712,496,112.61195414099936,False,v,0.125,False,False
24,60,210839388,7000.0,3000.0,-2.164310134666965,0.010237804512765243,38.24637609276592,0.33329990266540505,Pleiades,0.6223575038389361,0.04675462478276105,1523.0,1525.0,32.26839151761921,0.05240216835224976,1.800899822778249e+34,712,496,112.61195414099936,False,v,0.125,False,False
25,86,210866482,7000.0,3000.0,-2.164310134666965,0.010237804512765243,38.24637609276592,0.33329990266540505,Pleiades,0.6214364123337441,0.04682321364752085,1291.0,1293.0,32.27064431792975,0.05248836448872751,1.800899822778249e+34,712,496,112.61195414099936,False,v,0.125,True,False
26,982,211068337,7000.0,3000.0,-2.164310134666965,0.010237804512765243,38.24637609276592,0.33329990266540505,Pleiades,0.6205133631405655,0.04681352747605594,1961.0,1963.0,32.27081339254929,0.05247618994201275,1.800899822778249e+34,712,496,112.61195414099936,False,v,0.125,False,True
27,421,211006594,7000.0,3000.0,-2.164310134666965,0.010237804512765243,38.24637609276592,0.33329990266540505,Pleiades,0.6195883479199313,0.0468381586029154,1010.0,1012.0,32.27155447139369,0.05250715000203599,1.800899822778249e+34,712,496,112.61195414099936,False,v,0.125,False,False
28,300,210983092,7000.0,3000.0,-2.164310134666965,0.010237804512765243,38.24637609276592,0.33329990266540505,Pleiades,0.6186613582789722,0.046862782859471874,1414.0,1419.0,32.273690583752646,0.05253810538817216,1.800899822778249e+34,712,496,112.61195414099936,False,v,0.125,False,False
29,515,211018106,7000.0,3000.0,-2.164310134666965,0.010237804512765243,38.24637609276592,0.33329990266540505,Pleiades,0.6177323857709602,0.04694642666838167,687.0,689.0,32.2747975613957,0.05264328440344102,1.800899822778249e+34,712,496,112.61195414099936,False,v,0.125,False,False
30,261,210971348,7000.0,3000.0,-2.164310134666965,0.010237804512765243,38.24637609276592,0.33329990266540505,Pleiades,0.6168014218948481,0.04698609138873122,283.0,287.0,32.27746953201687,0.05269317731937262,1.800899822778249e+34,712,496,112.61195414099936,False,v,0.125,False,False
31,1117,211080295,7000.0,3000.0,-2.164310134666965,0.010237804512765243,38.24637609276592,0.33329990266540505,Pleiades,0.615868458094802,0.047057744733016715,508.0,515.0,32.281986082084124,0.0527833337352841,1.800899822778249e+34,712,496,112.61195414099936,False,v,0.125,False,False
32,390,211004687,7000.0,3000.0,-2.164310134666965,0.010237804512765243,38.24637609276592,0.33329990266540505,Pleiades,0.6149334857597286,0.04711564783914657,3086.0,3092.0,32.28236343655865,0.052856213729801205,1.800899822778249e+34,712,496,112.61195414099936,False,v,0.125,False,False
33,583,211025925,7000.0,3000.0,-2.164310134666965,0.010237804512765243,38.24637609276592,0.33329990266540505,Pleiades,0.6139964962228013,0.04716259237115628,1678.0,1680.0,32.28516411301073,0.05291531678062356,1.800899822778249e+34,712,496,112.61195414099936,False,v,0.125,False,False
34,504,211016654,7000.0,3000.0,-2.164310134666965,0.010237804512765243,38.24637609276592,0.33329990266540505,Pleiades,0.6130574807609737,0.04720562695832875,204.0,206.0,32.286905246081375,0.05296950990176974,1.800899822778249e+34,712,496,112.61195414099936,False,v,0.125,False,False
35,168,210927253,7000.0,3000.0,-2.164310134666965,0.010237804512765243,38.24637609276592,0.33329990266540505,Pleiades,0.6121164305944959,0.04715855649761247,280.0,283.0,32.28908064813846,0.05291023505865233,1.800899822778249e+34,712,496,112.61195414099936,False,v,0.125,False,False
36,1025,211071431,7000.0,3000.0,-2.164310134666965,0.010237804512765243,38.24637609276592,0.33329990266540505,Pleiades,0.6111733368864223,0.047237674476087836,3223.0,3227.0,32.28908914954067,0.05300987497455889,1.800899822778249e+34,712,496,112.61195414099936,False,v,0.125,False,False
37,120,210882573,7000.0,3000.0,-2.164310134666965,0.010237804512765243,38.24637609276592,0.33329990266540505,Pleiades,0.6102281907421091,0.04730306084345859,1058.0,1060.0,32.28909931398954,0.053092252480920976,1.800899822778249e+34,712,496,112.61195414099936,False,v,0.125,False,False
38,738,211045994,7000.0,3000.0,-2.164310134666965,0.010237804512765243,38.24637609276592,0.33329990266540505,Pleiades,0.6092809832087172,0.04737384546758827,1894.0,1896.0,32.292520720145546,0.05318146262498447,1.800899822778249e+34,712,496,112.61195414099936,False,v,0.125,False,False
39,309,210988354,7000.0,3000.0,-2.164310134666965,0.010237804512765243,38.24637609276592,0.33329990266540505,Pleiades,0.6083317052746984,0.0473730723082606,177.0,179.0,32.293146366096906,0.053180488031657085,1.800899822778249e+34,712,496,112.61195414099936,False,v,0.125,False,True
40,1412,211118414,7000.0,3000.0,-2.164310134666965,0.010237804512765243,38.24637609276592,0.33329990266540505,Pleiades,0.6073803478692832,0.04734159704321428,1354.0,1360.0,32.29348479046383,0.05314081573138418,1.800899822778249e+34,712,496,112.61195414099936,False,v,0.125,False,False
41,368,211003744,7000.0,3000.0,-2.164310134666965,0.010237804512765243,38.24637609276592,0.33329990266540505,Pleiades,0.6064269018619606,0.04741205461954179,751.0,755.0,32.29391815914972,0.05322963143258797,1.800899822778249e+34,712,496,112.61195414099936,False,v,0.125,False,False
42,495,211016037,7000.0,3000.0,-2.164310134666965,0.010237804512765243,38.24637609276592,0.33329990266540505,Pleiades,0.6054713580619517,0.0474943025526553,1974.0,1976.0,32.296517962241225,0.05333335075293366,1.800899822778249e+34,712,496,112.61195414099936,False,v,0.125,True,True
43,1186,211086025,7000.0,3000.0,-2.164310134666965,0.010237804512765243,38.24637609276592,0.33329990266540505,Pleiades,0.6045137072176798,0.047527820030828234,932.0,935.0,32.296522060229286,0.053375630938750085,1.800899822778249e+34,712,496,112.61195414099936,False,v,0.125,True,True
44,642,211032382,7000.0,3000.0,-2.164310134666965,0.010237804512765243,38.24637609276592,0.33329990266540505,Pleiades,0.60355394001623,0.047511685172481936,859.0,865.0,32.29707093530719,0.05335527691094555,1.800899822778249e+34,712,496,112.61195414099936,False,v,0.125,False,False
45,292,210982234,7000.0,3000.0,-2.164310134666965,0.010237804512765243,38.24637609276592,0.33329990266540505,Pleiades,0.6025920470828083,0.0475829738763105,895.0,897.0,32.29729854754063,0.05344522010293984,1.800899822778249e+34,712,496,112.61195414099936,False,v,0.125,False,False
46,1158,211081985,7000.0,3000.0,-2.164310134666965,0.010237804512765243,38.24637609276592,0.33329990266540505,Pleiades,0.6016280189801915,0.047614622615148594,2029.0,2031.0,32.29977233091784,0.053485161237525336,1.800899822778249e+34,712,496,112.61195414099936,False,v,0.125,False,False
47,632,211031293,7000.0,3000.0,-2.164310134666965,0.010237804512765243,38.24637609276592,0.33329990266540505,Pleiades,0.6006618462081712,0.04765378211988658,483.0,485.0,32.300028096492575,0.05353459017426543,1.800899822778249e+34,712,496,112.61195414099936,False,v,0.125,True,True
48,1084,211078413,7000.0,3000.0,-2.164310134666965,0.010237804512765243,38.24637609276592,0.33329990266540505,Pleiades,0.5996935192029921,0.047730405371558586,1975.0,1977.0,32.304011048146315,0.05363133675727694,1.800899822778249e+34,712,496,112.61195414099936,False,v,0.125,False,False
49,779,211048014,7000.0,3000.0,-2.164310134666965,0.010237804512765243,38.24637609276592,0.33329990266540505,Pleiades,0.5987230283367846,0.047805901861652345,2167.0,2170.0,32.30551016860346,0.0537266984457796,1.800899822778249e+34,712,496,112.61195414099936,False,v,0.125,True,True
50,229,210963935,7000.0,3000.0,-2.164310134666965,0.010237804512765243,38.24637609276592,0.33329990266540505,Pleiades,0.5977503639169899,0.04783187535607203,2247.0,2250.0,32.30589355686296,0.0537595149546819,1.800899822778249e+34,712,496,112.61195414099936,False,v,0.125,False,True
51,646,211033487,7000.0,3000.0,-2.164310134666965,0.010237804512765243,38.24637609276592,0.33329990266540505,Pleiades,0.5967755161857795,0.04791868024517454,622.0,624.0,32.306430697283986,0.05386922182664789,1.800899822778249e+34,712,496,112.61195414099936,False,v,0.125,False,False
52,648,211033487,7000.0,3000.0,-2.164310134666965,0.010237804512765243,38.24637609276592,0.33329990266540505,Pleiades,0.5957984753194676,0.0479343859446435,2142.0,2144.0,32.306430697283986,0.053889076509996865,1.800899822778249e+34,712,496,112.61195414099936,False,v,0.125,False,False
53,866,211059754,7000.0,3000.0,-2.164310134666965,0.010237804512765243,38.24637609276592,0.33329990266540505,Pleiades,0.5948192314279175,0.04794999652637566,591.0,593.0,32.30766492359237,0.05390881255938229,1.800899822778249e+34,712,496,112.61195414099936,False,v,0.125,False,False
54,269,210974237,7000.0,3000.0,-2.164310134666965,0.010237804512765243,38.24637609276592,0.33329990266540505,Pleiades,0.5938377745539398,0.04788010578664137,2774.0,2777.0,32.310595880817196,0.053820464029692434,1.800899822778249e+34,712,496,112.61195414099936,False,v,0.125,False,True
55,1070,211077682,7000.0,3000.0,-2.164310134666965,0.010237804512765243,38.24637609276592,0.33329990266540505,Pleiades,0.5928540946726866,0.047955156641781294,2781.0,2783.0,32.312675789717524,0.05391533671131077,1.800899822778249e+34,712,496,112.61195414099936,False,v,0.125,False,False
56,423,211006594,7000.0,3000.0,-2.164310134666965,0.010237804512765243,38.24637609276592,0.33329990266540505,Pleiades,0.5918681816910354,0.04786425776283832,1783.0,1787.0,32.315760006675994,0.053800435099810695,1.800899822778249e+34,712,496,112.61195414099936,False,v,0.125,False,False
57,220,210949721,7000.0,3000.0,-2.164310134666965,0.010237804512765243,38.24637609276592,0.33329990266540505,Pleiades,0.5908800254469693,0.047947028568833705,1660.0,1662.0,32.31921715189079,0.05390506012477392,1.800899822778249e+34,712,496,112.61195414099936,False,v,0.125,False,False
58,306,210986927,7000.0,3000.0,-2.164310134666965,0.010237804512765243,38.24637609276592,0.33329990266540505,Pleiades,0.5898896157089473,0.04800073737051624,3233.0,3236.0,32.321092930673544,0.05397297397657885,1.800899822778249e+34,712,496,112.61195414099936,False,v,0.125,False,True
59,581,211025925,7000.0,3000.0,-2.164310134666965,0.010237804512765243,38.24637609276592,0.33329990266540505,Pleiades,0.5888969421752699,0.04808614747283757,393.0,395.0,32.321192056648066,0.054081012758106166,1.800899822778249e+34,712,496,112.61195414099936,False,v,0.125,False,False
60,1281,211098454,7000.0,3000.0,-2.164310134666965,0.010237804512765243,38.24637609276592,0.33329990266540505,Pleiades,0.5879019944734338,0.048122182630800925,1757.0,1761.0,32.32157579198393,0.05412660956246418,1.800899822778249e+34,712,496,112.61195414099936,False,v,0.125,False,False
61,509,211017469,7000.0,3000.0,-2.164310134666965,0.010237804512765243,38.24637609276592,0.33329990266540505,Pleiades,0.5869047621594854,0.048070712119673065,2323.0,2326.0,32.32334215775837,0.05406148437668179,1.800899822778249e+34,712,496,112.61195414099936,False,v,0.125,True,False
62,1414,211119314,7000.0,3000.0,-2.164310134666965,0.010237804512765243,38.24637609276592,0.33329990266540505,Pleiades,0.5859052347173588,0.04814035569684805,1608.0,1610.0,32.32651157550269,0.054149607960330304,1.800899822778249e+34,712,496,112.61195414099936,False,v,0.125,False,False
63,1216,211089274,7000.0,3000.0,-2.164310134666965,0.010237804512765243,38.24637609276592,0.33329990266540505,Pleiades,0.5849034015582135,0.048085945128265806,1622.0,1628.0,32.329046435867234,0.05408075674718616,1.800899822778249e+34,712,496,112.61195414099936,False,v,0.125,True,True
64,121,210882573,7000.0,3000.0,-2.164310134666965,0.010237804512765243,38.24637609276592,0.33329990266540505,Pleiades,0.5838992520197599,0.048082458158188235,1319.0,1329.0,32.32953938499714,0.054076344996385466,1.800899822778249e+34,712,496,112.61195414099936,False,v,0.125,False,False
65,289,210982234,7000.0,3000.0,-2.164310134666965,0.010237804512765243,38.24637609276592,0.33329990266540505,Pleiades,0.5828927753655795,0.048166752394723567,466.0,469.0,32.32990865076858,0.05418301742127252,1.800899822778249e+34,712,496,112.61195414099936,False,v,0.125,False,False
66,93,210872505,7000.0,3000.0,-2.164310134666965,0.010237804512765243,38.24637609276592,0.33329990266540505,Pleiades,0.5818839607844346,0.04825113211782783,1331.0,1333.0,32.330032885301854,0.05428984502062351,1.800899822778249e+34,712,496,112.61195414099936,False,v,0.125,False,False
67,303,210986927,7000.0,3000.0,-2.164310134666965,0.010237804512765243,38.24637609276592,0.33329990266540505,Pleiades,0.5808727973895721,0.04823135092198205,388.0,391.0,32.334294087191026,0.05426479713304744,1.800899822778249e+34,712,496,112.61195414099936,False,v,0.125,False,True
68,778,211048014,7000.0,3000.0,-2.164310134666965,0.010237804512765243,38.24637609276592,0.33329990266540505,Pleiades,0.5798592742180202,0.04831195426695389,2077.0,2079.0,32.33557685099425,0.05436687710789912,1.800899822778249e+34,712,496,112.61195414099936,False,v,0.125,True,True
69,278,210978650,7000.0,3000.0,-2.164310134666965,0.010237804512765243,38.24637609276592,0.33329990266540505,Pleiades,0.5788433802298721,0.048297400817131735,1778.0,1780.0,32.33637686480875,0.0543484427383123,1.800899822778249e+34,712,496,112.61195414099936,False,v,0.125,False,False
70,250,210967582,7000.0,3000.0,-2.164310134666965,0.010237804512765243,38.24637609276592,0.33329990266540505,Pleiades,0.5778251043075668,0.0483479072629418,1221.0,1225.0,32.33798880356802,0.05441242357201892,1.800899822778249e+34,712,496,112.61195414099936,False,v,0.125,False,False
71,654,211034329,7000.0,3000.0,-2.164310134666965,0.010237804512765243,38.24637609276592,0.33329990266540505,Pleiades,0.5768044352551596,0.048426748663874086,1659.0,1665.0,32.338871704316105,0.054512332440009185,1.800899822778249e+34,712,496,112.61195414099936,False,v,0.125,False,False
72,745,211046168,7000.0,3000.0,-2.164310134666965,0.010237804512765243,38.24637609276592,0.33329990266540505,Pleiades,0.5757813617975804,0.04846017028219718,2799.0,2802.0,32.34008406960393,0.05455469717064832,1.800899822778249e+34,712,496,112.61195414099936,False,v,0.125,False,False
73,48,210829886,7000.0,3000.0,-2.164310134666965,0.010237804512765243,38.24637609276592,0.33329990266540505,Pleiades,0.5747558725798902,0.04850531633526956,2837.0,2839.0,32.34096614939013,0.05461193535475717,1.800899822778249e+34,712,496,112.61195414099936,False,v,0.125,True,True
74,661,211036360,7000.0,3000.0,-2.164310134666965,0.010237804512765243,38.24637609276592,0.33329990266540505,Pleiades,0.5737279561665218,0.04855258467144497,1380.0,1383.0,32.34281078565969,0.05467187872721402,1.800899822778249e+34,712,496,112.61195414099936,False,v,0.125,False,False
75,194,210940839,7000.0,3000.0,-2.164310134666965,0.010237804512765243,38.24637609276592,0.33329990266540505,Pleiades,0.5726976010405163,0.048649617453512935,245.0,248.0,32.34406544448245,0.05479497729835758,1.800899822778249e+34,712,496,112.61195414099936,False,v,0.125,False,False
76,1254,211094777,7000.0,3000.0,-2.164310134666965,0.010237804512765243,38.24637609276592,0.33329990266540505,Pleiades,0.5716647956027483,0.04872212694459277,959.0,961.0,32.34804397677762,0.05488700566633176,1.800899822778249e+34,712,496,112.61195414099936,False,v,0.125,False,False
77,601,211029254,7000.0,3000.0,-2.164310134666965,0.010237804512765243,38.24637609276592,0.33329990266540505,Pleiades,0.5706295281711431,0.048806301188449634,1921.0,1924.0,32.34859138767455,0.054993882574475794,1.800899822778249e+34,712,496,112.61195414099936,False,v,0.125,False,False
78,774,211048014,7000.0,3000.0,-2.164310134666965,0.010237804512765243,38.24637609276592,0.33329990266540505,Pleiades,0.5695917869798829,0.04884623221824436,795.0,797.0,32.34990268040048,0.05504459986198773,1.800899822778249e+34,712,496,112.61195414099936,False,v,0.125,False,True
79,512,211017469,7000.0,3000.0,-2.164310134666965,0.010237804512765243,38.24637609276592,0.33329990266540505,Pleiades,0.5685515601786055,0.0488796575814936,2904.0,2907.0,32.350674670111964,0.0550870622985995,1.800899822778249e+34,712,496,112.61195414099936,False,v,0.125,True,False
80,1360,211110672,7000.0,3000.0,-2.164310134666965,0.010237804512765243,38.24637609276592,0.33329990266540505,Pleiades,0.5675088358315907,0.04897118198850281,1076.0,1078.0,32.35121208505361,0.05520336975529183,1.800899822778249e+34,712,496,112.61195414099936,False,v,0.125,False,False
81,25,210791550,7000.0,3000.0,-2.164310134666965,0.010237804512765243,38.24637609276592,0.33329990266540505,Pleiades,0.5664636019169405,0.04903508790883482,2028.0,2031.0,32.3520138765973,0.05528461317955236,1.800899822778249e+34,712,496,112.61195414099936,False,v,0.125,False,False
82,171,210927331,7000.0,3000.0,-2.164310134666965,0.010237804512765243,38.24637609276592,0.33329990266540505,Pleiades,0.565415846325747,0.04902451998540558,566.0,573.0,32.352326870793505,0.055271176333031136,1.800899822778249e+34,712,496,112.61195414099936,False,v,0.125,False,False
83,355,211000740,7000.0,3000.0,-2.164310134666965,0.010237804512765243,38.24637609276592,0.33329990266540505,Pleiades,0.5643655568612491,0.0490363894333612,1164.0,1168.0,32.352574206011965,0.055286268086335084,1.800899822778249e+34,712,496,112.61195414099936,False,v,0.125,False,False
84,503,211016313,7000.0,3000.0,-2.164310134666965,0.010237804512765243,38.24637609276592,0.33329990266540505,Pleiades,0.5633127212379825,0.04906302795950301,2874.0,2876.0,32.355734232513136,0.05532014182292988,1.800899822778249e+34,712,496,112.61195414099936,False,v,0.125,False,False
85,1410,211117626,7000.0,3000.0,-2.164310134666965,0.010237804512765243,38.24637609276592,0.33329990266540505,Pleiades,0.5622573270809172,0.04902242290593817,785.0,787.0,32.35592110349928,0.05526851003800415,1.800899822778249e+34,712,496,112.61195414099936,False,v,0.125,False,False
86,1411,211117626,7000.0,3000.0,-2.164310134666965,0.010237804512765243,38.24637609276592,0.33329990266540505,Pleiades,0.5611993619245834,0.049086691857495264,831.0,833.0,32.35592110349928,0.055350236960563404,1.800899822778249e+34,712,496,112.61195414099936,False,v,0.125,False,False
87,489,211014750,7000.0,3000.0,-2.164310134666965,0.010237804512765243,38.24637609276592,0.33329990266540505,Pleiades,0.5601388132121898,0.0491512140555499,811.0,813.0,32.355948144325595,0.055432313565152665,1.800899822778249e+34,712,496,112.61195414099936,False,v,0.125,False,False
88,970,211066413,7000.0,3000.0,-2.164310134666965,0.010237804512765243,38.24637609276592,0.33329990266540505,Pleiades,0.559075668294728,0.049109693611884005,2085.0,2088.0,32.356453940480854,0.05537949357172778,1.800899822778249e+34,712,496,112.61195414099936,False,v,0.125,False,False
89,1302,211101750,7000.0,3000.0,-2.164310134666965,0.010237804512765243,38.24637609276592,0.33329990266540505,Pleiades,0.5580099144300679,0.04919879579362085,2204.0,2207.0,32.356752392318995,0.05549285851067731,1.800899822778249e+34,712,496,112.61195414099936,False,v,0.125,False,False
90,1262,211095292,7000.0,3000.0,-2.164310134666965,0.010237804512765243,38.24637609276592,0.33329990266540505,Pleiades,0.5569415387820422,0.049225240021379964,1251.0,1259.0,32.358081038811235,0.05552651374301165,1.800899822778249e+34,712,496,112.61195414099936,False,v,0.125,False,False
91,500,211016313,7000.0,3000.0,-2.164310134666965,0.010237804512765243,38.24637609276592,0.33329990266540505,Pleiades,0.5558705284195167,0.049251645651914984,2103.0,2110.0,32.35911604477325,0.05556012450080949,1.800899822778249e+34,712,496,112.61195414099936,False,v,0.125,False,False
92,1244,211093429,7000.0,3000.0,-2.164310134666965,0.010237804512765243,38.24637609276592,0.33329990266540505,Pleiades,0.5547968703154531,0.049208760096560056,52.0,57.0,32.35971729930552,0.05550553940547509,1.800899822778249e+34,712,496,112.61195414099936,False,v,0.125,False,False
93,1421,211120561,7000.0,3000.0,-2.164310134666965,0.010237804512765243,38.24637609276592,0.33329990266540505,Pleiades,0.5537205513459575,0.0492024527993622,140.0,142.0,32.3618179787828,0.05549751245787915,1.800899822778249e+34,712,496,112.61195414099936,False,v,0.125,False,True
94,1091,211078992,7000.0,3000.0,-2.164310134666965,0.010237804512765243,38.24637609276592,0.33329990266540505,Pleiades,0.5526415582893178,0.049228291092686234,1071.0,1073.0,32.36401576201826,0.055530397102347084,1.800899822778249e+34,712,496,112.61195414099936,False,v,0.125,False,False
95,1092,211078992,7000.0,3000.0,-2.164310134666965,0.010237804512765243,38.24637609276592,0.33329990266540505,Pleiades,0.5515598778250301,0.04928168081068174,1959.0,1961.0,32.36401576201826,0.05559836079881997,1.800899822778249e+34,712,496,112.61195414099936,False,v,0.125,True,False
96,1445,211122237,7000.0,3000.0,-2.164310134666965,0.010237804512765243,38.24637609276592,0.33329990266540505,Pleiades,0.5504754965328105,0.049335246272843136,838.0,840.0,32.369448911813514,0.05566656730186415,1.800899822778249e+34,712,496,112.61195414099936,False,v,0.125,False,True
97,1442,211121361,7000.0,3000.0,-2.164310134666965,0.010237804512765243,38.24637609276592,0.33329990266540505,Pleiades,0.5493884008915964,0.049361183551488434,1570.0,1572.0,32.37029302000323,0.055699600886728096,1.800899822778249e+34,712,496,112.61195414099936,False,v,0.125,True,False
98,1128,211081065,7000.0,3000.0,-2.164310134666965,0.010237804512765243,38.24637609276592,0.33329990266540505,Pleiades,0.5482985772785356,0.04941728543802349,597.0,600.0,32.37117411153618,0.05577106730780823,1.800899822778249e+34,712,496,112.61195414099936,False,v,0.125,False,False
