,EPIC,L_bol,L_bol_err,Teff,Tmax,Tmin,clustered,clusterederr,clusterenergy,clusterenergy_err,count_true,energ_true,istart,istop,stars_in_bin,tobs
1373,211103222.0,6.761763726573059e+31,2.257582772077468e+31,3410.0,7000.0,3000.0,227.97851788686987,41.357933096327436,4.896344918739097e+32,3.0217138614838827e+32,2.1,9.272469091017285e+32,2536.0,2538.0,759,107.70600064643702
112,210927331.0,6.761763726573059e+31,2.257582772077468e+31,3410.0,7000.0,3000.0,141.24927018687552,243.78224095041384,3.0336417341668575e+32,6.557598831599192e+32,2.0,9.314654679141907e+32,2205.0,2209.0,759,107.70600064643702
1236,211089274.0,2.897743840299961e+32,8.673992300987034e+31,3940.0,7000.0,3000.0,208.70623860229512,37.060172383341694,2.4763105507761972e+33,1.1674615155026543e+33,3.5,9.337366840473342e+32,1622.0,1628.0,759,107.70600064643702
234,210978953.0,2.5945377341929524e+31,2.240303966236216e+31,3200.0,7000.0,3000.0,363.6694320297605,62.9479677406654,2.5086581167537657e+32,1.3350962153332948e+32,4.0,9.345853835221525e+32,1613.0,1615.0,759,107.70600064643702
372,211006594.0,1.091591113123216e+32,3.141851780902868e+31,3550.0,7000.0,3000.0,280.30497907755057,49.46338955798959,1.0874438233166424e+33,5.535890084486291e+32,1.6875,9.361813817602228e+32,890.0,897.0,759,107.70600064643702
422,211012609.0,6.761763726573059e+31,2.257582772077468e+31,3410.0,7000.0,3000.0,164.3887995997713,23.672399532230585,3.530614511747018e+32,2.0467947293749946e+32,3.0,9.368390851804905e+32,1692.0,1696.0,759,107.70600064643702
616,211035282.0,6.761763726573059e+31,2.257582772077468e+31,3410.0,7000.0,3000.0,224.7930440173562,39.832276366007825,4.827929793755658e+32,2.959136807748574e+32,1.5833333333333335,9.51484394757506e+32,1635.0,1637.0,759,107.70600064643702
169,210949721.0,8.357184523416163e+31,2.79025363293769e+31,3500.0,7000.0,3000.0,134.44333073411082,62.53094995585858,3.9169937185679105e+32,3.1001446005801126e+32,2.4,9.53172746833252e+32,1660.0,1662.0,759,107.70600064643702
63,210882573.0,3.388909656562385e+31,2.926219821264045e+31,3250.0,7000.0,3000.0,280.6994136047579,49.9435361150486,2.755731374509221e+32,1.654958040644739e+32,1.8333333333333335,9.569392530657815e+32,1058.0,1060.0,759,107.70600064643702
849,211059880.0,2.5945377341929524e+31,2.240303966236216e+31,3200.0,7000.0,3000.0,611.2448212819667,108.11298447585528,4.2164783376877994e+32,2.2599381438256684e+32,2.2,9.571083256924381e+32,742.0,745.0,759,107.70600064643702
912,211064435.0,1.2304387258962846e+31,7.082974670228428e+30,3030.0,7000.0,3000.0,1806.1039747183484,322.22739609398343,5.129876117526097e+32,2.5460346961255073e+32,2.125,9.583026683382584e+32,615.0,618.0,759,107.70600064643702
1457,211115713.0,1.091591113123216e+32,3.141851780902868e+31,3550.0,7000.0,3000.0,112.51077525353003,19.731782276224777,4.3648581630142374e+32,2.217294373720276e+32,2.0,9.593204060179008e+32,1353.0,1355.0,759,107.70600064643702
322,211003744.0,6.761763726573059e+31,2.257582772077468e+31,3410.0,7000.0,3000.0,219.83074508596593,38.26166530617801,4.721353404966105e+32,2.8789664392413754e+32,1.7,9.602129499177358e+32,1158.0,1160.0,759,107.70600064643702
179,210964488.0,1.950113960413546e+31,6.95997016907608e+30,3100.0,7000.0,3000.0,964.5387989920656,163.8525893449701,4.782184764387128e+32,2.6700225108081314e+32,1.75,9.607741038022687e+32,327.0,335.0,759,107.70600064643702
704,211045994.0,3.388909656562385e+31,2.926219821264045e+31,3250.0,7000.0,3000.0,496.5398838428778,90.50104891733106,4.874718187077071e+32,2.94866518863672e+32,3.5,9.645078698544972e+32,1894.0,1896.0,759,107.70600064643702
74,210886447.0,3.388909656562385e+31,2.926219821264045e+31,3250.0,7000.0,3000.0,387.493350774496,69.45684366169473,3.8041674915878255e+32,2.2896238187896027e+32,2.0,9.691251334738065e+32,1893.0,1896.0,759,107.70600064643702
771,211053031.0,1.2304387258962846e+31,7.082974670228428e+30,3030.0,7000.0,3000.0,1396.4812044320574,248.65412718626004,3.966424790304357e+32,1.967197783350161e+32,3.5,9.745268938478764e+32,885.0,890.0,759,107.70600064643702
1136,211081122.0,1.091591113123216e+32,3.141851780902868e+31,3550.0,7000.0,3000.0,103.5209374956226,17.78959317358056,4.016097196490325e+32,2.0259454017337985e+32,3.666666666666667,9.773021355755325e+32,2547.0,2551.0,759,107.70600064643702
1027,211074858.0,6.761763726573059e+31,2.257582772077468e+31,3410.0,7000.0,3000.0,166.50178396926643,140.42107700348512,3.575995543156682e+32,4.574005483895776e+32,1.875,9.780415038739901e+32,185.0,190.0,759,107.70600064643702
364,211006027.0,1.950113960413546e+31,6.95997016907608e+30,3100.0,7000.0,3000.0,810.3299497629038,145.3309134427589,4.017617066241648e+32,2.281195458501473e+32,3.5999999999999996,9.827172573378203e+32,1591.0,1599.0,759,107.70600064643702
35,210872505.0,1.091591113123216e+32,3.141851780902868e+31,3550.0,7000.0,3000.0,133.40262047831186,23.798833771584466,5.175357788177543e+32,2.644656744528141e+32,2.0,9.874479949221672e+32,2641.0,2643.0,759,107.70600064643702
758,211051561.0,1.950113960413546e+31,6.95997016907608e+30,3100.0,7000.0,3000.0,1533.6200650376268,277.01099769579287,7.60369050684675e+32,4.3270768326404216e+32,4.0,9.941336732588183e+32,1353.0,1355.0,759,107.70600064643702
917,211064559.0,3.388909656562385e+31,2.926219821264045e+31,3250.0,7000.0,3000.0,378.0963320861839,59.22130426037821,3.711913436284761e+32,2.150148732418805e+32,2.5,9.968245940347643e+32,2461.0,2467.0,759,107.70600064643702
835,211059754.0,3.388909656562385e+31,2.926219821264045e+31,3250.0,7000.0,3000.0,568.1443818420427,102.0151469473149,5.577686387680881e+32,3.358796017580891e+32,4.5,9.98734331584384e+32,591.0,593.0,759,107.70600064643702
1068,211078239.0,6.761763726573059e+31,2.257582772077468e+31,3410.0,7000.0,3000.0,215.19622191206668,39.03588632577451,4.621816728424674e+32,2.8522239259197852e+32,4.666666666666667,9.988148299813044e+32,1440.0,1442.0,759,107.70600064643702
654,211039307.0,8.054896999449552e+32,2.967533721045604e+32,4620.0,7000.0,3000.0,11.807330235674854,2.6597861999332655,5.177364267291392e+32,3.381204029217839e+32,4.666666666666667,9.998146490399735e+32,2480.0,2482.0,759,107.70600064643702
779,211053678.0,2.5945377341929524e+31,2.240303966236216e+31,3200.0,7000.0,3000.0,804.6458057591634,147.24472537457277,5.550593626918885e+32,3.0089624270499275e+32,2.8,1.0007450236876865e+33,1497.0,1499.0,759,107.70600064643702
1062,211077833.0,1.950113960413546e+31,6.95997016907608e+30,3100.0,7000.0,3000.0,828.593659979558,146.98487660915572,4.1081685679858345e+32,2.3245705688427077e+32,4.0,1.0048979009747913e+33,780.0,782.0,759,107.70600064643702
706,211046046.0,1.577829208301114e+32,6.357900525068292e+31,3700.0,7000.0,3000.0,100.32437916414793,18.02311668182275,6.547913668156323e+32,3.292426124159543e+32,2.142857142857143,1.0069527064475973e+33,1518.0,1520.0,759,107.70600064643702
281,210995008.0,3.388909656562385e+31,2.926219821264045e+31,3250.0,7000.0,3000.0,525.5445011702226,94.82486992433451,5.1594673888945805e+32,3.1114561657782403e+32,2.444444444444444,1.0085721397064298e+33,2653.0,2655.0,759,107.70600064643702
601,211032382.0,3.388909656562385e+31,2.926219821264045e+31,3250.0,7000.0,3000.0,2919.8155664941437,501.26102921000853,2.8664924023310965e+33,1.7035608533624488e+33,2.4,1.0156611876960003e+33,751.0,760.0,759,107.70600064643702
628,211037012.0,6.761763726573059e+31,2.257582772077468e+31,3410.0,7000.0,3000.0,254.28394762084665,65.80043446274726,5.461312435885254e+32,3.7928413864803384e+32,2.111111111111111,1.0168136518797334e+33,2843.0,2846.0,759,107.70600064643702
77,210887995.0,2.5945377341929524e+31,2.240303966236216e+31,3200.0,7000.0,3000.0,350.08332569102475,54.0374861559836,2.4149386755801668e+32,1.2399750429190596e+32,2.6666666666666665,1.0191190863088392e+33,821.0,824.0,759,107.70600064643702
655,211039634.0,1.091591113123216e+32,3.141851780902868e+31,3550.0,7000.0,3000.0,110.47076083353224,19.11179399989446,4.285715755776094e+32,2.1669182864213344e+32,2.25,1.024304301271281e+33,136.0,138.0,759,107.70600064643702
100,210920246.0,1.091591113123216e+32,3.141851780902868e+31,3550.0,7000.0,3000.0,135.16117486400702,23.158343647432222,5.2435809467879905e+32,2.642500681583912e+32,2.0,1.0243189986965659e+33,2961.0,2964.0,759,107.70600064643702
1468,211119314.0,2.5945377341929524e+31,2.240303966236216e+31,3200.0,7000.0,3000.0,501.56244507275284,82.69132158948972,3.4598692880727425e+32,1.812873392323062e+32,3.5999999999999996,1.0245394475836935e+33,1585.0,1590.0,759,107.70600064643702
1500,211122237.0,2.897743840299961e+32,8.673992300987034e+31,3940.0,7000.0,3000.0,44.98618178040803,9.615392868418356,5.337634242656285e+32,2.70950071408775e+32,3.0,1.0247711665006381e+33,838.0,840.0,759,107.70600064643702
1131,211081122.0,1.091591113123216e+32,3.141851780902868e+31,3550.0,7000.0,3000.0,144.9119550943586,27.353130701504206,5.6218626943655196e+32,2.9310581775551765e+32,2.375,1.0281979698314572e+33,46.0,48.0,759,107.70600064643702
307,211000740.0,8.357184523416163e+31,2.79025363293769e+31,3500.0,7000.0,3000.0,142.77621916500385,23.52668315496476,4.15977163446087e+32,2.042989575386971e+32,3.0,1.0292684736540899e+33,1164.0,1168.0,759,107.70600064643702
1544,211131087.0,1.091591113123216e+32,3.141851780902868e+31,3550.0,7000.0,3000.0,99.81313690381221,19.618737044837502,3.8722529856267536e+32,2.049062928133202e+32,1.909090909090909,1.0300726776244936e+33,2576.0,2578.0,759,107.70600064643702
205,210969937.0,1.091591113123216e+32,3.141851780902868e+31,3550.0,7000.0,3000.0,187.71785055382986,35.09190672113577,7.282518412010173e+32,3.7836363734913916e+32,2.4,1.0321686846616798e+33,1188.0,1190.0,759,107.70600064643702
378,211006594.0,1.091591113123216e+32,3.141851780902868e+31,3550.0,7000.0,3000.0,151.68748820026707,27.2998641456393,5.8847196600157485e+32,3.016420793143438e+32,1.7272727272727273,1.0351752891945712e+33,3101.0,3103.0,759,107.70600064643702
757,211051561.0,1.950113960413546e+31,6.95997016907608e+30,3100.0,7000.0,3000.0,786.4767746804756,140.35177961621866,3.899352989585894e+32,2.2105691889992966e+32,3.8000000000000003,1.0435913385644648e+33,734.0,736.0,759,107.70600064643702
245,210982234.0,6.761763726573059e+31,2.257582772077468e+31,3410.0,7000.0,3000.0,217.96538649274095,206.02880406345318,4.681290686977493e+32,6.464681954260549e+32,2.0,1.0471236010016085e+33,3013.0,3018.0,759,107.70600064643702
64,210882573.0,3.388909656562385e+31,2.926219821264045e+31,3250.0,7000.0,3000.0,629.4234338604014,100.93878020671352,6.179285814193938e+32,3.602480458171791e+32,1.5454545454545454,1.0503267840953267e+33,1319.0,1329.0,759,107.70600064643702
1303,211095292.0,6.761763726573059e+31,2.257582772077468e+31,3410.0,7000.0,3000.0,292.95032002272166,48.009086830473294,6.291758645426553e+32,3.772578951519857e+32,3.5999999999999996,1.0603761517317371e+33,1294.0,1301.0,759,107.70600064643702
1548,211132111.0,3.388909656562385e+31,2.926219821264045e+31,3250.0,7000.0,3000.0,437.6682865208497,78.47289657077661,4.2967536458464226e+32,2.586317487556335e+32,2.5,1.0636696373496443e+33,487.0,489.0,759,107.70600064643702
92,210911601.0,1.950113960413546e+31,6.95997016907608e+30,3100.0,7000.0,3000.0,761.5703970187019,138.80224508339043,3.775867133014161e+32,2.1549184757633546e+32,1.8333333333333335,1.0649273540679888e+33,1074.0,1077.0,759,107.70600064643702
409,211010854.0,3.388909656562385e+31,2.926219821264045e+31,3250.0,7000.0,3000.0,257.7096267401978,46.80973321189423,2.5300320182392636e+32,1.5288059151372306e+32,4.666666666666667,1.0715027137675155e+33,655.0,657.0,759,107.70600064643702
1371,211103222.0,6.761763726573059e+31,2.257582772077468e+31,3410.0,7000.0,3000.0,223.9736227927465,42.18181047912569,4.810330903357504e+32,3.0019299917970347e+32,1.3333333333333333,1.071751086637658e+33,815.0,817.0,759,107.70600064643702
317,211003154.0,3.388909656562385e+31,2.926219821264045e+31,3250.0,7000.0,3000.0,528.0780186856776,96.07099647413307,5.184339880131911e+32,3.134201617814747e+32,2.75,1.0724034558286844e+33,2708.0,2710.0,759,107.70600064643702
869,211061316.0,6.761763726573059e+31,2.257582772077468e+31,3410.0,7000.0,3000.0,267.6474176846675,51.32303229870586,5.748322630311471e+32,3.6069645740293256e+32,2.125,1.080135617941743e+33,474.0,476.0,759,107.70600064643702
1028,211074858.0,6.761763726573059e+31,2.257582772077468e+31,3410.0,7000.0,3000.0,211.69149122757528,36.658849883928525,4.546544854400675e+32,2.7683739446099148e+32,4.0,1.0837913314560921e+33,199.0,203.0,759,107.70600064643702
131,210940839.0,3.388909656562385e+31,2.926219821264045e+31,3250.0,7000.0,3000.0,594.9572776729576,108.1310508270268,5.840918637915434e+32,3.530086921752902e+32,2.0,1.0860517004958273e+33,245.0,248.0,759,107.70600064643702
1294,211094777.0,3.388909656562385e+31,2.926219821264045e+31,3250.0,7000.0,3000.0,477.3368658357004,86.62915701020853,4.6861949602984196e+32,2.8309785641674598e+32,1.6666666666666667,1.0960466328957305e+33,959.0,961.0,759,107.70600064643702
1158,211082363.0,6.761763726573059e+31,2.257582772077468e+31,3410.0,7000.0,3000.0,855.8408030727466,154.80011064886037,1.8381081718648094e+33,1.1333774905881396e+33,3.5,1.0961803242126106e+33,616.0,618.0,759,107.70600064643702
561,211029254.0,3.388909656562385e+31,2.926219821264045e+31,3250.0,7000.0,3000.0,516.1074225761087,91.66313036366147,5.066820050478237e+32,3.0412610126794054e+32,2.75,1.0974290270654595e+33,1921.0,1924.0,759,107.70600064643702
946,211066263.0,1.0815833456435376e+33,3.4866127639132136e+32,4830.0,7000.0,3000.0,7.094441272328945,1.4914198562739156,4.3567604350431885e+32,2.703956753125778e+32,4.6000000000000005,1.105562320319823e+33,2816.0,2818.0,759,107.70600064643702
592,211031293.0,4.227270036854636e+32,1.5087155904928934e+32,4070.0,7000.0,3000.0,32.25537698063088,6.7182462753896655,6.419187722259181e+32,3.6501700245196345e+32,1.7,1.1098710696923519e+33,483.0,485.0,759,107.70600064643702
951,211066413.0,3.388909656562385e+31,2.926219821264045e+31,3250.0,7000.0,3000.0,747.0367797364341,135.76784992650377,7.33394012262066e+32,4.4323973805889424e+32,1.6,1.1174780362375636e+33,2085.0,2088.0,759,107.70600064643702
304,211000411.0,1.3742317915994988e+32,5.53749986589713e+31,3650.0,7000.0,3000.0,136.5028731634968,25.039974173096592,7.087723320050548e+32,3.612678665663691e+32,1.5294117647058822,1.1177227686963924e+33,530.0,532.0,759,107.70600064643702
385,211007577.0,1.091591113123216e+32,3.141851780902868e+31,3550.0,7000.0,3000.0,222.83352659774204,37.08698136613163,8.644831887183072e+32,4.314155657115576e+32,4.428571428571429,1.1232910356326864e+33,1957.0,1963.0,759,107.70600064643702
1264,211093429.0,3.388909656562385e+31,2.926219821264045e+31,3250.0,7000.0,3000.0,549.6586107007739,94.7749870935506,5.396204642272889e+32,3.2110177567910644e+32,3.5,1.1259065735803967e+33,52.0,57.0,759,107.70600064643702
1269,211093581.0,6.761763726573059e+31,2.257582772077468e+31,3410.0,7000.0,3000.0,218.1978221979154,39.5512418111796,4.686282759890824e+32,2.8913817977625953e+32,1.625,1.1366106438382767e+33,2627.0,2630.0,759,107.70600064643702
1086,211078992.0,3.388909656562385e+31,2.926219821264045e+31,3250.0,7000.0,3000.0,230.14066820388808,40.175029578850555,2.2593772169861813e+32,1.3492847965292822e+32,2.5,1.137105650080036e+33,1071.0,1073.0,759,107.70600064643702
1087,211078992.0,3.388909656562385e+31,2.926219821264045e+31,3250.0,7000.0,3000.0,228.1187394671545,43.45870914500775,2.239527184578618e+32,1.3731327708028733e+32,2.5,1.137105650080036e+33,1959.0,1961.0,759,107.70600064643702
1600,211156183.0,6.761763726573059e+31,2.257582772077468e+31,3410.0,7000.0,3000.0,236.4783957138423,43.578595157473245,5.078898669828277e+32,3.1489507629904296e+32,3.166666666666667,1.1418334998446337e+33,265.0,267.0,759,107.70600064643702
1601,211156183.0,6.761763726573059e+31,2.257582772077468e+31,3410.0,7000.0,3000.0,2013.3612458135008,375.3430083744457,4.3241403606356714e+33,2.690268976214719e+33,3.166666666666667,1.1428413726095656e+33,516.0,518.0,759,107.70600064643702
956,211067634.0,8.357184523416163e+31,2.79025363293769e+31,3500.0,7000.0,3000.0,216.75463627615127,62.89738164542304,6.315125816417628e+32,3.8934512026154164e+32,3.25,1.1431364554217553e+33,2296.0,2298.0,759,107.70600064643702
215,210974237.0,1.3742317915994988e+32,5.53749986589713e+31,3650.0,7000.0,3000.0,162.0827772826301,29.69500720387325,8.415924542106012e+32,4.287737245869859e+32,1.4545454545454546,1.149649165261169e+33,1462.0,1464.0,759,107.70600064643702
454,211016037.0,2.897743840299961e+32,8.673992300987034e+31,3940.0,7000.0,3000.0,52.77796584390305,10.535739677197396,6.2621335396116734e+32,3.0903931237293152e+32,1.3888888888888888,1.1539877080379313e+33,2077.0,2080.0,759,107.70600064643702
1092,211079106.0,1.950113960413546e+31,6.95997016907608e+30,3100.0,7000.0,3000.0,1175.554032732463,194.02135681598523,5.828398599332319e+32,3.226001388035897e+32,1.6666666666666667,1.1547746241118684e+33,1154.0,1164.0,759,107.70600064643702
1194,211086025.0,6.699771504105753e+32,2.4682870386912345e+32,4410.0,7000.0,3000.0,19.500067063414864,3.9849397030903475,6.863963411672392e+32,4.354154746024013e+32,3.75,1.1571859820821865e+33,932.0,935.0,759,107.70600064643702
571,211030057.0,6.761763726573059e+31,2.257582772077468e+31,3410.0,7000.0,3000.0,331.40498040015973,79.62078788607633,7.117657869117185e+32,4.8113754552205874e+32,1.923076923076923,1.1595467384475213e+33,544.0,549.0,759,107.70600064643702
1076,211078413.0,6.761763726573059e+31,2.257582772077468e+31,3410.0,7000.0,3000.0,177.25051719432315,32.8797490011345,3.806848457708504e+32,2.3649050703898857e+32,2.7142857142857144,1.15972302423098e+33,2539.0,2541.0,759,107.70600064643702
255,210986927.0,2.500690771102743e+32,4.606442633383174e+31,3870.0,7000.0,3000.0,62.12291936551475,11.470845971550464,6.810719887155538e+32,3.330095410298971e+32,1.4615384615384615,1.1651440476830283e+33,3233.0,3236.0,759,107.70600064643702
630,211037018.0,6.761763726573059e+31,2.257582772077468e+31,3410.0,7000.0,3000.0,310.0779135344581,56.18127622623414,6.659611749476623e+32,4.108377698674588e+32,3.0,1.1666449884936382e+33,1081.0,1083.0,759,107.70600064643702
1032,211074858.0,6.761763726573059e+31,2.257582772077468e+31,3410.0,7000.0,3000.0,986.9703409138508,161.81003741224043,2.119737972889968e+33,1.2711460398606643e+33,2.75,1.1741077849095679e+33,1235.0,1251.0,759,107.70600064643702
996,211070577.0,3.388909656562385e+31,2.926219821264045e+31,3250.0,7000.0,3000.0,554.21162064535,100.75048663453823,5.440903247772605e+32,3.288572267086415e+32,3.666666666666667,1.1795891727237313e+33,1604.0,1606.0,759,107.70600064643702
860,211059979.0,6.761763726573059e+31,2.257582772077468e+31,3410.0,7000.0,3000.0,337.33138033131667,61.72715570533491,7.244940467751042e+32,4.482530193488017e+32,1.5454545454545454,1.185323440966475e+33,2978.0,2981.0,759,107.70600064643702
296,210997527.0,1.577829208301114e+32,6.357900525068292e+31,3700.0,7000.0,3000.0,82.22768584086523,32.12799596128357,5.366789134446756e+32,3.831308614142874e+32,2.5999999999999996,1.1860412104913015e+33,2930.0,2931.0,759,107.70600064643702
0,210832378.0,3.388909656562385e+31,2.926219821264045e+31,3250.0,7000.0,3000.0,538.7786068152782,155.96394089504304,5.289391565334082e+32,3.766590675931036e+32,3.4,1.186840481712084e+33,739.0,741.0,759,107.70600064643702
177,210963935.0,1.3742317915994988e+32,5.53749986589713e+31,3650.0,7000.0,3000.0,148.76343333680379,27.459246051538795,7.724335987925656e+32,3.946003730999225e+32,1.0476190476190477,1.1886236300277497e+33,1963.0,1966.0,759,107.70600064643702
1207,211086387.0,6.761763726573059e+31,2.257582772077468e+31,3410.0,7000.0,3000.0,323.4474965989283,57.760651339102964,6.946753234166261e+32,4.267413040249471e+32,1.5,1.190551068771826e+33,1052.0,1055.0,759,107.70600064643702
570,211030057.0,6.761763726573059e+31,2.257582772077468e+31,3410.0,7000.0,3000.0,289.22884238163385,71.67229742397672,6.2118316492032354e+32,4.245972746426559e+32,2.2,1.1918334333869841e+33,535.0,539.0,759,107.70600064643702
1059,211077649.0,3.388909656562385e+31,2.926219821264045e+31,3250.0,7000.0,3000.0,1680.4816502501822,302.665045954217,1.6497918354764108e+33,9.943824838539645e+32,2.2,1.1940531840212635e+33,1943.0,1946.0,759,107.70600064643702
