,EPIC,Tmax,Tmin,alpha,alpha_err,beta,beta_err,cluster,count_per_yr,high_yerr,istart,istop,logE,low_yerr,maxenerg,n_obj,nflares,tobs
46,210940618,3749.0,3500.0,-2.383687329343147,0.036782065970059584,46.6267160445693,1.2235011748840783,Pleiades,0.9607385579249696,0.07223917358421827,2650.0,2652.0,32.8817516151511,0.0867006346293775,2.298953699263612e+34,132,185,20.25037968666819
369,211115713,3749.0,3500.0,-2.383687329343147,0.036782065970059584,46.6267160445693,1.2235011748840783,Pleiades,0.9583846525314923,0.07253845523294489,1727.0,1729.0,32.8829105346338,0.08713253689136247,2.298953699263612e+34,132,185,20.25037968666819
350,211112686,3749.0,3500.0,-2.383687329343147,0.036782065970059584,46.6267160445693,1.2235011748840783,Pleiades,0.9560179192523852,0.0723590529925322,602.0,608.0,32.89563213081126,0.08687354888295884,2.298953699263612e+34,132,185,20.25037968666819
354,211112686,3749.0,3500.0,-2.383687329343147,0.036782065970059584,46.6267160445693,1.2235011748840783,Pleiades,0.9536382175070306,0.07253470182456079,2201.0,2203.0,32.89563213081126,0.08712711573137044,2.298953699263612e+34,132,185,20.25037968666819
355,211112686,3749.0,3500.0,-2.383687329343147,0.036782065970059584,46.6267160445693,1.2235011748840783,Pleiades,0.9512454043911405,0.07271167196154815,2211.0,2214.0,32.89563213081126,0.08738284365380178,2.298953699263612e+34,132,185,20.25037968666819
0,210833049,3749.0,3500.0,-2.383687329343147,0.036782065970059584,46.6267160445693,1.2235011748840783,Pleiades,0.9488393346252619,0.07288998020891713,1023.0,1025.0,32.898616297096154,0.08764076308204016,2.298953699263612e+34,132,185,20.25037968666819
195,211046168,3749.0,3500.0,-2.383687329343147,0.036782065970059584,46.6267160445693,1.2235011748840783,Pleiades,0.9464198605018492,0.07308064717723717,2892.0,2904.0,32.90058130970921,0.08791684602489669,2.298953699263612e+34,132,185,20.25037968666819
403,211131748,3749.0,3500.0,-2.383687329343147,0.036782065970059584,46.6267160445693,1.2235011748840783,Pleiades,0.94398683183085,0.07309422757975081,2252.0,2254.0,32.90407763575053,0.08793652156956133,2.298953699263612e+34,132,185,20.25037968666819
15,210863683,3749.0,3500.0,-2.383687329343147,0.036782065970059584,46.6267160445693,1.2235011748840783,Pleiades,0.9415400958837623,0.07335941551363812,1122.0,1124.0,32.90473397123267,0.08832103308538519,2.298953699263612e+34,132,185,20.25037968666819
158,211033487,3749.0,3500.0,-2.383687329343147,0.036782065970059584,46.6267160445693,1.2235011748840783,Pleiades,0.9390794973361059,0.07366207507444145,1291.0,1295.0,32.91729762648369,0.08876058071260085,2.298953699263612e+34,132,185,20.25037968666819
81,210988354,3749.0,3500.0,-2.383687329343147,0.036782065970059584,46.6267160445693,1.2235011748840783,Pleiades,0.9366048782082503,0.07381991328040849,875.0,878.0,32.91874279315898,0.08899010490622539,2.298953699263612e+34,132,185,20.25037968666819
134,211008438,3749.0,3500.0,-2.383687329343147,0.036782065970059584,46.6267160445693,1.2235011748840783,Pleiades,0.9341160778045554,0.07394111016579563,1100.0,1102.0,32.92656858448676,0.0891664852823455,2.298953699263612e+34,132,185,20.25037968666819
396,211129321,3749.0,3500.0,-2.383687329343147,0.036782065970059584,46.6267160445693,1.2235011748840783,Pleiades,0.9316129326507514,0.07380756883133222,2086.0,2088.0,32.92681826880449,0.08897214655011743,2.298953699263612e+34,132,185,20.25037968666819
395,211129321,3749.0,3500.0,-2.383687329343147,0.036782065970059584,46.6267160445693,1.2235011748840783,Pleiades,0.9290952764295046,0.07403366787209897,1251.0,1253.0,32.94587318312329,0.08930126788811643,2.298953699263612e+34,132,185,20.25037968666819
21,210872505,3749.0,3500.0,-2.383687329343147,0.036782065970059584,46.6267160445693,1.2235011748840783,Pleiades,0.9265629399141095,0.07432300841207473,1372.0,1374.0,32.94963114716958,0.089723061289543,2.298953699263612e+34,132,185,20.25037968666819
60,210963935,3749.0,3500.0,-2.383687329343147,0.036782065970059584,46.6267160445693,1.2235011748840783,Pleiades,0.92401575090023,0.074310453979058,2247.0,2250.0,32.95604299051309,0.08970474541169882,2.298953699263612e+34,132,185,20.25037968666819
72,210974237,3749.0,3500.0,-2.383687329343147,0.036782065970059584,46.6267160445693,1.2235011748840783,Pleiades,0.9214535341356294,0.0746537582865554,2774.0,2777.0,32.96074531446733,0.09020606739872594,2.298953699263612e+34,132,185,20.25037968666819
407,211139723,3749.0,3500.0,-2.383687329343147,0.036782065970059584,46.6267160445693,1.2235011748840783,Pleiades,0.9188761112478188,0.07495058412639777,1239.0,1243.0,32.961120797443435,0.09064030462595785,2.298953699263612e+34,132,185,20.25037968666819
