,EPIC,Tmax,Tmin,alpha,alpha_err,beta,beta_err,cluster,count_per_yr,high_yerr,istart,istop,logE,low_yerr,maxenerg,n_obj,nflares,tobs
39,211846954,7000.0,3000.0,-2.20840506669622,0.02205476187921724,39.9400047456538,0.7336421784314464,M44,0.0945461537436989,0.08542670151698806,1752.0,1754.0,32.89335993443042,0.10644989615827072,3.4447382551923174e+34,768,157,126.28550308008217
37,211846954,7000.0,3000.0,-2.20840506669622,0.02205476187921724,39.9400047456538,0.7336421784314464,M44,0.09177109968892694,0.08538591519770833,251.0,254.0,32.89346677806351,0.10638645968936133,3.4447382551923174e+34,768,157,126.28550308008217
474,212020850,7000.0,3000.0,-2.20840506669622,0.02205476187921724,39.9400047456538,0.7336421784314464,M44,0.08897819950475672,0.08534081462089471,1684.0,1686.0,32.89641383739386,0.10631633081691882,3.4447382551923174e+34,768,157,126.28550308008217
114,211912940,7000.0,3000.0,-2.20840506669622,0.02205476187921724,39.9400047456538,0.7336421784314464,M44,0.08616722217092843,0.0854382411006207,2983.0,2986.0,32.90349387536217,0.10646784686211408,3.4447382551923174e+34,768,157,126.28550308008217
11,211827220,7000.0,3000.0,-2.20840506669622,0.02205476187921724,39.9400047456538,0.7336421784314464,M44,0.0833379321520642,0.08569709086946053,931.0,934.0,32.90842610570195,0.10687082805283055,3.4447382551923174e+34,768,157,126.28550308008217
346,211981575,7000.0,3000.0,-2.20840506669622,0.02205476187921724,39.9400047456538,0.7336421784314464,M44,0.08049008927923795,0.08600111814724443,3081.0,3086.0,32.91436578920125,0.10734492757819858,3.4447382551923174e+34,768,157,126.28550308008217
149,211923569,7000.0,3000.0,-2.20840506669622,0.02205476187921724,39.9400047456538,0.7336421784314464,M44,0.0776234486276346,0.08637576233941369,2113.0,2118.0,32.917139133074336,0.10793031723908086,3.4447382551923174e+34,768,157,126.28550308008217
538,212111862,7000.0,3000.0,-2.20840506669622,0.02205476187921724,39.9400047456538,0.7336421784314464,M44,0.07473776039014668,0.08684907271374964,1653.0,1655.0,32.92482178763009,0.10867172893546151,3.4447382551923174e+34,768,157,126.28550308008217
209,211940224,7000.0,3000.0,-2.20840506669622,0.02205476187921724,39.9400047456538,0.7336421784314464,M44,0.07183276974673936,0.08719510904407102,2727.0,2730.0,32.93017317759028,0.10921508833012483,3.4447382551923174e+34,768,157,126.28550308008217
468,212018959,7000.0,3000.0,-2.20840506669622,0.02205476187921724,39.9400047456538,0.7336421784314464,M44,0.06890821672942282,0.08734978653480407,2778.0,2780.0,32.93228588526017,0.10945832904503483,3.4447382551923174e+34,768,157,126.28550308008217
129,211915860,7000.0,3000.0,-2.20840506669622,0.02205476187921724,39.9400047456538,0.7336421784314464,M44,0.06596383608264134,0.08734783954379965,1320.0,1322.0,32.93627645317078,0.10945526588592847,3.4447382551923174e+34,768,157,126.28550308008217
513,212078299,7000.0,3000.0,-2.20840506669622,0.02205476187921724,39.9400047456538,0.7336421784314464,M44,0.06299935711890248,0.08723187388353315,1039.0,1041.0,32.93882183562947,0.10927288331454754,3.4447382551923174e+34,768,157,126.28550308008217
65,211896957,7000.0,3000.0,-2.20840506669622,0.02205476187921724,39.9400047456538,0.7336421784314464,M44,0.06001450356944016,0.08762570512549983,2417.0,2419.0,32.94104282591997,0.10989278349951803,3.4447382551923174e+34,768,157,126.28550308008217
278,211955417,7000.0,3000.0,-2.20840506669622,0.02205476187921724,39.9400047456538,0.7336421784314464,M44,0.057008993429715105,0.08802435278802223,3230.0,3232.0,32.943625411030574,0.11052174127518777,3.4447382551923174e+34,768,157,126.28550308008217
46,211885995,7000.0,3000.0,-2.20840506669622,0.02205476187921724,39.9400047456538,0.7336421784314464,M44,0.05398253879952719,0.08829861291416341,2460.0,2464.0,32.96413137471009,0.11095531471645748,3.4447382551923174e+34,768,157,126.28550308008217
446,212013132,7000.0,3000.0,-2.20840506669622,0.02205476187921724,39.9400047456538,0.7336421784314464,M44,0.050934845717521604,0.0887783115378169,2191.0,2193.0,32.96695681513287,0.11171536485246003,3.4447382551923174e+34,768,157,126.28550308008217
311,211971354,7000.0,3000.0,-2.20840506669622,0.02205476187921724,39.9400047456538,0.7336421784314464,M44,0.04786561398984501,0.08920836365342266,2094.0,2096.0,32.973376768095484,0.11239860186080142,3.4447382551923174e+34,768,157,126.28550308008217
493,212031039,7000.0,3000.0,-2.20840506669622,0.02205476187921724,39.9400047456538,0.7336421784314464,M44,0.04477453701270351,0.08955765287011053,439.0,441.0,32.9779650898099,0.11295481965606458,3.4447382551923174e+34,768,157,126.28550308008217
449,212013619,7000.0,3000.0,-2.20840506669622,0.02205476187921724,39.9400047456538,0.7336421784314464,M44,0.041661301588560296,0.08985734906397091,831.0,836.0,32.98646557950092,0.11343298998038298,3.4447382551923174e+34,768,157,126.28550308008217
95,211906287,7000.0,3000.0,-2.20840506669622,0.02205476187921724,39.9400047456538,0.7336421784314464,M44,0.038525587735701805,0.09008429502757709,2419.0,2421.0,32.9991662309924,0.1137956566135947,3.4447382551923174e+34,768,157,126.28550308008217
121,211913859,7000.0,3000.0,-2.20840506669622,0.02205476187921724,39.9400047456538,0.7336421784314464,M44,0.03536706849087201,0.09059651779864852,450.0,452.0,33.00316103563493,0.1146160177641411,3.4447382551923174e+34,768,157,126.28550308008217
552,212171351,7000.0,3000.0,-2.20840506669622,0.02205476187921724,39.9400047456538,0.7336421784314464,M44,0.032185409704682755,0.0910059042517557,484.0,488.0,33.01335711833408,0.11527349301350664,3.4447382551923174e+34,768,157,126.28550308008217
201,211939462,7000.0,3000.0,-2.20840506669622,0.02205476187921724,39.9400047456538,0.7336421784314464,M44,0.02898026982947144,0.09147180487078943,1603.0,1605.0,33.01739505968651,0.116023699310293,3.4447382551923174e+34,768,157,126.28550308008217
203,211939462,7000.0,3000.0,-2.20840506669622,0.02205476187921724,39.9400047456538,0.7336421784314464,M44,0.025751299699273034,0.09150200798289942,2232.0,2234.0,33.01739505968651,0.11607240578010147,3.4447382551923174e+34,768,157,126.28550308008217
359,211983023,7000.0,3000.0,-2.20840506669622,0.02205476187921724,39.9400047456538,0.7336421784314464,M44,0.022498142301551116,0.09152845024599365,2630.0,2632.0,33.024470123508564,0.1161150546552503,3.4447382551923174e+34,768,157,126.28550308008217
