,EPIC,L_bol,L_bol_err,Teff,Tmax,Tmin,clustered,clusterederr,clusterenergy,clusterenergy_err,count_true,energ_true,istart,istop,stars_in_bin,tobs
559,211031293,4.227270036854636e+32,1.5087155904928934e+32,4070,7000.0,3000.0,23.843207500999426,4.394874754035527,4.745070099214819e+32,2.584522199200109e+32,1.4166666666666665,8.542658095200763e+32,174.0,176.0,737,105.50026827135146
598,211037018,6.761763726573059e+31,2.257582772077468e+31,3410,7000.0,3000.0,115.10164345863144,24.34277168966573,2.4720633869847954e+32,1.5999551589393541e+32,3.8333333333333335,8.553588248762482e+32,2502.0,2504.0,737,105.50026827135146
908,211067768,2.897743840299961e+32,8.673992300987034e+31,3940,7000.0,3000.0,30.71602474210013,42.10225810823814,3.64447256853245e+32,6.066496403982073e+32,4.2,8.560324457770765e+32,609.0,611.0,737,105.50026827135146
211,210978953,2.5945377341929524e+31,2.240303966236216e+31,3200,7000.0,3000.0,649.765263143433,110.69433099623124,4.482199376152206e+32,2.3731662819609127e+32,4.333333333333333,8.583099301837108e+32,1340.0,1343.0,737,105.50026827135146
901,211066181,3.388909656562385e+31,2.926219821264045e+31,3250,7000.0,3000.0,422.00949859823436,74.7995339449921,4.143025454501154e+32,2.4852851847931895e+32,1.6,8.636887038702625e+32,1921.0,1924.0,737,105.50026827135146
612,211038810,2.5945377341929524e+31,2.240303966236216e+31,3200,7000.0,3000.0,609.6769486516171,57.595243762986904,4.20566286612559e+32,1.9075736670422052e+32,2.0,8.638109399069548e+32,1408.0,1421.0,737,105.50026827135146
828,211061207,3.388909656562385e+31,2.926219821264045e+31,3250,7000.0,3000.0,497.55262052960126,87.24012248230434,4.884660602794583e+32,2.920853374346037e+32,4.333333333333333,8.648925261135057e+32,940.0,943.0,737,105.50026827135146
713,211048116,3.388909656562385e+31,2.926219821264045e+31,3250,7000.0,3000.0,355.0899179000679,61.96043787665869,3.486050843365688e+32,2.081584438376616e+32,1.5555555555555554,8.666389322539588e+32,851.0,855.0,737,105.50026827135146
832,211061316,6.761763726573059e+31,2.257582772077468e+31,3410,7000.0,3000.0,209.16929371390268,41.62578205896268,4.492375062024643e+32,2.8514467040653185e+32,2.0,8.765659090600747e+32,849.0,851.0,737,105.50026827135146
734,211051985,3.388909656562385e+31,2.926219821264045e+31,3250,7000.0,3000.0,324.7473261962796,58.06620870063102,3.1881662455026188e+32,1.9174595658983585e+32,2.2857142857142856,8.784048435115903e+32,1632.0,1634.0,737,105.50026827135146
1439,211129321,8.357184523416163e+31,2.79025363293769e+31,3500,7000.0,3000.0,144.57485893070876,27.480007204453372,4.212174833829428e+32,2.1752710868089036e+32,1.7999999999999998,8.828220728608001e+32,1251.0,1253.0,737,105.50026827135146
306,211004548,2.5945377341929524e+31,2.240303966236216e+31,3200,7000.0,3000.0,628.8606703092626,111.14673915681924,4.337995679409878e+32,2.324502924079982e+32,2.8,8.858055094267008e+32,1019.0,1022.0,737,105.50026827135146
773,211056608,1.950113960413546e+31,6.95997016907608e+30,3100,7000.0,3000.0,305.40372245934515,60.048435425858045,1.5141920989164994e+32,8.859086141372925e+31,3.0,8.881928417232418e+32,732.0,735.0,737,105.50026827135146
32,210872505,1.091591113123216e+32,3.141851780902868e+31,3550,7000.0,3000.0,111.129641860386,19.76258503469288,4.3112770606558916e+32,2.200667708583873e+32,3.5,8.904943066722554e+32,1372.0,1374.0,737,105.50026827135146
1178,211089510,2.5945377341929524e+31,2.240303966236216e+31,3200,7000.0,3000.0,536.8735033807468,97.42989594933418,3.703451413029193e+32,2.0020141303162088e+32,4.0,8.947202884000586e+32,482.0,485.0,737,105.50026827135146
326,211005799,2.5945377341929524e+31,2.240303966236216e+31,3200,7000.0,3000.0,771.2568424762394,139.1656795700053,5.320270464253824e+32,2.87052168142053e+32,1.7142857142857142,8.96340476614342e+32,107.0,110.0,737,105.50026827135146
165,210963935,1.3742317915994988e+32,5.53749986589713e+31,3650,7000.0,3000.0,104.4111735186979,19.64682163158643,5.421406101364159e+32,2.7889770910167047e+32,1.3333333333333333,9.037389297918475e+32,2247.0,2250.0,737,105.50026827135146
803,211059767,6.761763726573059e+31,2.257582772077468e+31,3410,7000.0,3000.0,155.85949378008087,63.7084617937372,3.347428729166675e+32,2.8268394256242224e+32,2.0,9.105706739894012e+32,1985.0,1987.0,737,105.50026827135146
1350,211113286,3.388909656562385e+31,2.926219821264045e+31,3250,7000.0,3000.0,360.3096463161065,69.06731471661436,3.537294874045242e+32,2.173012370370642e+32,3.5,9.117880984409765e+32,1103.0,1105.0,737,105.50026827135146
203,210974237,1.3742317915994988e+32,5.53749986589713e+31,3650,7000.0,3000.0,94.60607868300762,17.000950871113236,4.912290082692593e+32,2.4854845424731482e+32,1.7999999999999998,9.135773305239405e+32,2774.0,2777.0,737,105.50026827135146
1465,211139723,8.357184523416163e+31,2.79025363293769e+31,3500,7000.0,3000.0,245.8073149753322,44.922818835592714,7.161572861063706e+32,3.646002093568144e+32,1.8888888888888888,9.143675341343753e+32,1239.0,1243.0,737,105.50026827135146
1376,211118414,2.5945377341929524e+31,2.240303966236216e+31,3200,7000.0,3000.0,675.9661350954383,107.4270624214283,4.662937772892258e+32,2.4155319828620747e+32,1.8571428571428572,9.152418009887841e+32,1354.0,1360.0,737,105.50026827135146
24,210866482,3.388909656562385e+31,2.926219821264045e+31,3250,7000.0,3000.0,416.8785223036035,85.0878440746549,4.092652736669663e+32,2.5650005639766065e+32,3.666666666666667,9.171267766244041e+32,1291.0,1293.0,737,105.50026827135146
575,211033487,8.357184523416163e+31,2.79025363293769e+31,3500,7000.0,3000.0,160.1422236299848,33.96182264151106,4.665728531203343e+32,2.5121354605901458e+32,3.2,9.25518622909397e+32,2142.0,2144.0,737,105.50026827135146
573,211033487,8.357184523416163e+31,2.79025363293769e+31,3500,7000.0,3000.0,163.4741641147184,29.33679407064721,4.762804301924578e+32,2.4090663783061717e+32,3.2,9.25518622909397e+32,622.0,624.0,737,105.50026827135146
447,211018106,3.388909656562385e+31,2.926219821264045e+31,3250,7000.0,3000.0,412.1171347757147,75.09281065735864,4.04590841031608e+32,2.4471202079941246e+32,2.6666666666666665,9.259395119938227e+32,687.0,689.0,737,105.50026827135146
1286,211103222,6.761763726573059e+31,2.257582772077468e+31,3410,7000.0,3000.0,227.97851788686987,41.357933096327436,4.896344918739097e+32,3.0217138614838827e+32,2.1,9.272469091017285e+32,2536.0,2538.0,737,105.50026827135146
99,210927331,6.761763726573059e+31,2.257582772077468e+31,3410,7000.0,3000.0,141.24927018687552,243.78224095041384,3.0336417341668575e+32,6.557598831599192e+32,2.0,9.314654679141907e+32,2205.0,2209.0,737,105.50026827135146
1175,211089274,2.897743840299961e+32,8.673992300987034e+31,3940,7000.0,3000.0,208.70623860229512,37.060172383341694,2.4763105507761972e+33,1.1674615155026543e+33,3.5,9.337366840473342e+32,1622.0,1628.0,737,105.50026827135146
212,210978953,2.5945377341929524e+31,2.240303966236216e+31,3200,7000.0,3000.0,363.6694320297605,62.9479677406654,2.5086581167537657e+32,1.3350962153332948e+32,4.0,9.345853835221525e+32,1613.0,1615.0,737,105.50026827135146
798,211059754,3.388909656562385e+31,2.926219821264045e+31,3250,7000.0,3000.0,332.4760836688579,61.23678438802269,3.2640423550378744e+32,1.9806535098250507e+32,4.666666666666667,9.353792852733446e+32,2451.0,2453.0,737,105.50026827135146
347,211006594,1.091591113123216e+32,3.141851780902868e+31,3550,7000.0,3000.0,280.30497907755057,49.46338955798959,1.0874438233166424e+33,5.535890084486291e+32,1.6875,9.361813817602228e+32,890.0,897.0,737,105.50026827135146
397,211012609,6.761763726573059e+31,2.257582772077468e+31,3410,7000.0,3000.0,164.3887995997713,23.672399532230585,3.530614511747018e+32,2.0467947293749946e+32,3.0,9.368390851804905e+32,1692.0,1696.0,737,105.50026827135146
583,211035282,6.761763726573059e+31,2.257582772077468e+31,3410,7000.0,3000.0,224.7930440173562,39.832276366007825,4.827929793755658e+32,2.959136807748574e+32,1.5833333333333335,9.51484394757506e+32,1635.0,1637.0,737,105.50026827135146
156,210949721,8.357184523416163e+31,2.79025363293769e+31,3500,7000.0,3000.0,134.44333073411082,62.53094995585858,3.9169937185679105e+32,3.1001446005801126e+32,2.4,9.53172746833252e+32,1660.0,1662.0,737,105.50026827135146
50,210882573,3.388909656562385e+31,2.926219821264045e+31,3250,7000.0,3000.0,280.6994136047579,49.9435361150486,2.755731374509221e+32,1.654958040644739e+32,1.8333333333333335,9.569392530657815e+32,1058.0,1060.0,737,105.50026827135146
811,211059880,2.5945377341929524e+31,2.240303966236216e+31,3200,7000.0,3000.0,611.2448212819667,108.11298447585528,4.2164783376877994e+32,2.2599381438256684e+32,2.2,9.571083256924381e+32,742.0,745.0,737,105.50026827135146
871,211064435,1.2304387258962846e+31,7.082974670228428e+30,3030,7000.0,3000.0,1806.1039747183484,322.22739609398343,5.129876117526097e+32,2.5460346961255073e+32,2.125,9.583026683382584e+32,615.0,618.0,737,105.50026827135146
1366,211115713,1.091591113123216e+32,3.141851780902868e+31,3550,7000.0,3000.0,112.51077525353003,19.731782276224777,4.3648581630142374e+32,2.217294373720276e+32,2.0,9.593204060179008e+32,1353.0,1355.0,737,105.50026827135146
297,211003744,6.761763726573059e+31,2.257582772077468e+31,3410,7000.0,3000.0,219.83074508596593,38.26166530617801,4.721353404966105e+32,2.8789664392413754e+32,1.7,9.602129499177358e+32,1158.0,1160.0,737,105.50026827135146
166,210964488,1.950113960413546e+31,6.95997016907608e+30,3100,7000.0,3000.0,964.5387989920656,163.8525893449701,4.782184764387128e+32,2.6700225108081314e+32,1.75,9.607741038022687e+32,327.0,335.0,737,105.50026827135146
671,211045994,3.388909656562385e+31,2.926219821264045e+31,3250,7000.0,3000.0,496.5398838428778,90.50104891733106,4.874718187077071e+32,2.94866518863672e+32,3.5,9.645078698544972e+32,1894.0,1896.0,737,105.50026827135146
61,210886447,3.388909656562385e+31,2.926219821264045e+31,3250,7000.0,3000.0,387.493350774496,69.45684366169473,3.8041674915878255e+32,2.2896238187896027e+32,2.0,9.691251334738065e+32,1893.0,1896.0,737,105.50026827135146
738,211053031,1.2304387258962846e+31,7.082974670228428e+30,3030,7000.0,3000.0,1396.4812044320574,248.65412718626004,3.966424790304357e+32,1.967197783350161e+32,3.5,9.745268938478764e+32,885.0,890.0,737,105.50026827135146
1085,211081122,1.091591113123216e+32,3.141851780902868e+31,3550,7000.0,3000.0,103.5209374956226,17.78959317358056,4.016097196490325e+32,2.0259454017337985e+32,3.666666666666667,9.773021355755325e+32,2547.0,2551.0,737,105.50026827135146
976,211074858,6.761763726573059e+31,2.257582772077468e+31,3410,7000.0,3000.0,166.50178396926643,140.42107700348512,3.575995543156682e+32,4.574005483895776e+32,1.875,9.780415038739901e+32,185.0,190.0,737,105.50026827135146
339,211006027,1.950113960413546e+31,6.95997016907608e+30,3100,7000.0,3000.0,810.3299497629038,145.3309134427589,4.017617066241648e+32,2.281195458501473e+32,3.5999999999999996,9.827172573378203e+32,1591.0,1599.0,737,105.50026827135146
