,EPIC,Tmax,Tmin,alpha,alpha_err,beta,beta_err,cluster,count_per_yr,high_yerr,istart,istop,logE,low_yerr,maxenerg,n_obj,nflares,tobs
39,211846954,7000.0,3000.0,-2.214700586788335,0.02122750296648495,40.14064411501696,0.7061152984340322,M44,0.09011362565156933,0.08596735943985712,1752.0,1754.0,32.89335993443042,0.10729224237821944,3.4447382551923174e+34,766,155,125.95577154156209
37,211846954,7000.0,3000.0,-2.214700586788335,0.02122750296648495,40.14064411501696,0.7061152984340322,M44,0.08730264831774104,0.0859263777582373,251.0,254.0,32.89346677806351,0.10722829880313833,3.4447382551923174e+34,766,155,125.95577154156209
473,212020850,7000.0,3000.0,-2.214700586788335,0.02122750296648495,40.14064411501696,0.7061152984340322,M44,0.08447335829887681,0.08588095867269008,1684.0,1686.0,32.89641383739386,0.10715744960681972,3.4447382551923174e+34,766,155,125.95577154156209
114,211912940,7000.0,3000.0,-2.214700586788335,0.02122750296648495,40.14064411501696,0.7061152984340322,M44,0.08162551542605057,0.08598059716145157,2983.0,2986.0,32.90349387536217,0.10731290045050734,3.4447382551923174e+34,766,155,125.95577154156209
11,211827220,7000.0,3000.0,-2.214700586788335,0.02122750296648495,40.14064411501696,0.7061152984340322,M44,0.07875887477444721,0.0862445950809203,931.0,934.0,32.90842610570195,0.10772521831335213,3.4447382551923174e+34,766,155,125.95577154156209
345,211981575,7000.0,3000.0,-2.214700586788335,0.02122750296648495,40.14064411501696,0.7061152984340322,M44,0.07587318653695929,0.08655463600830648,3081.0,3086.0,32.91436578920125,0.10821026816121249,3.4447382551923174e+34,766,155,125.95577154156209
149,211923569,7000.0,3000.0,-2.214700586788335,0.02122750296648495,40.14064411501696,0.7061152984340322,M44,0.07296819589355197,0.0869366428056324,2113.0,2118.0,32.917139133074336,0.10880912968168399,3.4447382551923174e+34,766,155,125.95577154156209
532,212111862,7000.0,3000.0,-2.214700586788335,0.02122750296648495,40.14064411501696,0.7061152984340322,M44,0.07004364287623543,0.08741920442205853,1653.0,1655.0,32.92482178763009,0.10956756581097071,3.4447382551923174e+34,766,155,125.95577154156209
208,211940224,7000.0,3000.0,-2.214700586788335,0.02122750296648495,40.14064411501696,0.7061152984340322,M44,0.06709926222945395,0.08777221104596444,2727.0,2730.0,32.93017317759028,0.11012375712999267,3.4447382551923174e+34,766,155,125.95577154156209
467,212018959,7000.0,3000.0,-2.214700586788335,0.02122750296648495,40.14064411501696,0.7061152984340322,M44,0.06413478326571509,0.08793033843226183,2778.0,2780.0,32.93228588526017,0.11037327800299845,3.4447382551923174e+34,766,155,125.95577154156209
129,211915860,7000.0,3000.0,-2.214700586788335,0.02122750296648495,40.14064411501696,0.7061152984340322,M44,0.06114992971625277,0.08792889320642594,1320.0,1322.0,32.93627645317078,0.11037099641370762,3.4447382551923174e+34,766,155,125.95577154156209
507,212078299,7000.0,3000.0,-2.214700586788335,0.02122750296648495,40.14064411501696,0.7061152984340322,M44,0.05814441957652772,0.08781120867837977,1039.0,1041.0,32.93882183562947,0.11018527261690281,3.4447382551923174e+34,766,155,125.95577154156209
65,211896957,7000.0,3000.0,-2.214700586788335,0.02122750296648495,40.14064411501696,0.7061152984340322,M44,0.055117964946339804,0.08821306238043558,2417.0,2419.0,32.94104282591997,0.11081999340004067,3.4447382551923174e+34,766,155,125.95577154156209
277,211955417,7000.0,3000.0,-2.214700586788335,0.02122750296648495,40.14064411501696,0.7061152984340322,M44,0.05207027186433422,0.08861989799478653,3230.0,3232.0,32.943625411030574,0.1114641292659102,3.4447382551923174e+34,766,155,125.95577154156209
46,211885995,7000.0,3000.0,-2.214700586788335,0.02122750296648495,40.14064411501696,0.7061152984340322,M44,0.049001040136657625,0.0889000007104892,2460.0,2464.0,32.96413137471009,0.11190851855350914,3.4447382551923174e+34,766,155,125.95577154156209
