,EPIC,L_bol,L_bol_err,Teff,Tmax,Tmin,clustered,clusterederr,clusterenergy,clusterenergy_err,count_true,energ_true,istart,istop,stars_in_bin,tobs
101,211122237,2.897743840299961e+32,8.673992300987034e+31,3940,4000.0,3750.0,44.98618178040803,9.615392868418356,5.337634242656285e+32,2.70950071408775e+32,3.0,1.0247711665006381e+33,838.0,840.0,47,5.692471100463915
14,211016037,2.897743840299961e+32,8.673992300987034e+31,3940,4000.0,3750.0,52.77796584390305,10.535739677197396,6.2621335396116734e+32,3.0903931237293152e+32,1.3888888888888888,1.1539877080379313e+33,2077.0,2080.0,47,5.692471100463915
5,210986927,2.500690771102743e+32,4.606442633383174e+31,3870,4000.0,3750.0,62.12291936551475,11.470845971550464,6.810719887155538e+32,3.330095410298971e+32,1.4615384615384615,1.1651440476830283e+33,3233.0,3236.0,47,5.692471100463915
2,210986927,2.500690771102743e+32,4.606442633383174e+31,3870,4000.0,3750.0,84.59434238365507,15.424780499789355,9.274328635834069e+32,4.513256913976296e+32,1.7,1.2011044537868626e+33,388.0,391.0,47,5.692471100463915
46,211067768,2.897743840299961e+32,8.673992300987034e+31,3940,4000.0,3750.0,36.47365413650276,33.52326116608029,4.327618338984833e+32,5.2493574425282215e+32,2.6666666666666665,1.2508523531726599e+33,1977.0,1984.0,47,5.692471100463915
96,211120561,2.500690771102743e+32,4.606442633383174e+31,3870,4000.0,3750.0,48.92731916260627,9.745794608043484,5.364047102894995e+32,2.700748157795832e+32,3.0,1.279689683970892e+33,140.0,142.0,47,5.692471100463915
73,211087985,2.500690771102743e+32,4.606442633383174e+31,3870,4000.0,3750.0,54.38341067169564,10.898004422951034,5.9622145960943474e+32,3.00909162602169e+32,2.6153846153846154,1.3020604959418296e+33,1998.0,2000.0,47,5.692471100463915
75,211089274,2.897743840299961e+32,8.673992300987034e+31,3940,4000.0,3750.0,69.63556590073553,12.55016902825634,8.262296695301866e+32,3.9172161716173196e+32,3.0,1.4042077452148371e+33,1364.0,1366.0,47,5.692471100463915
52,211071504,3.3270550844106834e+32,9.95907567321434e+31,4000,4000.0,3750.0,54.34709982100274,10.382566061998004,7.930349549674879e+32,3.8252979262953945e+32,2.0,1.44668244702674e+33,2990.0,2992.0,47,5.692471100463915
17,211021014,2.178010611369685e+32,4.012043812898151e+31,3800,4000.0,3750.0,90.52607503689067,35.53718077660146,8.108689182310547e+32,5.87068898170021e+32,1.2666666666666666,1.4777024299942354e+33,2158.0,2163.0,47,5.692471100463915
31,211048014,3.3270550844106834e+32,9.95907567321434e+31,4000,4000.0,3750.0,59.80608909359488,10.87945695893986,8.726927347978124e+32,4.1298635293363644e+32,3.0,1.4961379992412945e+33,2167.0,2170.0,47,5.692471100463915
44,211067768,2.897743840299961e+32,8.673992300987034e+31,3940,4000.0,3750.0,159.00674240665973,29.160018924269767,1.8866234018834664e+33,9.004279304275072e+32,3.3333333333333335,1.552926681425721e+33,619.0,621.0,47,5.692471100463915
30,211048014,3.3270550844106834e+32,9.95907567321434e+31,4000,4000.0,3750.0,38.91624051131626,9.506301070867085,5.6786726693866466e+32,3.0414743556440303e+32,3.666666666666667,1.6033869176276572e+33,2077.0,2079.0,47,5.692471100463915
26,211048014,3.3270550844106834e+32,9.95907567321434e+31,4000,4000.0,3750.0,49.21634615717099,9.684216524702444,7.181668016686499e+32,3.5052885445468444e+32,2.875,1.6571589441464193e+33,795.0,797.0,47,5.692471100463915
22,211030439,2.178010611369685e+32,4.012043812898151e+31,3800,4000.0,3750.0,106.81814732900695,20.092659746549256,9.568018445162924e+32,4.9709528658756876e+32,1.4166666666666665,1.6846524661280623e+33,681.0,685.0,47,5.692471100463915
