,EPIC,Tmax,Tmin,alpha,alpha_err,beta,beta_err,cluster,count_per_yr,high_yerr,istart,istop,logE,low_yerr,maxenerg,n_obj,nflares,tobs
46,210940618,3749.0,3500.0,-2.369090032574532,0.0366329050476491,46.13363146210987,1.2185295781185863,Pleiades,0.95327024760934,0.073223973587635,2650.0,2652.0,32.8817516151511,0.08812457603554469,2.298953699263612e+34,130,179,19.93346433188836
358,211115713,3749.0,3500.0,-2.369090032574532,0.0366329050476491,46.13363146210987,1.2185295781185863,Pleiades,0.9508372189383407,0.07353697697302053,1727.0,1729.0,32.8829105346338,0.0885788116618893,2.298953699263612e+34,130,179,19.93346433188836
344,211112686,3749.0,3500.0,-2.369090032574532,0.0366329050476491,46.13363146210987,1.2185295781185863,Pleiades,0.9483904829912531,0.07334709289808528,2211.0,2214.0,32.89563213081126,0.08830315305524206,2.298953699263612e+34,130,179,19.93346433188836
339,211112686,3749.0,3500.0,-2.369090032574532,0.0366329050476491,46.13363146210987,1.2185295781185863,Pleiades,0.9459298844435966,0.07353022002417742,602.0,608.0,32.89563213081126,0.08856899738890123,2.298953699263612e+34,130,179,19.93346433188836
343,211112686,3749.0,3500.0,-2.369090032574532,0.0366329050476491,46.13363146210987,1.2185295781185863,Pleiades,0.9434552653157411,0.07371476406694111,2201.0,2203.0,32.89563213081126,0.08883717690692938,2.298953699263612e+34,130,179,19.93346433188836
0,210833049,3749.0,3500.0,-2.369090032574532,0.0366329050476491,46.13363146210987,1.2185295781185863,Pleiades,0.9409664649120462,0.07390074355636944,1023.0,1025.0,32.898616297096154,0.08910772548292156,2.298953699263612e+34,130,179,19.93346433188836
189,211046168,3749.0,3500.0,-2.369090032574532,0.0366329050476491,46.13363146210987,1.2185295781185863,Pleiades,0.9384633197582422,0.07409975417893166,2892.0,2904.0,32.90058130970921,0.08939754600781136,2.298953699263612e+34,130,179,19.93346433188836
392,211131748,3749.0,3500.0,-2.369090032574532,0.0366329050476491,46.13363146210987,1.2185295781185863,Pleiades,0.9359456635369954,0.07411242351114034,2252.0,2254.0,32.90407763575053,0.0894160074910233,2.298953699263612e+34,130,179,19.93346433188836
15,210863683,3749.0,3500.0,-2.369090032574532,0.0366329050476491,46.13363146210987,1.2185295781185863,Pleiades,0.9334133270216003,0.07438990740029539,1122.0,1124.0,32.90473397123267,0.08982068332964444,2.298953699263612e+34,130,179,19.93346433188836
152,211033487,3749.0,3500.0,-2.369090032574532,0.0366329050476491,46.13363146210987,1.2185295781185863,Pleiades,0.9308661380077208,0.07470692553776992,1291.0,1295.0,32.91729762648369,0.09028379396455888,2.298953699263612e+34,130,179,19.93346433188836
81,210988354,3749.0,3500.0,-2.369090032574532,0.0366329050476491,46.13363146210987,1.2185295781185863,Pleiades,0.9283039212431201,0.07487150085844307,875.0,878.0,32.91874279315898,0.09052453941402572,2.298953699263612e+34,130,179,19.93346433188836
134,211008438,3749.0,3500.0,-2.369090032574532,0.0366329050476491,46.13363146210987,1.2185295781185863,Pleiades,0.9257264983553095,0.07499748051605959,1100.0,1102.0,32.92656858448676,0.09070897795216215,2.298953699263612e+34,130,179,19.93346433188836
385,211129321,3749.0,3500.0,-2.369090032574532,0.0366329050476491,46.13363146210987,1.2185295781185863,Pleiades,0.92313368777703,0.07485490647394366,2086.0,2088.0,32.92681826880449,0.09050025448999355,2.298953699263612e+34,130,179,19.93346433188836
384,211129321,3749.0,3500.0,-2.369090032574532,0.0366329050476491,46.13363146210987,1.2185295781185863,Pleiades,0.9205253046695017,0.07509139055988401,1251.0,1253.0,32.94587318312329,0.09084655127987418,2.298953699263612e+34,130,179,19.93346433188836
21,210872505,3749.0,3500.0,-2.369090032574532,0.0366329050476491,46.13363146210987,1.2185295781185863,Pleiades,0.9179011608433529,0.07539463955502868,1372.0,1374.0,32.94963114716958,0.09129129651026302,2.298953699263612e+34,130,179,19.93346433188836
60,210963935,3749.0,3500.0,-2.369090032574532,0.0366329050476491,46.13363146210987,1.2185295781185863,Pleiades,0.9152610646771446,0.07537941530919579,2247.0,2250.0,32.95604299051309,0.09126895034846783,2.298953699263612e+34,130,179,19.93346433188836
72,210974237,3749.0,3500.0,-2.369090032574532,0.0366329050476491,46.13363146210987,1.2185295781185863,Pleiades,0.9126048210334043,0.0757397283175747,2774.0,2777.0,32.96074531446733,0.09179833719077424,2.298953699263612e+34,130,179,19.93346433188836
