,EPIC,L_bol,L_bol_err,Teff,Tmax,Tmin,clustered,clusterederr,clusterenergy,clusterenergy_err,count_true,energ_true,istart,istop,stars_in_bin,tobs
6,211955417,2.500690771102743e+32,4.606442633383174e+31,3870,4000.0,3750.0,19.847825687860276,4.119834928713322,2.157331457131466e+32,1.1041061178548829e+32,2.5,4.6937546049790484e+32,799.0,801.0,47,7.730657464445968
1,211924546,2.897743840299961e+32,8.673992300987034e+31,3940,4000.0,3750.0,24.68451799612111,5.059251721086618,2.91979315834457e+32,1.4564027032840122e+32,3.4,5.727428516239644e+32,1328.0,1330.0,47,7.730657464445968
0,211841991,2.178010611369685e+32,4.012043812898151e+31,3800,4000.0,3750.0,40.72341913590584,7.49293243705707,3.609168293930002e+32,1.85974185210396e+32,1.2,6.025060285426848e+32,3146.0,3149.0,47,7.730657464445968
9,211955417,2.500690771102743e+32,4.606442633383174e+31,3870,4000.0,3750.0,41.580174251761264,11.410273222323568,4.519498473890662e+32,2.615151869686716e+32,2.7142857142857144,8.782646665914237e+32,3230.0,3232.0,47,7.730657464445968
12,212013132,2.897743840299961e+32,8.673992300987034e+31,3940,4000.0,3750.0,37.18973201067658,7.697577143666457,4.3989647722716174e+32,2.2031254257464256e+32,1.8888888888888888,9.267376669405111e+32,2191.0,2193.0,47,7.730657464445968
3,211939015,2.897743840299961e+32,8.673992300987034e+31,3940,4000.0,3750.0,63.29058409015156,11.981117935757887,7.486288143973268e+32,3.617001870425381e+32,1.3333333333333333,1.0711157520918044e+33,171.0,175.0,47,7.730657464445968
2,211938625,2.897743840299961e+32,8.673992300987034e+31,3940,4000.0,3750.0,50.37658417827855,9.131235385282753,5.958763539463093e+32,2.8310468652070258e+32,1.2666666666666666,1.0792796523117824e+33,3117.0,3119.0,47,7.730657464445968
4,211954582,2.178010611369685e+32,4.012043812898151e+31,3800,4000.0,3750.0,72.42249826480628,14.718346981354781,6.418542206198896e+32,3.430813084712695e+32,1.4444444444444444,1.1763447423213288e+33,3418.0,3421.0,47,7.730657464445968
8,211955417,2.500690771102743e+32,4.606442633383174e+31,3870,4000.0,3750.0,67.41092621310376,12.75506431064263,7.327135675261714e+32,3.615465450140579e+32,1.4285714285714286,1.250402432880309e+33,2125.0,2129.0,47,7.730657464445968
7,211955417,2.500690771102743e+32,4.606442633383174e+31,3870,4000.0,3750.0,102.35774524592526,18.81527452518475,1.1125630946826857e+33,5.4297551308508106e+32,1.5555555555555554,1.8063101250740848e+33,1051.0,1053.0,47,7.730657464445968
5,211955417,2.500690771102743e+32,4.606442633383174e+31,3870,4000.0,3750.0,223.3407476889764,40.25225126327925,2.427570799069396e+33,1.1760352379745862e+33,1.4545454545454546,2.979472933751315e+33,342.0,347.0,47,7.730657464445968
10,212009427,2.178010611369685e+32,4.012043812898151e+31,3800,4000.0,3750.0,208.6293094674287,36.91523308517508,1.8490055719571275e+33,9.397177768027685e+32,2.3333333333333335,3.0965911112345804e+33,2081.0,2085.0,47,7.730657464445968
13,212013132,2.897743840299961e+32,8.673992300987034e+31,3940,4000.0,3750.0,388.6402746996002,70.58583142710714,4.5970077896735105e+33,2.1857367388000398e+33,1.2,6.27881922251924e+33,2477.0,2479.0,47,7.730657464445968
