,EPIC,Tmax,Tmin,alpha,alpha_err,beta,beta_err,cluster,count_per_yr,high_yerr,istart,istop,logE,low_yerr,maxenerg,n_obj,nflares,tobs
83,211027607,3249.0,3000.0,-2.051605337445514,0.019851561945221086,34.89974638212559,0.6553974156033638,Pleiades,0.4480419745952886,0.11516753938774449,2803.0,2810.0,32.694851438247014,0.15718464603550486,6.024271647734758e+34,224,94,33.50316830177201
142,211059880,3249.0,3000.0,-2.051605337445514,0.019851561945221086,34.89974638212559,0.6553974156033638,Pleiades,0.44339706954952507,0.11532908633009797,2288.0,2291.0,32.697865202380775,0.15748725584345658,6.024271647734758e+34,224,94,33.50316830177201
149,211063081,3249.0,3000.0,-2.051605337445514,0.019851561945221086,34.89974638212559,0.6553974156033638,Pleiades,0.4387019483411454,0.11612848219050442,2680.0,2682.0,32.74136855265146,0.15898945973197054,6.024271647734758e+34,224,94,33.50316830177201
71,211013191,3249.0,3000.0,-2.051605337445514,0.019851561945221086,34.89974638212559,0.6553974156033638,Pleiades,0.4339555133166837,0.11689439985886074,2146.0,2153.0,32.746344032564714,0.16043625220440383,6.024271647734758e+34,224,94,33.50316830177201
139,211059880,3249.0,3000.0,-2.051605337445514,0.019851561945221086,34.89974638212559,0.6553974156033638,Pleiades,0.4291566304349148,0.11669633482832964,1706.0,1717.0,32.74695739089883,0.1600614069711801,6.024271647734758e+34,224,94,33.50316830177201
241,211119314,3249.0,3000.0,-2.051605337445514,0.019851561945221086,34.89974638212559,0.6553974156033638,Pleiades,0.42430412764050285,0.11734922645398926,1619.0,1622.0,32.758472345028146,0.16129890332474894,6.024271647734758e+34,224,94,33.50316830177201
183,211075627,3249.0,3000.0,-2.051605337445514,0.019851561945221086,34.89974638212559,0.6553974156033638,Pleiades,0.41939679314575873,0.11790171092829604,1476.0,1478.0,32.76656519075136,0.1623503084166431,6.024271647734758e+34,224,94,33.50316830177201
122,211053678,3249.0,3000.0,-2.051605337445514,0.019851561945221086,34.89974638212559,0.6553974156033638,Pleiades,0.4144333736142085,0.11756778682908453,1336.0,1338.0,32.77606124158093,0.16171437034846803,6.024271647734758e+34,224,94,33.50316830177201
55,211007016,3249.0,3000.0,-2.051605337445514,0.019851561945221086,34.89974638212559,0.6553974156033638,Pleiades,0.4094125722391577,0.1184297440565969,1151.0,1153.0,32.78250405527526,0.16335882116424694,6.024271647734758e+34,224,94,33.50316830177201
12,210927253,3249.0,3000.0,-2.051605337445514,0.019851561945221086,34.89974638212559,0.6553974156033638,Pleiades,0.4043330467098829,0.11870999721800413,287.0,289.0,32.79475353433375,0.1638955408837881,6.024271647734758e+34,224,94,33.50316830177201
49,211004548,3249.0,3000.0,-2.051605337445514,0.019851561945221086,34.89974638212559,0.6553974156033638,Pleiades,0.39919340705747164,0.1191658833707292,3254.0,3256.0,32.798766810130026,0.16477078147108482,6.024271647734758e+34,224,94,33.50316830177201
85,211027879,3249.0,3000.0,-2.051605337445514,0.019851561945221086,34.89974638212559,0.6553974156033638,Pleiades,0.393992213371664,0.1197441502707306,1370.0,1372.0,32.80523637821385,0.16588484787697833,6.024271647734758e+34,224,94,33.50316830177201
168,211067927,3249.0,3000.0,-2.051605337445514,0.019851561945221086,34.89974638212559,0.6553974156033638,Pleiades,0.38872797337930676,0.12064964458742411,2758.0,2760.0,32.82354804337478,0.16763809801981577,6.024271647734758e+34,224,94,33.50316830177201
63,211010149,3249.0,3000.0,-2.051605337445514,0.019851561945221086,34.89974638212559,0.6553974156033638,Pleiades,0.3833991398742398,0.12085705580205386,2782.0,2784.0,32.82685325880996,0.1680412095563788,6.024271647734758e+34,224,94,33.50316830177201
160,211065494,3249.0,3000.0,-2.051605337445514,0.019851561945221086,34.89974638212559,0.6553974156033638,Pleiades,0.3780041079875336,0.12161136920104743,2337.0,2340.0,32.83148174298375,0.169512039647584,6.024271647734758e+34,224,94,33.50316830177201
