,EPIC,Tmax,Tmin,alpha,alpha_err,beta,beta_err,cluster,count_per_yr,high_yerr,istart,istop,logE,low_yerr,maxenerg,n_obj,nflares,tobs
37,211846954,7000.0,3000.0,-2.2119435858858827,0.018613410648701378,40.02734508461773,0.6194013325824947,M44,0.07840126179531115,0.09601552405705416,1752.0,1754.0,32.89335993443042,0.12345200359987696,3.4447382551923174e+34,660,130,108.528072667123
35,211846954,7000.0,3000.0,-2.2119435858858827,0.018613410648701378,40.02734508461773,0.6194013325824947,M44,0.07504761978772301,0.09600944227572272,251.0,254.0,32.89346677806351,0.12344192291015466,3.4447382551923174e+34,660,130,108.528072667123
390,212020850,7000.0,3000.0,-2.2119435858858827,0.018613410648701378,40.02734508461773,0.6194013325824947,M44,0.07166787913634254,0.09599791033599292,1684.0,1686.0,32.89641383739386,0.12342280949001005,3.4447382551923174e+34,660,130,108.528072667123
103,211912940,7000.0,3000.0,-2.2119435858858827,0.018613410648701378,40.02734508461773,0.6194013325824947,M44,0.06826163044443101,0.09616568192495922,2983.0,2986.0,32.90349387536217,0.12370101268946243,3.4447382551923174e+34,660,130,108.528072667123
9,211827220,7000.0,3000.0,-2.2119435858858827,0.018613410648701378,40.02734508461773,0.6194013325824947,M44,0.06482845460603714,0.09653759316674693,931.0,934.0,32.90842610570195,0.12431874568510715,3.4447382551923174e+34,660,130,108.528072667123
293,211981575,7000.0,3000.0,-2.2119435858858827,0.018613410648701378,40.02734508461773,0.6194013325824947,M44,0.06136792249653045,0.09696791824078366,3081.0,3086.0,32.91436578920125,0.12503526248971553,3.4447382551923174e+34,660,130,108.528072667123
133,211923569,7000.0,3000.0,-2.2119435858858827,0.018613410648701378,40.02734508461773,0.6194013325824947,M44,0.057879594650709354,0.09748909209110357,2113.0,2118.0,32.917139133074336,0.1259055875736046,3.4447382551923174e+34,660,130,108.528072667123
449,212111862,7000.0,3000.0,-2.2119435858858827,0.018613410648701378,40.02734508461773,0.6194013325824947,M44,0.05436302092787226,0.0981370024939694,1653.0,1655.0,32.92482178763009,0.12699145410707224,3.4447382551923174e+34,660,130,108.528072667123
191,211940224,7000.0,3000.0,-2.2119435858858827,0.018613410648701378,40.02734508461773,0.6194013325824947,M44,0.0508177401632226,0.09862591594328851,2727.0,2730.0,32.93017317759028,0.12781372703517935,3.4447382551923174e+34,660,130,108.528072667123
384,212018959,7000.0,3000.0,-2.2119435858858827,0.018613410648701378,40.02734508461773,0.6194013325824947,M44,0.04724327980492404,0.09887381734901801,2778.0,2780.0,32.93228588526017,0.12823160696417157,3.4447382551923174e+34,660,130,108.528072667123
