,EPIC,Tmax,Tmin,alpha,alpha_err,beta,beta_err,cluster,count_per_yr,high_yerr,istart,istop,logE,low_yerr,maxenerg,n_obj,nflares,tobs
159,212014467,3499.0,3250.0,-2.2067641912318843,0.057093344531868755,40.006845905889854,1.89729448392484,M44,0.30724034320339055,0.14977582973012415,2291.0,2295.0,32.76475938786205,0.23048134564521905,1.3754051745241034e+34,156,52,25.630849494258122
112,211953038,3499.0,3250.0,-2.2067641912318843,0.057093344531868755,40.006845905889854,1.89729448392484,M44,0.2988071756665276,0.1513735486631569,1289.0,1295.0,32.78171778578985,0.2343404344890021,1.3754051745241034e+34,156,52,25.630849494258122
67,211916235,3499.0,3250.0,-2.2067641912318843,0.057093344531868755,40.006845905889854,1.89729448392484,M44,0.2902070039046101,0.15366720261482447,1872.0,1875.0,32.79132648208765,0.23996642726454276,1.3754051745241034e+34,156,52,25.630849494258122
5,211832848,3499.0,3250.0,-2.2067641912318843,0.057093344531868755,40.006845905889854,1.89729448392484,M44,0.28143307959710495,0.15604116792065237,801.0,813.0,32.79711991031747,0.2458992112523264,1.3754051745241034e+34,156,52,25.630849494258122
58,211913859,3499.0,3250.0,-2.2067641912318843,0.057093344531868755,40.006845905889854,1.89729448392484,M44,0.2724782369441785,0.15693211870813095,3103.0,3105.0,32.81667828825555,0.24815535741406847,1.3754051745241034e+34,156,52,25.630849494258122
180,212074153,3499.0,3250.0,-2.2067641912318843,0.057093344531868755,40.006845905889854,1.89729448392484,M44,0.26333485750430885,0.15724606605556768,3060.0,3062.0,32.81917341318522,0.24895427259492853,1.3754051745241034e+34,156,52,25.630849494258122
75,211925698,3499.0,3250.0,-2.2067641912318843,0.057093344531868755,40.006845905889854,1.89729448392484,M44,0.2539948312501654,0.1564472153823333,1941.0,1954.0,32.86993586243666,0.24692541410845803,1.3754051745241034e+34,156,52,25.630849494258122
201,212111862,3499.0,3250.0,-2.2067641912318843,0.057093344531868755,40.006845905889854,1.89729448392484,M44,0.24444951334393505,0.15854230912588574,1653.0,1655.0,32.92482178763009,0.25227470180630895,1.3754051745241034e+34,156,52,25.630849494258122
186,212078299,3499.0,3250.0,-2.2067641912318843,0.057093344531868755,40.006845905889854,1.89729448392484,M44,0.23468967605477875,0.1606782609561872,1039.0,1041.0,32.93882183562947,0.2578241351710868,1.3754051745241034e+34,156,52,25.630849494258122
173,212031039,3499.0,3250.0,-2.2067641912318843,0.057093344531868755,40.006845905889854,1.89729448392484,M44,0.22470545514817797,0.16308479898620232,439.0,441.0,32.9779650898099,0.2641962133198823,1.3754051745241034e+34,156,52,25.630849494258122
57,211913859,3499.0,3250.0,-2.2067641912318843,0.057093344531868755,40.006845905889854,1.89729448392484,M44,0.21448628996649188,0.16502290283338472,450.0,452.0,33.00316103563493,0.269423041952225,1.3754051745241034e+34,156,52,25.630849494258122
138,211983023,3499.0,3250.0,-2.2067641912318843,0.057093344531868755,40.006845905889854,1.89729448392484,M44,0.20402085628832678,0.16748593136856638,2630.0,2632.0,33.024470123508564,0.2761920902456716,1.3754051745241034e+34,156,52,25.630849494258122
128,211972472,3499.0,3250.0,-2.2067641912318843,0.057093344531868755,40.006845905889854,1.89729448392484,M44,0.19329699089655383,0.16980606641099438,2976.0,2986.0,33.032175295897,0.282702419714008,1.3754051745241034e+34,156,52,25.630849494258122
46,211905618,3499.0,3250.0,-2.2067641912318843,0.057093344531868755,40.006845905889854,1.89729448392484,M44,0.18230160659509043,0.17315368169034162,2576.0,2579.0,33.03579385786495,0.2923346335621271,1.3754051745241034e+34,156,52,25.630849494258122
110,211949871,3499.0,3250.0,-2.2067641912318843,0.057093344531868755,40.006845905889854,1.89729448392484,M44,0.17102059618540144,0.1765545236115249,2548.0,2550.0,33.04118552935361,0.30242276173458715,1.3754051745241034e+34,156,52,25.630849494258122
129,211973218,3499.0,3250.0,-2.2067641912318843,0.057093344531868755,40.006845905889854,1.89729448392484,M44,0.1594387236355863,0.1760224594653712,1459.0,1464.0,33.04370372610518,0.3008236622630003,1.3754051745241034e+34,156,52,25.630849494258122
28,211898716,3499.0,3250.0,-2.2067641912318843,0.057093344531868755,40.006845905889854,1.89729448392484,M44,0.1475395003358786,0.17848065025165472,397.0,402.0,33.05953449970228,0.30827807194148416,1.3754051745241034e+34,156,52,25.630849494258122
73,211920850,3499.0,3250.0,-2.2067641912318843,0.057093344531868755,40.006845905889854,1.89729448392484,M44,0.135305043918867,0.18207069359481887,3427.0,3433.0,33.069013356677,0.3194787150077689,1.3754051745241034e+34,156,52,25.630849494258122
176,212035441,3499.0,3250.0,-2.2067641912318843,0.057093344531868755,40.006845905889854,1.89729448392484,M44,0.12271591661084646,0.18609410185509767,903.0,906.0,33.10949134476648,0.3324999178277186,1.3754051745241034e+34,156,52,25.630849494258122
13,211834355,3499.0,3250.0,-2.2067641912318843,0.057093344531868755,40.006845905889854,1.89729448392484,M44,0.10975093944647885,0.1902617830527653,58.0,65.0,33.139636966585975,0.34654675360189424,1.3754051745241034e+34,156,52,25.630849494258122
121,211966707,3499.0,3250.0,-2.2067641912318843,0.057093344531868755,40.006845905889854,1.89729448392484,M44,0.09638697788849737,0.19026985198474944,444.0,449.0,33.14217287591845,0.3465745278629273,1.3754051745241034e+34,156,52,25.630849494258122
194,212086091,3499.0,3250.0,-2.2067641912318843,0.057093344531868755,40.006845905889854,1.89729448392484,M44,0.08259869340286397,0.19428196625967176,1368.0,1372.0,33.14334404422967,0.36067575182982914,1.3754051745241034e+34,156,52,25.630849494258122
143,211989060,3499.0,3250.0,-2.2067641912318843,0.057093344531868755,40.006845905889854,1.89729448392484,M44,0.0683582542882537,0.19387580137765958,914.0,916.0,33.14931815018612,0.3592211988560823,1.3754051745241034e+34,156,52,25.630849494258122
126,211971468,3499.0,3250.0,-2.2067641912318843,0.057093344531868755,40.006845905889854,1.89729448392484,M44,0.05363499746754741,0.19709529689404937,2973.0,2976.0,33.1923652178459,0.3709252019060907,1.3754051745241034e+34,156,52,25.630849494258122
95,211945119,3499.0,3250.0,-2.2067641912318843,0.057093344531868755,40.006845905889854,1.89729448392484,M44,0.038395030910810535,0.20058160466288455,2522.0,2527.0,33.20243610330148,0.3840679242120686,1.3754051745241034e+34,156,52,25.630849494258122
