,EPIC,L_bol,L_bol_err,Teff,Tmax,Tmin,clustered,clusterederr,clusterenergy,clusterenergy_err,count_true,energ_true,istart,istop,stars_in_bin,tobs
83,211027607,2.5945377341929524e+31,2.240303966236216e+31,3200,3249.0,3000.0,346.4072898507042,237.3005603300861,2.389580709427149e+32,2.4950510246372193e+32,3.8333333333333335,4.952807381312723e+32,2803.0,2810.0,224,33.50316830177201
142,211059880,2.5945377341929524e+31,2.240303966236216e+31,3200,3249.0,3000.0,2256.319930826455,408.74654354945056,1.556450669188461e+33,8.40888785232706e+32,2.1666666666666665,4.9872966623000674e+32,2288.0,2291.0,224,33.50316830177201
149,211063081,1.2304387258962846e+31,7.082974670228428e+30,3030,3249.0,3000.0,680.8157611693156,124.70068772676697,1.9337206287929567e+32,9.689264244593231e+31,2.3333333333333335,5.512753233401282e+32,2680.0,2682.0,224,33.50316830177201
71,211013191,1.950113960413546e+31,6.95997016907608e+30,3100,3249.0,3000.0,651.545506336072,112.2781380434778,3.2303635654275964e+32,1.8115108868232062e+32,4.5,5.576273064355779e+32,2146.0,2153.0,224,33.50316830177201
139,211059880,2.5945377341929524e+31,2.240303966236216e+31,3200,3249.0,3000.0,412.84816400678733,72.51546546043836,2.847901985718068e+32,1.5229184561197502e+32,2.7142857142857144,5.584154053099873e+32,1706.0,1717.0,224,33.50316830177201
241,211119314,2.5945377341929524e+31,2.240303966236216e+31,3200,3249.0,3000.0,288.92494134313523,259.2969375646132,1.9930569781123298e+32,2.5043927154576475e+32,3.0,5.734193512283895e+32,1619.0,1622.0,224,33.50316830177201
183,211075627,1.950113960413546e+31,6.95997016907608e+30,3100,3249.0,3000.0,1139.583283518748,205.96549597939054,5.6500555725580964e+32,3.215943044004678e+32,4.666666666666667,5.842048939028423e+32,1476.0,1478.0,224,33.50316830177201
122,211053678,2.5945377341929524e+31,2.240303966236216e+31,3200,3249.0,3000.0,759.8281244478637,139.50109456443653,5.241433081397768e+32,2.8445246006321184e+32,2.1666666666666665,5.971194828249619e+32,1336.0,1338.0,224,33.50316830177201
55,211007016,1.950113960413546e+31,6.95997016907608e+30,3100,3249.0,3000.0,376.42147246174096,68.2891041205029,1.866298206433803e+32,1.0635415866951486e+32,3.5999999999999996,6.060438595057062e+32,1151.0,1153.0,224,33.50316830177201
12,210927253,2.5945377341929524e+31,2.240303966236216e+31,3200,3249.0,3000.0,489.5430065380792,269.919375996595,3.376957007349725e+32,3.0746325357449194e+32,3.25,6.233809612907093e+32,287.0,289.0,224,33.50316830177201
49,211004548,2.5945377341929524e+31,2.240303966236216e+31,3200,3249.0,3000.0,397.8690114697817,74.41468700428689,2.7445730576189454e+32,1.4989137817697993e+32,3.0,6.2916826683886756e+32,3254.0,3256.0,224,33.50316830177201
85,211027879,2.5945377341929524e+31,2.240303966236216e+31,3200,3249.0,3000.0,394.63815895190635,70.75285576507444,2.7222860472761594e+32,1.4656504427155982e+32,2.2,6.386109754054321e+32,1370.0,1372.0,224,33.50316830177201
168,211067927,2.5945377341929524e+31,2.240303966236216e+31,3200,3249.0,3000.0,401.79713686915386,74.25860569374623,2.7716699835600707e+32,1.5075677240874595e+32,3.75,6.661132053023695e+32,2758.0,2760.0,224,33.50316830177201
63,211010149,2.5945377341929524e+31,2.240303966236216e+31,3200,3249.0,3000.0,629.543924476757,114.80649065518294,4.3427088913604234e+32,2.3514410920373725e+32,2.6666666666666665,6.712020261306429e+32,2782.0,2784.0,224,33.50316830177201
160,211065494,1.950113960413546e+31,6.95997016907608e+30,3100,3249.0,3000.0,766.4499844929404,139.49852962405885,3.800060134788877e+32,2.167768434468877e+32,1.8181818181818181,6.783936013623816e+32,2337.0,2340.0,224,33.50316830177201
0,210880560,2.5945377341929524e+31,2.240303966236216e+31,3200,3249.0,3000.0,791.5994076903954,143.6215641939082,5.460597191895616e+32,2.951651102904323e+32,4.2,6.80590492333624e+32,582.0,584.0,224,33.50316830177201
191,211078690,1.950113960413546e+31,6.95997016907608e+30,3100,3249.0,3000.0,1005.039714761969,174.93384115676125,4.982988363517568e+32,2.8029655928960235e+32,1.25,6.824296536985561e+32,603.0,605.0,224,33.50316830177201
144,211062438,2.5945377341929524e+31,2.240303966236216e+31,3200,3249.0,3000.0,581.1719522229503,104.61173404594304,4.009030198211504e+32,2.1612903829103576e+32,3.25,7.141740307775692e+32,1985.0,1988.0,224,33.50316830177201
156,211065494,1.950113960413546e+31,6.95997016907608e+30,3100,3249.0,3000.0,1070.072978657469,180.67956285215274,5.305423380236876e+32,2.9567028703123702e+32,2.0,7.214945803001928e+32,856.0,864.0,224,33.50316830177201
100,211040347,2.5945377341929524e+31,2.240303966236216e+31,3200,3249.0,3000.0,482.7913445420265,85.89559729291597,3.3303828106309046e+32,1.7884779341452376e+32,3.75,7.217880557463865e+32,496.0,499.0,224,33.50316830177201
30,210967582,2.5945377341929524e+31,2.240303966236216e+31,3200,3249.0,3000.0,329.6204566739018,43.68455457176249,2.2737820703484307e+32,1.1178687026907409e+32,4.0,7.538140022546999e+32,930.0,935.0,224,33.50316830177201
125,211055359,1.950113960413546e+31,6.95997016907608e+30,3100,3249.0,3000.0,682.6101954888296,123.8782420937556,3.384382339303754e+32,1.9288528593748456e+32,1.8571428571428572,7.645713920967151e+32,1140.0,1142.0,224,33.50316830177201
108,211043323,2.5945377341929524e+31,2.240303966236216e+31,3200,3249.0,3000.0,631.2970267750237,452.7597402238164,4.354802110978856e+32,4.68704701447641e+32,2.0,7.702524001071181e+32,2666.0,2672.0,224,33.50316830177201
208,211083672,2.5945377341929524e+31,2.240303966236216e+31,3200,3249.0,3000.0,1363.2958665449491,248.92988530597586,9.404263707445638e+32,5.094274298111753e+32,2.1666666666666665,8.161373456530429e+32,271.0,274.0,224,33.50316830177201
252,220115919,2.5945377341929524e+31,2.240303966236216e+31,3200,3249.0,3000.0,1058.5812478588452,185.25087662523757,7.302286653190864e+32,3.900176103133607e+32,1.1,8.353257947462992e+32,1291.0,1302.0,224,33.50316830177201
182,211075627,1.950113960413546e+31,6.95997016907608e+30,3100,3249.0,3000.0,457.00817541727497,80.3911121904819,2.265847196571748e+32,1.2787482877490323e+32,4.25,8.405145216694103e+32,262.0,264.0,224,33.50316830177201
33,210967582,2.5945377341929524e+31,2.240303966236216e+31,3200,3249.0,3000.0,514.9602501259673,90.74958108888788,3.552289792611272e+32,1.9016493276606347e+32,3.75,8.438906491048207e+32,3051.0,3053.0,224,33.50316830177201
37,210978953,2.5945377341929524e+31,2.240303966236216e+31,3200,3249.0,3000.0,649.765263143433,110.69433099623124,4.482199376152206e+32,2.3731662819609127e+32,4.333333333333333,8.583099301837108e+32,1340.0,1343.0,224,33.50316830177201
98,211038810,2.5945377341929524e+31,2.240303966236216e+31,3200,3249.0,3000.0,609.6769486516171,57.595243762986904,4.20566286612559e+32,1.9075736670422052e+32,2.0,8.638109399069548e+32,1408.0,1421.0,224,33.50316830177201
47,211004548,2.5945377341929524e+31,2.240303966236216e+31,3200,3249.0,3000.0,628.8606703092626,111.14673915681924,4.337995679409878e+32,2.324502924079982e+32,2.8,8.858055094267008e+32,1019.0,1022.0,224,33.50316830177201
127,211056608,1.950113960413546e+31,6.95997016907608e+30,3100,3249.0,3000.0,305.40372245934515,60.048435425858045,1.5141920989164994e+32,8.859086141372925e+31,3.0,8.881928417232418e+32,732.0,735.0,224,33.50316830177201
220,211089510,2.5945377341929524e+31,2.240303966236216e+31,3200,3249.0,3000.0,536.8735033807468,97.42989594933418,3.703451413029193e+32,2.0020141303162088e+32,4.0,8.947202884000586e+32,482.0,485.0,224,33.50316830177201
50,211005799,2.5945377341929524e+31,2.240303966236216e+31,3200,3249.0,3000.0,771.2568424762394,139.1656795700053,5.320270464253824e+32,2.87052168142053e+32,1.7142857142857142,8.96340476614342e+32,107.0,110.0,224,33.50316830177201
238,211118414,2.5945377341929524e+31,2.240303966236216e+31,3200,3249.0,3000.0,675.9661350954383,107.4270624214283,4.662937772892258e+32,2.4155319828620747e+32,1.8571428571428572,9.152418009887841e+32,1354.0,1360.0,224,33.50316830177201
38,210978953,2.5945377341929524e+31,2.240303966236216e+31,3200,3249.0,3000.0,363.6694320297605,62.9479677406654,2.5086581167537657e+32,1.3350962153332948e+32,4.0,9.345853835221525e+32,1613.0,1615.0,224,33.50316830177201
137,211059880,2.5945377341929524e+31,2.240303966236216e+31,3200,3249.0,3000.0,611.2448212819667,108.11298447585528,4.2164783376877994e+32,2.2599381438256684e+32,2.2,9.571083256924381e+32,742.0,745.0,224,33.50316830177201
