,ampl,dur,ed,ederr,istart,istop,istart_no_sys_no_thruster,istop_no_sys_no_thruster,istart_no_sys_no_thruster.1,istop_no_sys_no_thruster.1,corrected,myenerg,myenerg_err,L_bol,L_bol_err,myed,ED_true,count_true,energ_true
0,0.02059244604976581,0.0408643889168161,47.053493069234754,10.579447074793846,296,298,296,298,296,298,9.0,9.131295120011326e+31,6.020438644830058e+31,1.4266952797331432e+29,4.76337656086982e+28,143.24294192907135,347.2162126771714,9.0,2.213396112722819e+32
1,0.005390988910701408,0.04086406609712867,14.732734367049172,3.5200561562095287,689,691,689,691,689,691,,2.766246295031536e+31,1.8628126148338886e+31,1.4266952797331432e+29,4.76337656086982e+28,43.394201172223156,146.70924256299156,,9.352261079218452e+31
2,0.027660671998645053,0.04086335980537115,86.38062620318289,18.299921987416752,1802,1804,1802,1804,1802,1804,9.0,9.414112569682091e+31,6.0846486835423385e+31,1.4266952797331432e+29,4.76337656086982e+28,147.67950903015384,347.2162126771714,9.0,2.213396112722819e+32
3,1.0257264120565104,0.08172643393481849,1600.122340015601,322.97727607603315,1915,1919,1915,1919,1915,1919,2.0625,1.5880023753315796e+33,1.0104870328067875e+33,1.4266952797331432e+29,4.76337656086982e+28,2491.1048109084295,3024.077517785531,2.0625,1.927756014279873e+33
4,0.00419642690156356,0.0612948181151296,19.44792888017664,66.17375047455546,1929,1932,1929,1932,1929,1932,,2.6142584653321158e+31,1.0031150864349483e+32,1.4266952797331432e+29,4.76337656086982e+28,41.00996283829308,146.70924256299156,,9.352261079218452e+31
5,0.022573056111081558,0.2043156223007827,8.074624670919237,10.05008923572501,2782,2791,2782,2791,2782,2791,5.0,1.2315275187040932e+32,2.067896621635882e+32,1.4266952797331432e+29,4.76337656086982e+28,193.19014721053603,560.8803047894394,5.0,3.575438706481108e+32
