,ampl,dur,ed,ederr,istart,istop,istart_no_sys_no_thruster,istop_no_sys_no_thruster,corrected,myenerg,myenerg_err,L_bol,L_bol_err,myed,ED_true,count_true,energ_true
0,0.028980021543863005,0.18389028582168976,440.40709461921836,1687.830796060948,118,126,118,126,30.0,1.4140944099961947e+33,5.689840365682498e+33,1.0815833456435376e+33,3.4866127639132136e+32,23.02676471387668,43.906774984976884,30.0,2.6963546915385863e+33
1,0.0014785863218596475,0.2451869293290656,23.40631440878223,72.24699176170499,132,144,132,139,30.0,1.2396931761510513e+33,4.5614336559185344e+33,1.0815833456435376e+33,3.4866127639132136e+32,20.186858022234567,43.5581729622601,30.0,2.674946726600286e+33
2,0.029366741991015563,0.1430245893279789,344.5838311154428,1338.682770097103,444,451,444,451,,1.2905552510295299e+33,5.219556161697876e+33,1.0815833456435376e+33,3.4866127639132136e+32,21.0150835090247,10.876616997283703,,6.679428693801543e+32
3,-0.0001754326824393199,0.3882091504201526,-17.610429751467112,1.9753827022866481,457,476,457,476,4.3076923076923075,2.1658127311142197e+33,1.1256636915165488e+33,1.0815833456435376e+33,3.4866127639132136e+32,35.26756051162101,75.55995619069903,4.3076923076923075,4.6402051263603784e+33
4,0.00021391629097903885,0.0817278458198416,0.4249847265915208,0.04914663995119965,670,673,670,673,,6.541375113533245e+32,3.339771223129822e+32,1.0815833456435376e+33,3.4866127639132136e+32,10.651813951017862,9.316776803844126,,5.7215167485333386e+32
5,0.0002606154489701138,0.12259148443990853,1.1707458007514386,9.44315049181828,765,771,765,771,,5.0302359679385895e+32,3.9628242149047716e+33,1.0815833456435376e+33,3.4866127639132136e+32,8.191112224912432,9.316776803844126,,5.7215167485333386e+32
6,0.00017534517596093257,0.2656131639596424,-5.493022912566524,10.897643069409757,1089,1101,1089,1101,,3.0491497312512226e+33,7.063314373592375e+33,1.0815833456435376e+33,3.4866127639132136e+32,49.65160242666624,16.396677759208256,,1.0069347843656219e+33
7,0.005899454277571765,0.4699308968920377,26.20057103997719,4.841220431233597,1107,1129,1107,1129,7.375,4.27993389929065e+33,2.5299753835834856e+33,1.0815833456435376e+33,3.4866127639132136e+32,69.69338835741227,110.47918351449984,7.375,6.784626401930006e+33
8,0.00118707125600492,0.08172675116657048,2.2082958106487443,0.3854320903762864,1301,1305,1301,1305,37.0,1.121476394270451e+33,6.353418868267201e+32,1.0815833456435376e+33,3.4866127639132136e+32,18.261845093569082,41.98955319041401,37.0,2.5786163702371828e+33
9,0.00035240556621905485,0.163453262510302,-0.7152294933830085,0.05541159546547122,1500,1508,1500,1508,,1.2727353183547106e+33,6.153090459860298e+32,1.0815833456435376e+33,3.4866127639132136e+32,20.724908119022775,10.876616997283703,,6.679428693801543e+32
10,0.001344554233211082,0.12259001818893013,10.327315849592237,0.9003673543155805,1521,1527,1521,1527,30.0,1.2618605818411076e+33,6.197336118247068e+32,1.0815833456435376e+33,3.4866127639132136e+32,20.547826590905558,43.5581729622601,30.0,2.674946726600286e+33
11,0.0007990422149856726,0.1021583413676126,4.251844653881832,0.3569734496099075,1542,1547,1542,1547,29.0,9.49639314368212e+32,4.62524845752796e+32,1.0815833456435376e+33,3.4866127639132136e+32,15.463692452516542,30.466359169891994,29.0,1.8709666221202916e+33
12,7.894705463015827e-05,0.2860426089828252,-6.727444903310327,16.148441068246544,1743,1755,1743,1755,6.222222222222221,2.2611384526695284e+33,6.142662771726916e+33,1.0815833456435376e+33,3.4866127639132136e+32,36.819821057959295,82.57298445359217,6.222222222222221,5.070881523454329e+33
13,-0.00014238704399815313,0.2656107603397686,-9.9820900287974,17.681457567769574,1761,1774,1761,1774,8.0,2.914374952061427e+33,6.170594131571892e+33,1.0815833456435376e+33,3.4866127639132136e+32,47.45696315235041,99.54153104729303,8.0,6.112935289238113e+33
14,0.0014474848624027286,0.04086320439091652,4.084314660199518,0.7839952694075012,1782,1784,1782,1784,,7.093155724314257e+32,4.0228103499242006e+32,1.0815833456435376e+33,3.4866127639132136e+32,11.550319892934974,9.316776803844126,,5.7215167485333386e+32
15,0.00038260824636948904,0.04086313384323148,1.2427948522161376,14.224830277881221,2081,2083,2081,2083,,2.387520515314389e+32,2.3292410724140776e+33,1.0815833456435376e+33,3.4866127639132136e+32,3.887779540536193,9.316776803844126,,5.7215167485333386e+32
16,0.04151432803646755,0.08172636513336329,240.55814082976963,1843.3673191836533,2088,2092,2088,2092,,5.445373575384323e+32,3.9556805874468414e+33,1.0815833456435376e+33,3.4866127639132136e+32,8.86711206926231,9.316776803844126,,5.7215167485333386e+32
17,0.01926514378909073,0.10215789526409937,74.91246071500379,14.895257539462655,2207,2212,2207,2212,3.7333333333333334,5.478015900131076e+33,3.242558934539703e+33,1.0815833456435376e+33,3.4866127639132136e+32,89.20266026052187,134.32605392737878,3.7333333333333334,8.249084243305956e+33
18,0.018413804832740764,0.20431566340994325,122.59680946159749,205.32598264362124,2392,2402,2392,2402,6.222222222222221,2.208013656208471e+33,4.432094394580818e+33,1.0815833456435376e+33,3.4866127639132136e+32,35.9547499708141,82.57298445359217,6.222222222222221,5.070881523454329e+33
19,0.0008144180008337016,0.5107908261634293,-75.81830117014526,14.464300192224961,2986,3005,2986,3005,4.3076923076923075,,,,,,76.70466036798044,4.3076923076923075,4.710502443343752e+33
