,ampl,dur,ed,ederr,istart,istop,istart_no_sys_no_thruster,istop_no_sys_no_thruster,corrected,myenerg,myenerg_err,L_bol,L_bol_err,myed,ED_true,count_true,energ_true
0,0.023346304850986564,0.061296273772313725,59.539266234742676,12.488610585904059,405,408,405,408,,7.358596474604395e+32,3.737597519006802e+32,1.3742317915994988e+32,5.53749986589713e+31,141.7196349062783,172.78660132882473,,8.971705834819631e+32
1,0.03205917254249328,0.04086404421104817,103.74147293603144,22.80412118289104,544,546,544,546,5.666666666666666,7.63035972114868e+32,3.859053187755068e+32,1.3742317915994988e+32,5.53749986589713e+31,146.95353898216,367.3890925420355,5.666666666666666,1.9076171646757216e+33
2,0.019810150946684764,0.06129564256843877,76.09935790677311,17.411577809375643,849,851,849,851,,6.133654198663789e+32,3.147086264901816e+32,1.3742317915994988e+32,5.53749986589713e+31,118.12840079979046,119.08377051942986,,6.183260452980853e+32
3,0.07060150799057809,0.2860462013341021,685.8678426596382,113.57589818276014,883,896,883,896,1.875,3.775417078969827e+33,1.8342521907335058e+33,1.3742317915994988e+32,5.53749986589713e+31,727.1097578146467,1215.165874779353,1.875,6.309581116352975e+33
4,0.8187534902683886,0.4290672725837794,2178.7646530627144,391.51492176249326,1141,1161,1141,1161,2.0,1.435897341144032e+34,7.202968288444264e+33,1.3742317915994988e+32,5.53749986589713e+31,2765.4029902593347,3269.7719087061273,2.0,1.697783941941236e+34
5,0.012670838932043408,0.04086319264024496,33.112898614346825,8.52044512044629,1568,1570,1568,1570,2.7142857142857144,4.823230228240124e+32,2.5870213331044746e+32,1.3742317915994988e+32,5.53749986589713e+31,92.89086979754026,312.83344961345125,2.7142857142857144,1.6243445172479013e+33
6,0.017562837825653616,0.061294917766645085,80.88746111735513,18.12391166806129,2029,2031,2029,2031,,6.3414522695573466e+32,3.2291757558643724e+32,1.3742317915994988e+32,5.53749986589713e+31,122.13039585997578,119.08377051942986,,6.183260452980853e+32
7,0.0140029497674117,0.061294668637856375,44.167511155166146,9.33175553951882,2297,2300,2297,2300,,7.409970159308629e+32,3.773489195835588e+32,1.3742317915994988e+32,5.53749986589713e+31,142.70904366991968,172.78660132882473,,8.971705834819631e+32
8,0.012123513844256695,0.04086311103310436,35.819679284138864,8.945335277659963,2336,2338,2336,2338,13.0,4.251697654506071e+32,2.2541472924230304e+32,1.3742317915994988e+32,5.53749986589713e+31,81.88369091958853,157.03099770017397,13.0,8.153617858557722e+32
9,0.005995622927411042,0.14302106492687014,40.59807345210356,5.9927535442879725,2785,2791,2785,2791,2.428571428571429,1.1367586552174846e+33,5.262420674880218e+32,1.3742317915994988e+32,5.53749986589713e+31,218.9290065706922,542.5970708108207,2.428571428571429,2.817360413777283e+33
10,0.00928705382358238,0.08172677770198787,39.27871643494849,6.896672537688215,3258,3262,3258,3262,,6.2492888906064814e+32,3.020383233322186e+32,1.3742317915994988e+32,5.53749986589713e+31,120.35541601677846,119.08377051942986,,6.183260452980853e+32
