,ampl,dur,ed,ederr,istart,istop,istart_no_sys_no_thruster,istop_no_sys_no_thruster,istart_no_sys_no_thruster.1,istop_no_sys_no_thruster.1,corrected,myenerg,myenerg_err,L_bol,L_bol_err,myed,ED_true,count_true,energ_true
0,0.0203097985071394,0.08172626804298487,85.93072682542294,16.95238987545457,1832,1836,1832.0,1836.0,1832.0,1836.0,9.333333333333334,4.379733492022156e+34,1.977371171007934e+34,3.2683700666971274e+34,1.0912265281248903e+34,232.31203755357012,506.5862111843803,9.333333333333334,9.550570943656821e+34
