EPIC,angDist,gmag,rmag,imag,zmag,ymag,J,H,K,RAJ2000,DEJ2000,spec_class,T,logT,BCv,Mv,logL,B-V,Bt-Vt,V-G,U-B,V-Rc,V-Ic,V-Ks,J-H,H-K,Ks-W1,W1-W2,W1-W3,W1-W4,Msun,logAge,b-y,M_J,M_Ks,Mbol,i-z,z-Y,R_Rsun,#SpT.1,lum_class,u_g,g_r,r_i,i_z,z_J,J_H,H_K,Jmag_abs,T_err,R_Rsun_err,Mbol_err,L_quiet,L_quiet_bol,L_quiet_err,L_quiet_bol_err,g_z,g_i,J_K,r_z,J-K
211013191,0.765388,19.4091,18.1205,16.3831,15.5947,15.1937,13.887,13.319,13.005,56.39166723,23.18502918,M4,3200,3.505,-2.59,12.8,-2.2,1.661,,,1.222,1.241,2.831,5.25,0.557,0.282,0.139,,,,0.22,,,8.39,7.55,10.21,0.71,,0.258,M4V,V  ,3.13,1.48,1.51,0.76,1.56,0.63,0.23,7.06,76.3762615801244,0.0516,0.375,1.99622881378631E+029,1.30116155957454E+028,7.16779018986642E+028,1.12351320399495E+028,3.8144,3.026,0.882,2.5258,0.882
211013627,0.681733,19.362,18.0888,16.3882,15.584,15.1872,13.868,13.296,13.057,55.56410859,23.19183398,M4,3200,3.505,-2.59,12.8,-2.2,1.661,,,1.222,1.241,2.831,5.25,0.557,0.282,0.139,,,,0.22,,,8.39,7.55,10.21,0.71,,0.258,M4V,V  ,3.13,1.48,1.51,0.76,1.56,0.63,0.23,7.06,76.3762615801244,0.0516,0.375,1.99622881378631E+029,1.30116155957454E+028,7.16779018986642E+028,1.12351320399495E+028,3.778,2.9738,0.811,2.5048,0.811
211014750,0.814375,18.6028,17.3719,15.7003,14.939,14.5628,13.275,12.658,12.375,55.90245254,23.20934101,M4,3200,3.505,-2.59,12.8,-2.2,1.661,,,1.222,1.241,2.831,5.25,0.557,0.282,0.139,,,,0.22,,,8.39,7.55,10.21,0.71,,0.258,M4V,V  ,3.13,1.48,1.51,0.76,1.56,0.63,0.23,7.06,76.3762615801244,0.0516,0.375,1.99622881378631E+029,1.30116155957454E+028,7.16779018986642E+028,1.12351320399495E+028,3.6638,2.9025,0.9,2.4329,0.9
211014883,0.836157,11.145,10.562,10.276,10.104,10.038,9.034,8.682,8.552,55.94794362,23.21157914,K5,4410,3.644,-0.68,7.36,-0.78,1.15,1.373,0.525,1.081,0.685,1.272,2.883,0.568,0.132,0.042,-0.073,-0.029,0.019,0.71,,,5.18,4.48,6.68,,,0.698,K5V,V  ,2.54,1.18,0.4,0.2,1.06,0.62,0.1,5.45,195.192212958505,0.1396,0.16,1.07978768674126E+031,4.40890990654803E+031,4.61449971076418E+030,1.62430243634741E+031,1.041,0.869,0.482000000000001,0.458000000000002,0.482000000000001
211015258,0.856053,17.216,15.9532,14.7033,14.1343,13.8556,12.636,11.974,11.746,57.66222043,23.21724833,M2.5,3500,3.544,-1.76,10.7,-1.68,1.522,,1.179,1.175,1.041,2.306,4.43,0.589,0.244,0.117,,,,0.44,,,7.01,6.27,8.94,0.57,,0.393,M2.5V,V  ,2.74,1.47,1.01,0.63,1.32,0.66,0.18,6.51,70.9459888433411,0.0786,0.145,8.91215555189887E+029,2.42287620280395E+029,2.89975291420029E+029,8.08937400878224E+028,3.0817,2.5127,0.889999999999999,1.8189,0.889999999999999
211015877,0.710275,14.171,13.031,12.645,12.425,12.2858,11.155,10.511,10.364,56.78068304,23.22616971,M0,3870,3.588,-1.16,8.91,-1.2,1.408,1.623,0.832,1.204,0.889,1.766,3.68,0.626,0.193,0.122,,,,0.6,,,6.04,5.22,7.75,0.33,,0.559,M0V,V  ,2.65,1.31,0.64,0.38,1.29,0.68,0.15,5.72,69.9999999973643,0.1118,0.08,3.32783719318324E+030,3.75259092847031E+030,1.00876427607227E+030,6.91252794560035E+029,1.746,1.526,0.790999999999999,0.605999999999998,0.790999999999999
211016037,0.759608,14.9305,13.7508,13.152,12.869,12.6528,11.505,10.804,10.664,57.30137008,23.22815516,M0,3870,3.588,-1.16,8.91,-1.2,1.408,1.623,0.832,1.204,0.889,1.766,3.68,0.626,0.193,0.122,,,,0.6,,,6.04,5.22,7.75,0.33,,0.559,M0V,V  ,2.65,1.31,0.64,0.38,1.29,0.68,0.15,5.72,69.9999999973643,0.1118,0.08,3.32783719318324E+030,3.75259092847031E+030,1.00876427607227E+030,6.91252794560035E+029,2.0615,1.7785,0.841000000000001,0.881799999999998,0.841000000000001
211016313,0.839579,18.1006,16.8809,15.4098,14.746,14.3984,13.135,12.486,12.254,53.03285658,23.23244217,M3.5,3250,3.512,-2.27,12.19,-2.07,1.602,,1.467,1.2,1.178,2.68,5,0.558,0.269,0.132,,,,0.28,,,8.02,7.19,9.92,0.66,,0.291,M3.5V,,,,,,,,,,109.696551144313,0.0582,0.375,2.95712323773491E+029,2.53706284034917E+028,1.24695916365012E+029,2.19067615356642E+028,3.3546,2.6908,0.881,2.1349,0.881
211016654,0.979424,18.2431,16.9986,15.3658,14.5874,14.2091,12.859,12.285,12.049,57.17083952,23.23799413,M4,3200,3.505,-2.59,12.8,-2.2,1.661,,,1.222,1.241,2.831,5.25,0.557,0.282,0.139,,,,0.22,,,8.39,7.55,10.21,0.71,,0.258,M4V,V  ,3.13,1.48,1.51,0.76,1.56,0.63,0.23,7.06,76.3762615801244,0.0516,0.375,1.99622881378631E+029,1.30116155957454E+028,7.16779018986642E+028,1.12351320399495E+028,3.6557,2.8773,0.810000000000002,2.4112,0.810000000000002
211017407,0.882099,20.1499,18.8357,16.8414,15.9033,15.4288,13.997,13.383,13.063,57.42149049,23.24967743,M5,3030,3.481,-3.28,14.3,-2.52,1.874,,,1.24,1.446,3.277,5.94,0.58,0.311,,0.17,,,0.15,,,9.25,8.36,11.02,0.91,0.47,0.199,M5V,V  ,3.05,1.59,1.73,0.94,1.96,0.86,0.24,7.39,51.31601439077,0.0398,0.25,8.02121583191396E+028,2.01526064735913E+027,2.55112169392775E+028,1.16007728127667E+027,4.2466,3.3085,0.933999999999999,2.9324,0.933999999999999
211017469,0.728025,16.0709,14.8125,13.8787,13.4428,13.2047,12.009,11.341,11.136,56.73798056,23.25048812,M1.5,3650,3.562,-1.57,9.97,-1.47,1.486,,1.03,1.17,0.978,2.089,4.12,0.607,0.228,0.105,,,,0.5,,,6.69,5.85,8.4,0.47,,0.46,M1.5V,,,,,,,,,,76.3762615801622,0.092,0.175,1.56655758642313E+030,8.40100463596628E+029,5.09650323030015E+029,3.38520490716622E+029,2.6281,2.1922,0.873000000000001,1.3697,0.873000000000001
211017570,0.326641,12.0258,11.5279,11.1565,11.2844,11.6273,10.135,9.758,9.657,57.25974886,23.25236751,K3,4830,3.684,-0.41,6.57,-0.58,0.98,1.15,0.376,0.776,0.537,1.013,2.38,0.483,0.109,0.033,-0.071,-0.031,-0.008,0.78,,,4.76,4.16,6.16,,,0.729,K3V,V  ,2.1,0.85,0.32,0.13,0.99,0.58,0.01,4.94,209.999999999152,0.1458,0.14,1.9224915655288E+031,1.45992728187096E+032,7.87636192848084E+030,4.70624951452793E+031,0.741400000000001,0.869300000000001,0.478,0.243500000000001,0.478
211018096,0.152897,8.392,8.392,8.446,8.475,8.489,7.758,7.7,7.631,57.182879,23.259859,F4,6640,3.822,-0.04,3.23,0.61,0.412,0.428,0.122,-0.026,0.236,0.476,1.017,0.159,0.052,0.028,-0.029,-0.046,0,1.39,9.2,0.277,2.42,2.21,3.19,,,1.53,F4V,,,,,,,,,,105.987420635663,0.306,0.07,3.46165787902176E+032,1.36248341465693E+035,9.00246574501191E+031,2.19606380002847E+034,-0.082999999999999,-0.053999999999999,0.126999999999999,-0.082999999999999,0.126999999999999
211018106,0.8448,19.0336,17.8055,16.1255,15.3378,14.9549,13.646,13.082,12.822,55.35826417,23.25982537,M4,3200,3.505,-2.59,12.8,-2.2,1.661,,,1.222,1.241,2.831,5.25,0.557,0.282,0.139,,,,0.22,,,8.39,7.55,10.21,0.71,,0.258,M4V,V  ,3.13,1.48,1.51,0.76,1.56,0.63,0.23,7.06,76.3762615801244,0.0516,0.375,1.99622881378631E+029,1.30116155957454E+028,7.16779018986642E+028,1.12351320399495E+028,3.6958,2.9081,0.824000000000002,2.4677,0.824000000000002
211018906,0.856156,19.7583,18.4451,16.7792,16.0189,15.6238,14.301,13.767,13.44,57.38408991,23.2715166,M4,3200,3.505,-2.59,12.8,-2.2,1.661,,,1.222,1.241,2.831,5.25,0.557,0.282,0.139,,,,0.22,,,8.39,7.55,10.21,0.71,,0.258,M4V,V  ,3.13,1.48,1.51,0.76,1.56,0.63,0.23,7.06,76.3762615801244,0.0516,0.375,1.99622881378631E+029,1.30116155957454E+028,7.16779018986642E+028,1.12351320399495E+028,3.7394,2.9791,0.860999999999999,2.4262,0.860999999999999
211019565,0.731153,15.5245,14.3023,13.458,13.1257,12.9219,11.737,11.02,10.852,57.81599638,23.2820887,M2,3550,3.55,-1.65,10.3,-1.57,1.5,,1.086,1.17,1.001,2.173,4.24,0.6,0.234,0.11,,,,0.48,,,6.89,6.06,8.65,0.53,,0.434,M2V,V  ,2.59,1.43,0.85,0.52,1.33,0.69,0.15,6.23,76.3762615801565,0.0868,0.125,1.16202515496483E+030,4.72423207991954E+029,3.85714455820461E+029,1.35974329538337E+029,2.3988,2.0665,0.885,1.1766,0.885
211020101,0.500029,11.4268,10.9942,10.4701,10.7003,10.8939,9.693,9.364,9.256,57.41427065,23.29006127,K3,4830,3.684,-0.41,6.57,-0.58,0.98,1.15,0.376,0.776,0.537,1.013,2.38,0.483,0.109,0.033,-0.071,-0.031,-0.008,0.78,,,4.76,4.16,6.16,,,0.729,K3V,V  ,2.1,0.85,0.32,0.13,0.99,0.58,0.01,4.94,209.999999999152,0.1458,0.14,1.9224915655288E+031,1.45992728187096E+032,7.87636192848084E+030,4.70624951452793E+031,0.7265,0.9567,0.436999999999999,0.293899999999999,0.436999999999999
211020371,0.804198,17.173,15.9975,14.7167,14.1158,13.8178,12.615,11.978,11.72,57.96319424,23.29462513,M3,3410,3.533,-1.97,11.14,-1.78,1.544,,1.263,1.181,1.079,2.42,4.6,0.579,0.252,0.122,,,,0.39,,,7.4,6.54,9.17,0.61,,0.369,M3V,V  ,2.67,1.46,1.2,0.67,1.37,0.65,0.2,6.77,126.622799420003,0.0738,0.145,6.4844888093294E+029,1.42669527973314E+029,2.81658297729002E+029,4.76337656086982E+028,3.0572,2.4563,0.895,1.8817,0.895
211020742,0.761415,12.996,12.204,11.883,11.706,11.597,10.515,9.964,9.836,57.11690191,23.30057264,K5,4410,3.644,-0.68,7.36,-0.78,1.15,1.373,0.525,1.081,0.685,1.272,2.883,0.568,0.132,0.042,-0.073,-0.029,0.019,0.71,,,5.18,4.48,6.68,,,0.698,K5V,V  ,2.54,1.18,0.4,0.2,1.06,0.62,0.1,5.45,195.192212958505,0.1396,0.16,1.07978768674126E+031,4.40890990654803E+031,4.61449971076418E+030,1.62430243634741E+031,1.29,1.113,0.679,0.498000000000001,0.679
211020988,0.894979,19.8248,18.5284,16.8105,16.0217,15.6367,14.287,13.667,13.415,57.52090121,23.30465676,M3.5,3250,3.512,-2.27,12.19,-2.07,1.602,,1.467,1.2,1.178,2.68,5,0.558,0.269,0.132,,,,0.28,,,8.02,7.19,9.92,0.66,,0.291,M3.5V,,,,,,,,,,109.696551144313,0.0582,0.375,2.95712323773491E+029,2.53706284034917E+028,1.24695916365012E+029,2.19067615356642E+028,3.8031,3.0143,0.872000000000002,2.5067,0.872000000000002
211021014,0.657202,15.3951,14.1549,13.406,13.101,12.8594,11.662,10.986,10.811,56.63705235,23.30514739,M0.5,3800,3.58,-1.38,9.2,-1.27,1.441,,0.902,1.184,0.924,1.886,3.84,0.62,0.208,0.13,,,,0.56,,,6.19,5.36,7.9,0.37,,0.535,M0.5V,,,,,,,,,,85.4400374510102,0.107,0.08,2.74418616724048E+030,2.65663092832871E+030,9.06416460164739E+029,4.89369501852531E+029,2.2941,1.9891,0.851000000000001,1.0539,0.851000000000001
211021098,0.772157,18.4069,17.1541,15.6987,15.0102,14.6788,13.406,12.804,12.563,56.88418576,23.30635205,M3.5,3250,3.512,-2.27,12.19,-2.07,1.602,,1.467,1.2,1.178,2.68,5,0.558,0.269,0.132,,,,0.28,,,8.02,7.19,9.92,0.66,,0.291,M3.5V,,,,,,,,,,109.696551144313,0.0582,0.375,2.95712323773491E+029,2.53706284034917E+028,1.24695916365012E+029,2.19067615356642E+028,3.3967,2.7082,0.843,2.1439,0.843
211021827,0.681276,17.7042,16.4849,15.1373,14.526,14.2424,12.986,12.366,12.135,56.98037512,23.31815633,M2.5,3500,3.544,-1.76,10.7,-1.68,1.522,,1.179,1.175,1.041,2.306,4.43,0.589,0.244,0.117,,,,0.44,,,7.01,6.27,8.94,0.57,,0.393,M2.5V,V  ,2.74,1.47,1.01,0.63,1.32,0.66,0.18,6.51,70.9459888433411,0.0786,0.145,8.91215555189887E+029,2.42287620280395E+029,2.89975291420029E+029,8.08937400878224E+028,3.1782,2.5669,0.851000000000001,1.9589,0.851000000000001
211023167,0.493983,17.6507,16.4076,14.9394,14.3826,13.882,12.277,11.672,11.447,55.67672193,23.33929276,M3,3410,3.533,-1.97,11.14,-1.78,1.544,,1.263,1.181,1.079,2.42,4.6,0.579,0.252,0.122,,,,0.39,,,7.4,6.54,9.17,0.61,,0.369,M3V,V  ,2.67,1.46,1.2,0.67,1.37,0.65,0.2,6.77,126.622799420003,0.0738,0.145,6.4844888093294E+029,1.42669527973314E+029,2.81658297729002E+029,4.76337656086982E+028,3.2681,2.7113,0.83,2.025,0.83
211023176,0.758679,13.7084,12.803,12.437,12.234,12.0359,10.986,10.353,10.198,57.98901193,23.33923615,M0,3870,3.588,-1.16,8.91,-1.2,1.408,1.623,0.832,1.204,0.889,1.766,3.68,0.626,0.193,0.122,,,,0.6,,,6.04,5.22,7.75,0.33,,0.559,M0V,V  ,2.65,1.31,0.64,0.38,1.29,0.68,0.15,5.72,69.9999999973643,0.1118,0.08,3.32783719318324E+030,3.75259092847031E+030,1.00876427607227E+030,6.91252794560035E+029,1.4744,1.2714,0.788,0.568999999999997,0.788
211023213,0.62709,10.2955,10.6191,9.2591,,10.627,8.969,8.704,8.659,56.54202374,23.33995939,G0,5920,3.772,-0.09,4.45,0.14,0.596,0.65,0.191,0.058,0.336,0.664,1.44,0.262,0.067,0.027,-0.043,-0.043,-0.01,1.08,9.7,,3.34,3.01,4.4,,,1.12,G0V,V  ,1.3,0.38,0.14,0.02,0.71,0.28,0,3.18,83.2666399766019,0.224,0.165,1.16005813287887E+032,8.40100463596628E+033,2.9928575675173E+031,3.19176462675672E+033,,1.0364,0.31,,0.31
211023687,0.703658,14.3038,13.2915,13.038,12.656,12.3868,11.221,10.576,10.407,56.5349236,23.34733409,M1.5,3650,3.562,-1.57,9.97,-1.47,1.486,,1.03,1.17,0.978,2.089,4.12,0.607,0.228,0.105,,,,0.5,,,6.69,5.85,8.4,0.47,,0.46,M1.5V,,,,,,,,,,76.3762615801622,0.092,0.175,1.56655758642313E+030,8.40100463596628E+029,5.09650323030015E+029,3.38520490716622E+029,1.6478,1.2658,0.813999999999998,0.6355,0.813999999999998
211023807,0.792955,18.8472,17.633,16.0743,15.3653,15.0198,13.723,13.121,12.84,57.77966852,23.34920057,M3.5,3250,3.512,-2.27,12.19,-2.07,1.602,,1.467,1.2,1.178,2.68,5,0.558,0.269,0.132,,,,0.28,,,8.02,7.19,9.92,0.66,,0.291,M3.5V,,,,,,,,,,109.696551144313,0.0582,0.375,2.95712323773491E+029,2.53706284034917E+028,1.24695916365012E+029,2.19067615356642E+028,3.4819,2.7729,0.883000000000001,2.2677,0.883000000000001
211024158,0.855845,19.8807,18.5868,16.8176,15.9903,15.5993,14.283,13.656,13.411,56.24787842,23.35489968,M4,3200,3.505,-2.59,12.8,-2.2,1.661,,,1.222,1.241,2.831,5.25,0.557,0.282,0.139,,,,0.22,,,8.39,7.55,10.21,0.71,,0.258,M4V,V  ,3.13,1.48,1.51,0.76,1.56,0.63,0.23,7.06,76.3762615801244,0.0516,0.375,1.99622881378631E+029,1.30116155957454E+028,7.16779018986642E+028,1.12351320399495E+028,3.8904,3.0631,0.872,2.5965,0.872
211024494,0.850201,18.8525,17.5964,15.9987,15.2198,14.8411,13.546,12.974,12.734,56.84183979,23.35997667,M4,3200,3.505,-2.59,12.8,-2.2,1.661,,,1.222,1.241,2.831,5.25,0.557,0.282,0.139,,,,0.22,,,8.39,7.55,10.21,0.71,,0.258,M4V,V  ,3.13,1.48,1.51,0.76,1.56,0.63,0.23,7.06,76.3762615801244,0.0516,0.375,1.99622881378631E+029,1.30116155957454E+028,7.16779018986642E+028,1.12351320399495E+028,3.6327,2.8538,0.811999999999998,2.3766,0.811999999999998
211024798,0.750323,18.0949,16.8099,15.4365,14.7553,14.4064,13.136,12.503,12.283,56.30067789,23.3645862,M3.5,3250,3.512,-2.27,12.19,-2.07,1.602,,1.467,1.2,1.178,2.68,5,0.558,0.269,0.132,,,,0.28,,,8.02,7.19,9.92,0.66,,0.291,M3.5V,,,,,,,,,,109.696551144313,0.0582,0.375,2.95712323773491E+029,2.53706284034917E+028,1.24695916365012E+029,2.19067615356642E+028,3.3396,2.6584,0.853,2.0546,0.853
211025002,0.821558,19.3234,18.0804,16.3899,15.6226,15.2518,13.968,13.376,13.118,57.9128979,23.3677495,M3.5,3250,3.512,-2.27,12.19,-2.07,1.602,,1.467,1.2,1.178,2.68,5,0.558,0.269,0.132,,,,0.28,,,8.02,7.19,9.92,0.66,,0.291,M3.5V,,,,,,,,,,109.696551144313,0.0582,0.375,2.95712323773491E+029,2.53706284034917E+028,1.24695916365012E+029,2.19067615356642E+028,3.7008,2.9335,0.85,2.4578,0.85
211025007,0.710166,18.1147,16.8677,15.3953,14.7508,14.4406,13.21,12.538,12.285,55.65117078,23.36785726,M3,3410,3.533,-1.97,11.14,-1.78,1.544,,1.263,1.181,1.079,2.42,4.6,0.579,0.252,0.122,,,,0.39,,,7.4,6.54,9.17,0.61,,0.369,M3V,V  ,2.67,1.46,1.2,0.67,1.37,0.65,0.2,6.77,126.622799420003,0.0738,0.145,6.4844888093294E+029,1.42669527973314E+029,2.81658297729002E+029,4.76337656086982E+028,3.3639,2.7194,0.925000000000001,2.1169,0.925000000000001
211025708,0.829471,18.6987,17.3626,15.863,15.0713,14.7183,13.41,12.81,12.52,57.61402247,23.37903099,M4,3200,3.505,-2.59,12.8,-2.2,1.661,,,1.222,1.241,2.831,5.25,0.557,0.282,0.139,,,,0.22,,,8.39,7.55,10.21,0.71,,0.258,M4V,V  ,3.13,1.48,1.51,0.76,1.56,0.63,0.23,7.06,76.3762615801244,0.0516,0.375,1.99622881378631E+029,1.30116155957454E+028,7.16779018986642E+028,1.12351320399495E+028,3.6274,2.8357,0.890000000000001,2.2913,0.890000000000001
211025773,0.939404,20.0825,18.8074,16.9737,16.1268,15.6936,14.359,13.718,13.463,57.31518116,23.38018996,M4,3200,3.505,-2.59,12.8,-2.2,1.661,,,1.222,1.241,2.831,5.25,0.557,0.282,0.139,,,,0.22,,,8.39,7.55,10.21,0.71,,0.258,M4V,V  ,3.13,1.48,1.51,0.76,1.56,0.63,0.23,7.06,76.3762615801244,0.0516,0.375,1.99622881378631E+029,1.30116155957454E+028,7.16779018986642E+028,1.12351320399495E+028,3.9557,3.1088,0.896000000000003,2.6806,0.896000000000003
211025779,0.834312,19.7406,18.4103,16.7007,15.9066,15.5307,14.21,13.618,13.301,56.73053115,23.38023079,M4,3200,3.505,-2.59,12.8,-2.2,1.661,,,1.222,1.241,2.831,5.25,0.557,0.282,0.139,,,,0.22,,,8.39,7.55,10.21,0.71,,0.258,M4V,V  ,3.13,1.48,1.51,0.76,1.56,0.63,0.23,7.06,76.3762615801244,0.0516,0.375,1.99622881378631E+029,1.30116155957454E+028,7.16779018986642E+028,1.12351320399495E+028,3.834,3.0399,0.909000000000002,2.5037,0.909000000000002
211025925,0.96339,17.7865,16.5535,15.1685,14.5155,14.1992,12.976,12.341,12.068,54.48518722,23.38225146,M3.5,3250,3.512,-2.27,12.19,-2.07,1.602,,1.467,1.2,1.178,2.68,5,0.558,0.269,0.132,,,,0.28,,,8.02,7.19,9.92,0.66,,0.291,M3.5V,,,,,,,,,,109.696551144313,0.0582,0.375,2.95712323773491E+029,2.53706284034917E+028,1.24695916365012E+029,2.19067615356642E+028,3.271,2.618,0.908000000000001,2.038,0.908000000000001
211026087,0.731882,14.6784,13.5441,13.116,12.814,12.5958,11.451,10.787,10.631,55.30763256,23.38475713,M0,3870,3.588,-1.16,8.91,-1.2,1.408,1.623,0.832,1.204,0.889,1.766,3.68,0.626,0.193,0.122,,,,0.6,,,6.04,5.22,7.75,0.33,,0.559,M0V,V  ,2.65,1.31,0.64,0.38,1.29,0.68,0.15,5.72,69.9999999973643,0.1118,0.08,3.32783719318324E+030,3.75259092847031E+030,1.00876427607227E+030,6.91252794560035E+029,1.8644,1.5624,0.820000000000002,0.7301,0.820000000000002
211026321,0.757042,14.5866,13.435,12.951,12.642,12.4699,11.3,10.675,10.486,56.24573842,23.38874369,K9,3940,3.595,-1.1,8.69,-1.18,1.382,1.593,0.791,1.21,0.866,1.699,3.584,0.625,0.184,0.101,,,,0.61,,,5.92,5.11,7.59,,,0.552,K9V,,,,,,,,,,65.0640709836479,0.1104,0.13,3.44583313604648E+030,5.42414417135138E+030,1.00909876981435E+030,1.62364195645655E+030,1.9446,1.6356,0.814,0.792999999999999,0.814
211027306,0.93998,20.7042,19.5001,17.5555,16.66,16.2029,14.895,14.236,14.023,57.02079924,23.40359416,M5,3030,3.481,-3.28,14.3,-2.52,1.874,,,1.24,1.446,3.277,5.94,0.58,0.311,,0.17,,,0.15,,,9.25,8.36,11.02,0.91,0.47,0.199,M5V,V  ,3.05,1.59,1.73,0.94,1.96,0.86,0.24,7.39,51.31601439077,0.0398,0.25,8.02121583191396E+028,2.01526064735913E+027,2.55112169392775E+028,1.16007728127667E+027,4.0442,3.1487,0.872,2.8401,0.872
211027393,0.749532,13.335,12.465,12.05,11.793,11.666,10.54,10.014,9.836,56.51728624,23.40533311,K7,4070,3.61,-0.95,8.15,-0.98,1.308,1.506,0.688,1.221,0.806,1.529,3.33,0.617,0.162,0.057,,,,0.65,,,5.6,4.82,7.18,,,0.654,K7V,V  ,2.56,1.34,0.54,0.3,1.01,0.6,0.11,5.77,117.898261223964,0.1308,0.155,6.0208492163939E+030,1.39421973031719E+031,2.15567974298138E+030,4.97597982944915E+030,1.542,1.285,0.703999999999999,0.672000000000001,0.703999999999999
211027607,0.765502,18.4958,17.2044,15.5832,14.92,14.5655,13.275,12.663,12.392,56.24180993,23.40848982,M3,3410,3.533,-1.97,11.14,-1.78,1.544,,1.263,1.181,1.079,2.42,4.6,0.579,0.252,0.122,,,,0.39,,,7.4,6.54,9.17,0.61,,0.369,M3V,V  ,2.67,1.46,1.2,0.67,1.37,0.65,0.2,6.77,126.622799420003,0.0738,0.145,6.4844888093294E+029,1.42669527973314E+029,2.81658297729002E+029,4.76337656086982E+028,3.5758,2.9126,0.883000000000001,2.2844,0.883000000000001
211027758,0.835591,18.6125,17.3192,15.6782,14.9067,14.524,13.22,12.63,12.316,57.38579304,23.41126219,M4,3200,3.505,-2.59,12.8,-2.2,1.661,,,1.222,1.241,2.831,5.25,0.557,0.282,0.139,,,,0.22,,,8.39,7.55,10.21,0.71,,0.258,M4V,V  ,3.13,1.48,1.51,0.76,1.56,0.63,0.23,7.06,76.3762615801244,0.0516,0.375,1.99622881378631E+029,1.30116155957454E+028,7.16779018986642E+028,1.12351320399495E+028,3.7058,2.9343,0.904,2.4125,0.904
211027775,0.708576,15.479,14.2554,13.4964,13.1308,12.8663,11.66,10.943,10.738,56.64729984,23.41154802,M1.5,3650,3.562,-1.57,9.97,-1.47,1.486,,1.03,1.17,0.978,2.089,4.12,0.607,0.228,0.105,,,,0.5,,,6.69,5.85,8.4,0.47,,0.46,M1.5V,,,,,,,,,,76.3762615801622,0.092,0.175,1.56655758642313E+030,8.40100463596628E+029,5.09650323030015E+029,3.38520490716622E+029,2.3482,1.9826,0.922000000000001,1.1246,0.922000000000001
211027879,0.905696,19.6518,18.4062,16.6315,15.7967,15.4019,14.033,13.446,13.202,57.20332733,23.4132003,M4.5,3100,3.491,-3.05,13.57,-2.31,1.72,,,1.23,1.345,3.073,5.64,0.564,0.301,,,,,0.18,,,8.79,7.93,10.52,0.81,,0.243,M4.5V,,,,,,,,,,85.440037450959,0.0486,0.154999999999999,1.4956048424712E+029,6.37281372456024E+027,5.80173368171505E+028,2.27446161180303E+027,3.8551,3.0203,0.831,2.6095,0.831
211028956,0.625957,12.501,11.821,11.557,11.42,11.34,,,,56.35831912,23.43003671,K3,4830,3.684,-0.41,6.57,-0.58,0.98,1.15,0.376,0.776,0.537,1.013,2.38,0.483,0.109,0.033,-0.071,-0.031,-0.008,0.78,,,4.76,4.16,6.16,,,0.729,K3V,V  ,2.1,0.85,0.32,0.13,0.99,0.58,0.01,4.94,209.999999999152,0.1458,0.14,1.9224915655288E+031,1.45992728187096E+032,7.87636192848084E+030,4.70624951452793E+031,1.081,0.943999999999999,,0.401,
211029076,0.814797,19.2272,17.9353,16.3231,15.5938,15.2342,13.958,13.313,13.093,56.78973144,23.4321736,M4,3200,3.505,-2.59,12.8,-2.2,1.661,,,1.222,1.241,2.831,5.25,0.557,0.282,0.139,,,,0.22,,,8.39,7.55,10.21,0.71,,0.258,M4V,V  ,3.13,1.48,1.51,0.76,1.56,0.63,0.23,7.06,76.3762615801244,0.0516,0.375,1.99622881378631E+029,1.30116155957454E+028,7.16779018986642E+028,1.12351320399495E+028,3.6334,2.9041,0.865,2.3415,0.865
211029135,0.829725,19.4858,18.1772,16.4908,15.6644,15.2577,13.984,13.369,13.056,53.1576274,23.43293336,M4,3200,3.505,-2.59,12.8,-2.2,1.661,,,1.222,1.241,2.831,5.25,0.557,0.282,0.139,,,,0.22,,,8.39,7.55,10.21,0.71,,0.258,M4V,V  ,3.13,1.48,1.51,0.76,1.56,0.63,0.23,7.06,76.3762615801244,0.0516,0.375,1.99622881378631E+029,1.30116155957454E+028,7.16779018986642E+028,1.12351320399495E+028,3.8214,2.995,0.928000000000003,2.5128,0.928000000000003
211029232,0.729513,10.843,10.489,10.3,10.128,10.095,9.197,8.98,8.868,57.14388119,23.43460364,K2,5040,3.702,-0.29,6.19,-0.47,0.884,1.035,0.326,0.581,0.482,0.92,2.132,0.427,0.098,0.031,-0.068,-0.037,-0.009,0.82,,,4.57,4.04,5.88,,,0.763,K2V,V  ,1.95,0.78,0.24,0.11,0.99,0.51,0.07,4.5,171.56145643174,0.1526,0.115,2.59084300171815E+031,2.78183408668796E+032,9.29518217182366E+030,7.36622115406896E+031,0.715,0.542999999999999,0.328999999999999,0.361000000000001,0.328999999999999
211029245,0.782684,18.3882,17.1975,15.7135,15.0186,14.685,13.398,12.839,12.548,57.06355219,23.43470428,M4,3200,3.505,-2.59,12.8,-2.2,1.661,,,1.222,1.241,2.831,5.25,0.557,0.282,0.139,,,,0.22,,,8.39,7.55,10.21,0.71,,0.258,M4V,V  ,3.13,1.48,1.51,0.76,1.56,0.63,0.23,7.06,76.3762615801244,0.0516,0.375,1.99622881378631E+029,1.30116155957454E+028,7.16779018986642E+028,1.12351320399495E+028,3.3696,2.6747,0.85,2.1789,0.85
