,ampl,dur,ed,ederr,istart,istop,istart_no_sys_no_thruster,istop_no_sys_no_thruster,istart_no_sys_no_thruster.1,istop_no_sys_no_thruster.1,corrected,myed,myenerg,myenerg_err,L_bol,L_bol_err,falsepos_corrected,ED_true,count_true,energ_true
0,0.04744845798575855,0.04086329753044994,125.83714099010356,29.398122155626073,1536,1538,1536,1538,1536,1538,2.0,132.62699728491688,2.6089664576191102e+32,1.4495831195316088e+32,1.1866734460852196e+30,4.7817290276134684e+29,0.0,257.329251390119,2.0,5.0620416595785176e+32
1,-0.0006130651808506477,0.0408633963597822,-3.301853367066641,7.004277866380477,1542,1544,1542,1544,1542,1544,,14.324367167944914,2.8178119261423455e+31,6.8847951482785825e+31,1.1866734460852196e+30,4.7817290276134684e+29,1.0,33.621604418710085,,6.613859921092312e+31
