,ampl,dur,ed,ederr,istart,istop,istart_no_sys_no_thruster,istop_no_sys_no_thruster,corrected,myed,myenerg,myenerg_err,L_bol,L_bol_err,falsepos_corrected,ED_true,count_true
0,0.038479751368444,0.12259158269444015,279.5835136705931,320.2016691235831,477,483,477,483,6.285714285714286,199.27655684385005,3.9780160468381943e+31,5.984318503520954e+31,1.3011615595745358e+28,1.1235132039949538e+28,0.037037037037037035,453.80876251021766,6.285714285714286
