,ampl,dur,ed,ederr,istart,istop,istart_no_sys_no_thruster,istop_no_sys_no_thruster,istart_no_sys_no_thruster.1,istop_no_sys_no_thruster.1,corrected,myed,myenerg,myenerg_err,L_bol,L_bol_err,falsepos_corrected,ED_true,count_true,energ_true
0,0.05387574061067064,0.04086330078280298,146.98750363941508,31.48708389676805,1615,1617,1615,1617,1615,1617,4.333333333333333,182.89888142667496,3.6510801711321475e+31,2.0931008169794787e+31,1.3011615595745358e+28,1.1235132039949538e+28,0.0,441.55444782635743,4.333333333333333,8.814437116064796e+31
