,ampl,dur,ed,ederr,istart,istop,istart_no_sys_no_thruster,istop_no_sys_no_thruster,istart_no_sys_no_thruster.1,istop_no_sys_no_thruster.1,corrected,myed,myenerg,myenerg_err,L_bol,L_bol_err,falsepos_corrected,ED_true,count_true,energ_true
0,0.08391766584876592,0.040863286703825,146.99435687085446,32.52595132994462,1285,1287,1285,1287,1285,1287,1.7999999999999998,146.03799123629503,4.318523374769759e+31,2.7766087640372934e+31,2.53706284034917e+28,2.190676153566424e+28,0.0,430.98514669685056,1.7999999999999998,1.274476192415848e+32
