Object ID 	 Date of Run 	 Number of Flares 	 Filename 	 Total Exposure Time of LC in Days 	 BJD-2454833 days 
211700306	2018-05-17 12:27:09.806537	0	hlsp_k2sc_k2_llc_211700306-c05_kepler_v2_lc.fits	64.85180555555556	2306.631138651246
211700306	2018-05-17 12:28:48.438631	0	hlsp_k2sc_k2_llc_211700306-c05_kepler_v2_lc.fits	64.85180555555556	2306.631138651246
211707676	2018-05-17 12:28:50.211141	0	hlsp_k2sc_k2_llc_211707676-c05_kepler_v2_lc.fits	64.88944444444445	2306.6312213699202
211708110	2018-05-17 12:28:54.185277	2	hlsp_k2sc_k2_llc_211708110-c05_kepler_v2_lc.fits	64.85180555555556	2306.631143906234
211725787	2018-05-17 12:28:58.632158	0	hlsp_k2sc_k2_llc_211725787-c05_kepler_v2_lc.fits	64.88944444444445	2306.631084345827
211727975	2018-05-17 12:29:02.956503	0	hlsp_k2sc_k2_llc_211727975-c05_kepler_v2_lc.fits	64.87062500000002	2306.6311999639365
211729756	2018-05-17 12:29:08.103050	1	hlsp_k2sc_k2_llc_211729756-c05_kepler_v2_lc.fits	64.45659722222223	2306.6310351081993
211734093	2018-05-17 12:29:12.308713	0	hlsp_k2sc_k2_llc_211734093-c05_kepler_v2_lc.fits	64.81416666666667	2306.6311364356297
211738707	2018-05-17 12:29:16.382338	1	hlsp_k2sc_k2_llc_211738707-c05_kepler_v2_lc.fits	64.79534722222223	2306.631354831705
211745306	2018-05-17 12:29:20.263520	1	hlsp_k2sc_k2_llc_211745306-c05_kepler_v2_lc.fits	64.83298611111113	2306.631270688107
211748286	2018-05-17 12:29:24.583812	3	hlsp_k2sc_k2_llc_211748286-c05_kepler_v2_lc.fits	64.85180555555556	2306.6310408367644
211771406	2018-05-17 12:29:29.050601	0	hlsp_k2sc_k2_llc_211771406-c05_kepler_v2_lc.fits	64.87062500000002	2306.6312881946433
211773459	2018-05-17 12:29:33.952011	2	hlsp_k2sc_k2_llc_211773459-c05_kepler_v2_lc.fits	64.70125000000002	2306.6313321065027
211776073	2018-05-17 12:29:38.187944	0	hlsp_k2sc_k2_llc_211776073-c05_kepler_v2_lc.fits	64.88944444444445	2306.631160051642
211778044	2018-05-17 12:29:42.238018	0	hlsp_k2sc_k2_llc_211778044-c05_kepler_v2_lc.fits	64.88944444444445	2306.6312777913045
211781646	2018-05-17 12:29:46.043861	0	hlsp_k2sc_k2_llc_211781646-c05_kepler_v2_lc.fits	64.87062500000002	2306.6312101893927
211787610	2018-05-17 12:29:49.890014	1	hlsp_k2sc_k2_llc_211787610-c05_kepler_v2_lc.fits	64.83298611111113	2306.6310278280507
211789682	2018-05-17 12:29:53.880260	0	hlsp_k2sc_k2_llc_211789682-c05_kepler_v2_lc.fits	64.87062500000002	2306.631408532696
211790121	2018-05-17 12:29:57.935805	0	hlsp_k2sc_k2_llc_211790121-c05_kepler_v2_lc.fits	64.88944444444445	2306.6311839065384
