,ampl,dur,ed,ederr,istart,istop,istart_no_sys_no_thruster,istop_no_sys_no_thruster,istart_no_sys_no_thruster.1,istop_no_sys_no_thruster.1,corrected,myed,myenerg,myenerg_err,L_bol,L_bol_err,falsepos_corrected,ED_true,count_true,energ_true
0,2.355598955352191,0.061294894250750076,4321.815130131263,890.210394882952,1882,1885,1882,1885,1882,1885,,4424.265445682074,3.548798803749491e+32,1.859667926515431e+32,2.0152606473591297e+27,1.1600772812766656e+27,0.0,42920.62221896032,,3.442755744583225e+33
